start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788735887023.876,0.000,281660.555,208.972,306319.268,1,18851,119,38,1,0.00,trace_0712,User-001,4.79
1788735887166.838,0.143,30142.850,250.346,86220.447,1,21918,225,85,1,0.00,trace_0714,User-003,3.99
1788735887215.020,0.191,34764.588,246.824,80180.185,1,18361,185,69,1,0.00,trace_0629,User-004,4.05
1788735887265.177,0.241,40722.620,246.395,72754.019,1,20311,131,49,1,0.00,trace_0568,User-005,4.06
1788735887296.743,0.273,6841.066,198.324,94500.311,1,13071,443,133,1,0.00,trace_0398,User-007,5.04
1788735887347.316,0.323,45981.025,215.979,128053.095,1,19408,381,123,1,0.00,trace_0707,User-008,4.63
1788735887376.868,0.353,9893.111,228.172,93632.149,1,12330,368,127,1,0.00,trace_0313,User-009,4.38
1788735887440.749,0.417,53414.625,274.633,239890.115,1,24258,680,266,1,0.00,trace_0694,User-011,3.64
1788735887496.191,0.472,59555.529,234.102,326431.586,1,22705,1141,365,1,0.00,trace_0704,User-016,4.27
1788735887571.277,0.547,297362.231,162.856,455658.190,1,28209,973,237,1,0.00,trace_0378,User-018,6.14
1788735887617.315,0.593,302607.898,286.482,371077.003,1,19031,240,98,1,0.00,trace_0587,User-019,3.49
1788735887660.045,0.636,307105.153,255.802,362870.012,1,16565,219,83,1,0.00,trace_0108,User-020,3.91
1788735887710.037,0.686,313121.090,263.494,358969.003,1,20882,175,68,1,0.00,trace_0562,User-023,3.80
1788735887757.492,0.734,64535.793,255.104,113005.508,1,18579,191,73,1,0.00,trace_0569,User-026,3.92
1788735887801.918,0.778,69748.991,267.794,117684.182,1,18429,180,72,1,0.00,trace_0579,User-029,3.73
1788735887851.823,0.828,75623.453,294.553,380190.882,1,19520,1035,441,1,0.00,trace_0278,User-040,3.39
1788735887896.137,0.872,80857.388,303.210,176671.805,1,18596,317,133,1,0.00,trace_0570,User-041,3.30
1788735887932.998,0.909,13202.811,284.614,106271.704,1,15183,328,140,1,0.00,trace_0052,User-043,3.51
1788735887997.793,0.974,87749.532,286.809,177807.479,1,24544,315,132,1,0.00,trace_0272,User-044,3.49
1788735888076.818,1.053,97030.581,278.270,177728.844,1,29936,291,119,1,0.00,trace_0176,User-053,3.59
1788735888119.859,1.096,102151.329,259.200,134032.897,1,17435,124,49,1,0.00,trace_0666,User-054,3.86
1788735888163.427,1.140,107386.119,273.341,134720.241,1,18280,101,42,1,0.00,trace_0276,User-057,3.66
1788735888206.885,1.183,111991.496,257.424,158070.409,1,17876,180,68,1,0.00,trace_0586,User-058,3.88
1788735888253.204,1.229,117866.115,223.579,175773.205,1,19466,260,84,1,0.00,trace_0656,User-059,4.47
1788735888308.673,1.285,123979.346,248.735,152583.921,1,21903,116,42,1,0.00,trace_0046,User-061,4.02
1788735888354.113,1.330,129990.275,221.718,157926.795,3,20949,127,41,1,99.06,trace_0726,User-017,4.51
1788735888417.220,1.393,138531.224,205.527,173881.808,20,28118,173,52,1,99.06,trace_0418,User-022,4.87
1788735888487.996,1.464,147920.334,190.199,170554.073,6,30059,120,35,1,99.36,trace_0588,User-025,5.26
1788735888514.353,1.490,15116.718,208.190,39474.951,3,10677,118,38,1,98.15,trace_0538,User-033,4.80
1788735888546.650,1.523,18888.319,290.618,41265.907,4,14088,78,35,1,98.16,trace_0546,User-048,3.44
1788735888665.220,1.641,154451.227,215.642,262272.011,4,21831,501,153,1,84.05,trace_0082,User-030,4.64
1788735888716.238,1.692,160451.826,345.642,225432.611,3,20692,189,92,1,73.42,trace_0449,User-055,2.89
1788735888757.789,1.734,165602.899,205.694,196045.600,4,17635,149,44,1,96.65,trace_0062,User-035,4.86
1788735888828.151,1.804,175197.843,309.123,270407.576,8,31527,309,135,1,98.56,trace_0687,User-015,3.23
1788735888885.660,1.862,182870.700,241.611,235058.580,3,25895,217,74,1,98.02,trace_0266,User-021,4.14
1788735889010.125,1.986,188847.152,201.988,203794.267,3,21315,75,22,1,96.67,trace_0582,User-042,4.95
1788735889081.947,2.058,199111.748,178.606,218222.558,7,32369,108,27,1,99.60,trace_0729,User-045,5.60
1788735889156.724,2.133,209308.910,222.167,273292.927,8,31853,289,91,1,92.91,trace_0489,User-037,4.50
1788735889223.902,2.200,218076.712,156.986,259207.008,3,30009,263,59,1,71.46,trace_0661,User-038,6.37
1788735889278.521,2.255,224869.873,224.589,288204.084,5,23068,283,92,1,91.20,trace_0164,User-034,4.45
1788735889304.985,2.281,21879.377,267.684,78093.097,3,13161,211,85,1,97.32,trace_0220,User-039,3.74
1788735889371.751,2.348,233419.122,146.190,370545.715,10,28558,939,201,1,98.64,trace_0615,User-036,6.84
1788735889435.078,2.411,241965.445,225.518,259555.845,24,28222,79,26,1,99.53,trace_0527,User-060,4.43
1788735889495.547,2.472,250342.010,231.148,266984.666,7,26422,73,25,1,99.51,trace_0594,User-052,4.33
1788735889558.417,2.535,258867.556,206.520,539941.882,14,27802,1362,412,1,96.73,trace_0228,User-047,4.84
1788735889608.022,2.584,265080.869,223.348,318907.678,3,22908,242,81,1,96.99,trace_0253,User-013,4.48
1788735889671.025,2.647,274263.749,146.981,297045.735,3,28640,156,35,1,90.84,trace_0243,User-050,6.80
1788735889721.783,2.698,316278.068,251.058,379042.537,1,16892,251,93,1,0.00,trace_0054,User-065,3.98
1788735889773.046,2.749,322329.925,241.451,364583.848,1,21193,176,63,1,0.00,trace_0681,User-066,4.14
1788735889815.089,2.791,326897.245,258.336,356864.234,1,17368,117,44,1,0.00,trace_0312,User-067,3.87
1788735889842.883,2.819,282530.006,187.562,328670.238,1,11897,247,70,1,0.00,trace_0307,User-068,5.33
1788735889903.171,2.879,335321.603,179.332,353972.169,9,27352,105,28,1,95.96,trace_0441,User-064,5.58
1788735889950.991,2.927,341292.124,210.132,364406.662,5,20548,111,35,1,96.52,trace_0610,User-063,4.76
1788735890018.667,2.995,351382.913,221.954,410200.743,6,31168,266,90,1,88.71,trace_0396,User-006,4.51
1788735890069.484,3.046,356609.159,252.287,422708.346,1,18368,263,100,1,0.00,trace_0672,User-069,3.96
1788735890109.345,3.085,361106.947,292.051,421853.470,1,16517,209,92,1,0.00,trace_0477,User-070,3.42
1788735890171.461,3.148,367975.539,307.410,464502.395,1,23858,315,145,1,0.00,trace_0673,User-071,3.25
