period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788729936.9724402,1788729966.9724402,128,0,0,0,0,0,0,128,128,0,0.0,0.0,4.133333333333334,0,0,0,0,0,51865,0,0,100.0,0,123,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,,,,,0.07251064828161136,569
2,1788729966.9724402,1788729996.9724402,128,0,0,1,0,0,1,128,1,127,0.03333333333333333,0.0,22.766666666666666,0,0,0,0,0,52005,0,0,100.0,0,116,12,15.8076913356781,15.8076913356781,15.8076913356781,15.8076913356781,1,0.01666666613684762,234.79999253590924,1.2999999586741142,0.9815668202764977,2.6483736591621265,2.6483736591621265,2.6483736591621265,2.6483736591621265,5.0,5.0,5.0,5.0,14088.0,14088.0,14088.0,14088.0,78.0,78.0,78.0,78.0,14088,78,2,0.0,0.0,0.0,0.0,,,,,0.14633915010925957,539
3,1788729996.9724402,1788730026.9724402,128,0,0,2,0,0,2,128,2,126,0.06666666666666667,0.0,28.633333333333333,0,0,0,0,0,52015,0,0,100.0,0,113,15,21.53506525357564,18.38775324821472,29.207551383972167,30.16931121826172,3,0.03333333262690793,431.5444352988257,2.922222160292262,0.9765100671140939,2.571794386238292,2.5709132526775083,2.6406276185136646,2.646824451032434,6.0,5.0,7.699999999999999,7.9399999999999995,12946.333333333334,14075.0,14086.7,14087.74,87.66666666666667,78.0,114.0,117.2,38839,263,2,0.0,0.0,0.0,0.0,,,,,0.19359468266061652,509
4,1788730026.9724402,1788730056.9724402,125,3,0,5,0,0,5,125,2,123,0.16666666666666666,0.0,36.06666666666667,0,0,0,0,0,52344,0,0,100.0,0,110,15,33.9391730427742,29.021334648132324,61.55873613357544,64.31331239700317,8,0.06666666560702855,1101.6999824889504,8.499999864896141,0.7881889763779527,2.564254569533846,2.540673046280105,2.88450076076698,2.907739519627134,19.285714285714285,8.0,60.49999999999996,73.69999999999997,16525.5,14936.5,25380.399999999994,27417.679999999997,127.5,125.5,194.2,207.64,132204,1020,2,0.0,0.0,0.0,0.0,,,,,0.1974259424961594,479
5,1788730056.9724402,1788730086.9724402,126,2,0,2,0,0,2,126,3,123,0.06666666666666667,0.0,36.7,0,0,0,0,0,52361,0,0,100.0,0,108,18,33.17916822433472,29.021334648132324,60.57495889663695,64.11655694961549,10,0.06666666581895618,1047.619986678823,9.693333210076228,0.6837431693989071,2.5314386114027925,2.5032645433789718,2.8762012040312106,2.9060796082799802,19.285714285714285,8.0,60.49999999999996,73.69999999999997,15714.3,14081.5,24652.799999999992,27272.16,145.4,132.0,230.79999999999995,243.76,157143,1454,2,0.0,0.0,0.0,0.0,,,,,0.24453546286485883,449
6,1788730086.9724402,1788730116.9724402,125,3,0,5,0,0,5,125,4,121,0.16666666666666666,0.0,42.8,0,0,0,0,0,53303,0,0,100.0,0,107,18,47.34718222618103,34.38728213310242,105.5126299381256,108.30823678016662,15,0.08333333245030157,1361.3833189075965,13.177777638141022,0.4659064463579241,2.3896461522532606,2.395979411875287,2.855452312191787,2.9019298299120955,19.285714285714285,8.0,60.49999999999996,73.69999999999997,16336.6,15785.0,22833.799999999992,26908.359999999997,158.13333333333333,132.0,270.3999999999999,314.0799999999999,245049,2372,2,0.0,0.0,0.0,0.0,,,,,0.2491591819823462,419
7,1788730116.9724402,1788730146.9724402,125,3,0,4,0,0,4,125,4,121,0.13333333333333333,0.0,41.266666666666666,0,0,0,0,0,53982,0,0,100.0,0,106,19,54.806174428839434,45.93791604042053,115.85436515808102,124.71876502990723,19,0.0904761896544303,1471.0618914008196,15.980952235803583,0.3783783783783784,2.3852349702411217,2.401251960504495,2.8388531987202485,2.898610007217788,19.285714285714285,8.0,60.49999999999996,73.69999999999997,16259.105263157895,15785.0,22503.599999999988,26842.320000000003,176.6315789473684,163.0,329.2999999999999,360.26,308923,3356,2,0.0,0.0,0.0,0.0,,,,,0.2695884078806644,389
8,1788730146.9724402,1788730176.9724402,121,7,0,9,0,0,9,121,5,116,0.3,0.0,40.93333333333333,0,0,0,0,0,54909,0,0,100.0,0,106,15,73.02988524096352,60.083070278167725,146.41118540763853,171.64262589931488,28,0.11666666573948331,1960.5958177519176,24.187499807775023,0.2563708541426559,2.3848246836554003,2.3994733523281306,2.7667906479966557,2.8911404061555954,19.285714285714285,8.0,60.49999999999996,73.69999999999997,16805.10714285714,17051.0,23618.949999999997,27013.59,207.32142857142858,180.0,386.84999999999997,430.58000000000004,470543,5805,2,0.0,0.0,0.0,0.0,,,,,0.22293564357053453,359
9,1788730176.9724402,1788730206.9724402,126,2,0,2,0,0,2,126,7,119,0.06666666666666667,0.0,39.56666666666667,0,0,0,0,0,56360,0,0,100.0,0,108,18,79.19030826886495,69.87287676334381,166.33890779018398,177.95138236045838,30,0.11111111032619399,1881.1518385629172,23.133333169913588,0.23858896436658325,2.383258976230292,2.396837078013527,2.7485726497144203,2.8894804948084416,19.285714285714285,8.0,60.49999999999996,73.69999999999997,16930.366666666665,17322.5,23354.649999999994,26945.930000000004,208.2,181.5,383.94999999999993,429.66,507911,6246,2,0.0,0.0,0.0,0.0,,,,,0.2638951807243951,329
10,1788730206.9724402,1788730236.9724402,128,0,0,3,0,0,3,128,5,123,0.1,0.0,42.46666666666667,0,0,0,0,0,57883,0,0,100.0,0,109,19,86.93579040151654,79.73021078109741,176.42828669548035,183.3645927810669,33,0.10999999930063883,1902.0899879068375,23.373333184729685,0.21370623398804442,2.373141177037831,2.395979411875287,2.7212456522910675,2.8869906277877107,19.285714285714285,8.0,60.49999999999996,73.69999999999997,17291.727272727272,17686.0,24132.399999999998,26844.44,212.4848484848485,184.0,379.59999999999997,428.28,570627,7012,2,0.0,0.0,0.0,0.0,,,,,0.28340465466870834,299
11,1788730236.9724402,1788730266.9724402,125,3,0,6,0,0,6,125,4,121,0.2,0.0,44.8,0,0,0,0,0,58458,0,0,100.0,0,108,17,113.84912332892418,106.51106095314026,264.6029646277428,273.79001877307894,40,0.12121212051153403,2140.460593689077,25.066666521785237,0.2526811404656029,2.385914719110274,2.3923577182418336,2.834703420352364,2.9855861584689434,16.0,8.0,52.24999999999994,72.05000000000001,17658.8,18078.0,23892.3,26607.629999999997,206.8,183.5,369.44999999999993,425.05999999999995,706352,8272,2,0.0,0.0,0.0,0.0,,,,,0.26493473754622154,269
12,1788730266.9724402,1788730296.9724402,127,1,0,7,0,0,7,127,8,119,0.23333333333333334,0.0,36.833333333333336,0,0,0,0,0,59262,0,0,100.0,0,113,14,127.87238270303477,123.65723443031311,262.84057265520096,273.39614617824554,46,0.12777777710078675,2302.2472100244777,27.674999853372576,0.23407119353873765,2.384534792627591,2.3923577182418336,2.785008646278891,2.97850055691549,15.636363636363637,8.0,49.5,71.50000000000001,18017.58695652174,18534.0,23427.5,26404.64999999999,216.58695652173913,188.5,389.75,426.3499999999999,828809,9963,2,0.0,0.0,0.0,0.0,,,,,0.23134070382863914,239
13,1788730296.9724402,1788730326.9724402,126,2,0,3,0,0,3,126,2,124,0.1,0.0,31.866666666666667,0,0,0,0,0,59566,0,0,100.0,0,111,15,137.08033006045284,131.86433243751526,273.72437334060663,318.84286802291865,49,0.12564102502656094,2296.382040051279,27.207692174629347,0.2650594038768846,2.3927892672460924,2.394696899509069,2.816954585681513,2.9749577561387635,14.923076923076923,8.0,43.99999999999992,70.39999999999995,18277.326530612245,18596.0,24269.599999999995,26788.91999999999,216.55102040816325,188.0,390.9999999999999,425.23999999999984,895589,10611,2,0.0,0.0,0.0,0.0,,,,,0.24752184878878525,209
14,1788730326.9724402,1788730356.9724402,126,2,0,5,0,0,5,126,5,121,0.16666666666666666,0.0,35.63333333333333,0,0,0,0,0,59947,0,0,100.0,0,112,14,154.3219395831779,148.2484745979309,316.49293282032005,361.15765935182566,54,0.12857142798754634,2432.099988955089,27.461904637191843,0.3429805615550756,2.3929945750861443,2.3958279700438236,2.8084551754921594,2.9690530881775534,20.0,11.5,82.69999999999995,108.53999999999994,18916.333333333332,18923.5,25674.649999999998,28210.41,213.59259259259258,188.5,387.2499999999999,423.39,1021482,11534,2,0.0,0.0,0.0,0.0,,,,,0.2310399436917121,179
15,1788730356.9724402,1788730386.9724402,128,0,0,1,0,0,1,128,3,125,0.03333333333333333,0.0,39.233333333333334,0,0,0,0,0,60003,0,0,100.0,0,110,18,157.90683446797456,150.7332956790924,330.7330055713653,365.35928332328797,55,0.12222222170417692,2328.775545684918,26.0466665562665,0.35725485466168133,2.393522806583997,2.395979411875287,2.8067552934542888,2.9678721545853115,19.68421052631579,12.0,80.79999999999993,108.16000000000001,19053.618181818183,18968.0,26066.6,28204.38,213.1090909090909,188.0,386.49999999999994,423.02000000000004,1047949,11721,2,0.0,0.0,0.0,0.0,,,,,0.2814203865454141,149
16,1788730386.9724402,1788730416.9724402,125,3,0,4,0,0,4,125,1,124,0.13333333333333333,0.0,42.56666666666667,0,0,0,0,0,60247,0,0,100.0,0,106,19,171.1758738129826,162.1667046546936,354.5059680461882,396.87966288089757,59,0.12291666617823972,2377.7541572183204,26.712499893854062,0.3796823991589664,2.3951560589113,2.3956765282123604,2.838853198720248,3.037332736785163,25.181818181818183,12.0,113.09999999999997,149.75999999999996,19344.4406779661,19001.0,26612.999999999993,28957.140000000003,217.32203389830508,188.0,397.9,467.3600000000001,1141322,12822,2,0.0,0.0,0.0,0.0,,,,,0.3043230837772978,119
17,1788730416.9724402,1788730446.9724402,125,3,0,3,0,0,3,125,3,122,0.1,0.0,45.9,0,0,0,0,0,60658,0,0,100.0,0,104,21,183.2213756307479,171.62047576904297,406.84710899591437,422.3316692566872,62,0.12156862699632597,2356.6862656960348,26.20196068632103,0.3608160689872752,2.3878487727331787,2.393585640146241,2.8288537599466084,3.036926296198107,25.181818181818183,12.0,113.09999999999997,149.75999999999996,19385.645161290322,19159.5,26438.399999999998,28926.63,215.53225806451613,187.5,396.24999999999994,465.62,1201910,13363,2,0.0,0.0,0.0,0.0,,,,,0.31335212772197285,89
18,1788730446.9724402,1788730476.9724402,123,5,0,6,0,0,6,123,4,119,0.2,0.0,49.13333333333333,0,0,0,0,0,61305,0,0,100.0,0,103,20,196.4603911848629,182.30884540081024,418.0842862963676,471.9083932304382,68,0.12592592548113954,2451.255546897409,29.524073969791292,0.35706161137440756,2.3741349123786897,2.3795446233775523,2.818654467719384,3.0361134150239963,24.583333333333332,12.5,109.29999999999993,148.88,19465.852941176472,19491.5,26266.8,28865.609999999997,234.4558823529412,188.5,435.29999999999995,678.5899999999991,1323678,15943,2,0.0,0.0,0.0,0.0,,,,,0.295713356869998,59
19,1788730476.9724402,1788730506.9724402,125,3,0,6,0,0,6,125,8,117,0.2,0.0,45.03333333333333,0,0,0,0,0,62331,0,0,100.0,0,106,19,215.57675016892924,201.00644862651825,465.77605408430094,497.5146153664589,74,0.12982456096908648,2525.5649038295915,30.7263156866565,0.32890945603771937,2.353449241411446,2.3420835919862375,2.8084551754921594,3.0353005338498855,24.583333333333332,12.5,109.29999999999993,148.88,19453.675675675677,19491.5,26095.199999999997,28804.589999999997,236.67567567567568,188.5,463.29999999999967,814.3799999999989,1439572,17514,2,0.0,0.0,0.0,0.0,,,,,0.28411973997351814,29
20,1788730506.9724402,1788730536.9724402,123,5,0,5,0,0,5,123,3,120,0.16666666666666666,0.0,43.3,0,0,0,0,0,62907,0,0,100.0,0,105,18,232.2335449291181,216.5794153213501,484.41809813976283,506.1961390161514,79,0.1316666662481096,2570.9166584939426,31.216666567431556,0.3073722002366285,2.3440687659585016,2.3270016163451785,2.7999557653028053,3.03462313287146,24.583333333333332,12.5,109.29999999999993,148.88,19525.949367088608,19464.0,25952.199999999997,28753.739999999998,237.08860759493672,189.0,448.79999999999967,799.6799999999996,1542550,18730,2,0.0,0.0,0.0,0.0,,,,,0.2752616675589633,0
