start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788731094614.434,0.000,147248.763,427.584,197703.677,1,18851,119,70,1,0.00,trace_0712,User-001,2.34
1788731094755.183,0.141,15099.424,432.113,111892.639,1,21915,225,131,1,0.00,trace_0714,User-003,2.31
1788731094804.314,0.190,19929.261,390.819,91839.920,1,18361,185,101,1,0.00,trace_0629,User-004,2.56
1788731094854.284,0.240,25570.030,415.171,79542.219,1,20310,131,77,1,0.00,trace_0568,User-005,2.41
1788731094886.383,0.272,5289.527,303.401,138482.391,1,13070,440,178,1,0.00,trace_0398,User-007,3.30
1788731094935.026,0.321,31117.333,411.297,187410.147,1,19408,381,210,1,0.00,trace_0707,User-008,2.43
1788731094965.483,0.351,8468.641,323.780,127295.821,1,12330,368,160,1,0.00,trace_0313,User-009,3.09
1788731095033.202,0.419,38382.162,413.029,321306.779,1,24258,686,380,1,0.00,trace_0694,User-011,2.42
1788731095091.295,0.477,44908.717,453.594,574252.415,1,22705,1168,713,1,0.00,trace_0704,User-016,2.20
1788731095167.431,0.553,163538.548,403.023,552858.379,1,28209,967,526,1,0.00,trace_0378,User-018,2.48
1788731095220.215,0.606,50375.299,419.418,156068.599,1,19030,253,141,1,0.00,trace_0587,User-019,2.38
1788731095263.663,0.649,55111.686,395.905,141419.038,1,16565,219,113,1,0.00,trace_0108,User-020,2.53
1788731095316.523,0.702,60857.657,483.223,144938.491,1,20881,175,110,1,0.00,trace_0562,User-023,2.07
1788731095363.134,0.749,66368.343,517.076,164612.857,1,18578,191,129,1,0.00,trace_0569,User-026,1.93
1788731095408.536,0.794,71312.395,445.490,151055.089,1,18429,180,104,1,0.00,trace_0579,User-029,2.24
1788731095458.876,0.844,77683.636,395.100,127466.286,3,20935,127,63,1,99.06,trace_0726,User-017,2.53
1788731095529.113,0.915,87669.081,408.016,136222.932,6,30049,120,62,1,99.36,trace_0588,User-025,2.45
1788731095593.925,0.979,96174.693,396.557,164382.416,20,28118,173,89,1,99.06,trace_0418,User-022,2.52
1788731095667.385,1.053,108342.801,312.702,191208.893,6,31170,266,113,1,88.71,trace_0396,User-006,3.20
1788731095789.159,1.175,115556.144,439.276,221421.736,3,22908,242,143,1,96.99,trace_0253,User-013,2.28
1788731095863.544,1.249,125790.263,359.650,236562.334,8,31526,309,150,1,98.56,trace_0687,User-015,2.78
1788731095914.426,1.300,132400.459,367.937,316368.960,4,21833,501,250,1,84.05,trace_0082,User-030,2.72
1788731095972.065,1.358,140705.803,400.329,227176.973,3,25894,217,118,1,98.02,trace_0266,User-021,2.50
1788731096007.068,1.393,149181.649,390.504,301478.040,1,11642,391,205,1,0.00,trace_0538,User-033,2.56
1788731096052.485,1.438,167674.455,347.743,255653.404,1,17666,254,120,1,0.00,trace_0164,User-034,2.88
1788731096090.059,1.476,153272.717,403.754,198493.208,1,14980,113,62,1,0.00,trace_0062,User-035,2.48
