start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788737232745.173,0.000,582913.410,407.049,628095.845,1,18851,112,64,1,0.00,trace_0712,User-001,2.46
1788737232889.876,0.145,50656.364,243.883,105286.099,1,21916,225,83,1,0.00,trace_0714,User-003,4.10
1788737232936.472,0.191,55858.003,276.061,106653.275,1,18361,185,77,1,0.00,trace_0629,User-004,3.62
1788737232990.286,0.245,61782.145,278.160,97942.925,1,20311,131,55,1,0.00,trace_0568,User-005,3.60
1788737233022.805,0.278,10363.820,229.622,111856.694,1,13070,443,155,1,0.00,trace_0398,User-007,4.35
1788737233073.282,0.328,67063.175,224.386,152329.855,1,19408,381,128,1,0.00,trace_0707,User-008,4.46
1788737233103.591,0.358,13386.689,239.301,101210.086,1,12330,368,134,1,0.00,trace_0313,User-009,4.18
1788737233169.107,0.424,73944.024,249.756,244277.287,1,24258,683,253,1,0.00,trace_0694,User-011,4.00
1788737233227.979,0.483,80633.078,213.706,330455.471,1,22705,1170,368,1,0.00,trace_0704,User-016,4.68
1788737233352.656,0.607,85833.409,294.708,160099.867,1,19031,253,112,1,0.00,trace_0587,User-019,3.39
1788737233397.620,0.652,90899.417,280.302,152005.148,1,16563,219,92,1,0.00,trace_0108,User-020,3.57
1788737233450.479,0.705,96903.127,352.946,157256.813,1,20882,172,90,1,0.00,trace_0562,User-023,2.83
1788737233496.552,0.751,102172.624,276.429,154694.041,1,18579,191,79,1,0.00,trace_0569,User-026,3.62
1788737233541.301,0.796,106803.617,267.322,154654.273,1,18429,180,72,1,0.00,trace_0579,User-029,3.74
1788737233592.049,0.847,112691.354,218.602,338070.400,1,19520,1032,331,1,0.00,trace_0278,User-040,4.57
1788737233637.148,0.892,117915.585,251.981,199809.342,1,18596,326,123,1,0.00,trace_0570,User-041,3.97
1788737233674.814,0.930,16725.848,254.346,99897.080,1,15183,328,127,1,0.00,trace_0052,User-043,3.93
1788737233736.726,0.992,124802.798,243.332,201209.120,1,24544,315,115,1,0.00,trace_0272,User-044,4.11
1788737233820.606,1.075,134089.330,249.373,206407.419,1,29936,291,110,1,0.00,trace_0176,User-053,4.01
1788737233863.871,1.119,139223.056,245.996,169480.509,1,17435,124,47,1,0.00,trace_0666,User-054,4.07
1788737233908.322,1.163,144432.873,264.373,170870.173,1,18280,101,41,1,0.00,trace_0276,User-057,3.78
1788737233951.994,1.207,149611.257,326.236,207028.867,1,17876,177,85,1,0.00,trace_0586,User-058,3.07
