start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788466140540.167,0.000,12908.043,432.306,63920.154,1,18851,119,72,1,0.00,trace_0712,User-001,2.31
1788466140686.541,0.146,19182.649,386.243,104542.290,1,21916,222,125,1,0.00,trace_0714,User-003,2.59
1788466140735.620,0.195,24605.561,401.929,98560.463,1,18361,185,103,1,0.00,trace_0629,User-004,2.49
1788466140791.011,0.251,30215.757,411.754,83743.796,1,20311,131,73,1,0.00,trace_0568,User-005,2.43
1788466140825.065,0.285,4467.149,240.299,110679.288,1,13070,443,217,1,0.00,trace_0398,User-007,4.16
1788466140877.932,0.338,35717.661,204.954,112985.306,1,19408,378,199,1,0.00,trace_0707,User-008,4.88
1788466140910.092,0.370,7628.848,277.345,108582.603,1,12330,365,188,1,0.00,trace_0313,User-009,3.61
1788466140975.825,0.436,42935.357,261.549,222096.543,1,24258,686,481,1,0.00,trace_0694,User-011,3.82
1788466141047.136,0.507,49657.986,170.067,247276.386,1,22705,1163,617,1,0.00,trace_0704,User-016,5.88
1788466141116.859,0.577,50424.135,230.338,111463.780,6,31170,266,165,1,88.71,trace_0396,User-006,4.34
1788466141170.086,0.630,56062.900,250.466,106156.147,1,20008,201,98,1,0.00,trace_0726,User-017,3.99
1788466141220.733,0.681,63237.773,186.150,108099.908,3,22910,242,110,1,96.99,trace_0253,User-013,5.37
1788466141297.332,0.757,71796.923,180.001,245677.531,1,28209,967,574,1,0.00,trace_0378,User-018,5.56
1788466141577.968,1.038,81733.770,120.477,118840.797,8,31525,309,168,1,98.56,trace_0687,User-015,8.30
1788466141659.225,1.119,87354.682,96.411,111650.239,1,19031,253,124,1,0.00,trace_0587,User-019,10.37
1788466147379.929,6.840,86469.237,88.905,105850.468,1,16565,219,116,1,0.00,trace_0108,User-020,11.25
1788466211654.830,71.115,27547.451,110.290,38907.356,1,18986,104,74,1,0.00,trace_0266,User-021,9.07
1788466238733.445,98.193,5577.922,133.799,58562.499,1,12965,397,199,1,0.00,trace_0418,User-022,7.47
1788466249476.728,108.937,406.048,98.291,15346.308,2,20373,153,83,1,98.42,trace_0726,User-017,10.17
1788466255359.315,114.819,10183.224,225.885,73882.884,2,30152,283,158,1,72.77,trace_0714,User-003,4.43
1788466255618.364,115.078,13387.045,252.665,42190.886,2,13738,115,57,1,94.86,trace_0398,User-007,3.96
1788466258350.194,117.810,12307.050,266.283,56243.736,2,19881,166,97,1,83.23,trace_0108,User-020,3.76
1788466258657.074,118.117,12712.747,150.436,87178.667,2,22196,496,225,1,85.55,trace_0266,User-021,6.65
1788466259558.845,119.019,18186.065,285.911,67934.540,1,20882,175,121,1,0.00,trace_0562,User-023,3.50
1788466260976.919,120.437,22485.564,153.948,69901.464,2,19857,309,153,1,97.73,trace_0707,User-008,6.50
1788466266881.816,126.342,16575.594,143.744,34687.347,3,20591,127,62,1,99.06,trace_0726,User-017,6.96
1788466274419.443,133.879,16352.160,199.467,48665.782,4,23775,163,81,1,96.23,trace_0253,User-013,5.01
1788466287923.695,147.384,8321.890,123.143,53638.578,1,20409,369,184,1,0.00,trace_0255,User-024,8.12
1788466299415.510,158.875,9534.429,288.083,28259.820,2,29165,66,45,1,62.86,trace_0629,User-004,3.47
1788466301906.891,161.367,7676.548,111.829,30154.090,3,13999,202,96,1,98.17,trace_0398,User-007,8.94
1788466304636.373,164.096,4950.007,168.572,23661.455,4,20788,112,51,1,99.38,trace_0726,User-017,5.93
1788466307662.111,167.122,7739.906,107.026,29573.112,1,20769,205,117,1,0.00,trace_0588,User-025,9.34
1788466309671.930,169.132,11459.069,63.323,23490.378,1,18579,191,94,1,0.00,trace_0569,User-026,15.79
1788466310349.540,169.809,15057.702,47.193,22655.805,2,13367,162,86,1,97.12,trace_0418,User-022,21.19
