period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788720105.9188106,1788720135.9188106,32,0,0,0,0,0,0,32,32,0,0.0,0.0,4.366666666666666,0,0,0,0,0,12282,0,0,100.0,0,26,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.07546881069818356,569
2,1788720135.9188106,1788720165.9188106,32,0,0,0,0,0,0,32,0,32,0.0,0.0,12.3,0,0,0,0,0,12282,0,0,100.0,0,21,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.13406867650001764,539
3,1788720165.9188106,1788720195.9188106,32,0,0,0,0,0,0,32,0,32,0.0,0.0,20.333333333333332,0,0,0,0,0,12282,0,0,100.0,0,15,17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.19358674027946177,509
4,1788720195.9188106,1788720225.9188106,32,0,0,1,0,0,1,32,1,31,0.03333333333333333,0.0,23.166666666666668,0,0,0,0,0,12304,0,0,100.0,0,13,19,13.558812141418457,13.558812141418457,13.558812141418457,13.558812141418457,1,0.008333333051866964,124.83332911696714,0.941666634860967,0.0,1.4615878642987048,1.4615878642987048,1.4615878642987048,1.4615878642987048,0.0,0.0,0.0,0.0,14980.0,14980.0,14980.0,14980.0,113.0,113.0,113.0,113.0,14980,113,0,0.0,0.0,0.0,0.0,,,,,0.23618877208678146,479
5,1788720225.9188106,1788720255.9188106,32,0,0,1,0,0,1,32,1,31,0.03333333333333333,0.0,28.466666666666665,0,0,0,0,0,12621,0,0,100.0,0,10,22,26.668496966362,26.668496966362,38.46721330881119,39.51598809480667,2,0.013333332973056378,235.27999364255285,1.6266666227128783,0.0,1.4355012173373782,1.4355012173373782,1.458979199602572,1.4610661313594782,0.0,0.0,0.0,0.0,17646.0,17646.0,20045.4,20258.68,122.0,122.0,130.1,130.82,35292,244,0,0.0,0.0,0.0,0.0,,,,,0.278590683822058,449
6,1788720255.9188106,1788720285.9188106,31,1,0,1,0,0,1,31,0,31,0.03333333333333333,0.0,35.0,0,0,0,0,0,12621,0,0,100.0,0,5,26,29.238935788472492,34.37981343269348,39.23834495544433,39.6702144241333,3,0.01666666629137817,298.0722155104377,2.3833332796670783,0.0,1.4295007032753855,1.4174996751513995,1.4571790453839744,1.4607061005157587,0.0,0.0,0.0,0.0,17884.333333333332,18361.0,20116.9,20272.98,143.0,131.0,179.6,183.92,53653,429,0,0.0,0.0,0.0,0.0,,,,,0.32670190349503825,419
7,1788720285.9188106,1788720315.9188106,31,1,0,4,0,0,4,31,4,27,0.13333333333333333,0.0,37.53333333333333,0,0,0,0,0,12989,0,0,100.0,0,3,28,53.80080492155893,39.77818179130554,95.24079995155334,97.3999628162384,7,0.03333333268998163,702.1523674004529,5.123809424917176,0.34076015727391873,1.4133834378146306,1.409414570376052,1.448969311611292,1.4590641537612221,6.5,6.5,6.95,6.99,21064.571428571428,20882.0,27616.399999999994,29570.479999999996,153.71428571428572,131.0,212.99999999999997,222.59999999999997,147452,1076,0,0.0,0.0,0.0,0.0,,,,,0.33988628471200366,389
8,1788720315.9188106,1788720345.9188106,31,1,0,5,0,0,5,31,5,26,0.16666666666666666,0.0,36.6,0,0,0,0,0,13909,0,0,100.0,0,4,27,71.92179161310196,75.49916970729828,126.73825154304501,146.99167801856998,12,0.04999999915560088,1033.3208158826292,8.145833195766643,0.31295525494276794,1.4065361394195433,1.4039031123170918,1.4384538510384481,1.4569610616466535,6.666666666666667,7.0,7.0,7.0,20666.416666666668,19581.5,28991.449999999997,29845.49,162.91666666666666,174.0,221.7,224.34,247997,1955,0,0.0,0.0,0.0,0.0,,,,,0.33554250197177127,359
9,1788720345.9188106,1788720375.9188106,30,2,0,3,0,0,3,30,2,28,0.1,0.0,38.266666666666666,0,0,0,0,0,14357,0,0,100.0,0,1,29,64.30357473691305,67.38530397415161,119.83367433547969,145.61076257705685,15,0.055555554721581114,1146.659242046138,9.807407260183119,0.34763590918558634,1.405715817791273,1.40414201766306,1.4321445746947417,1.4556992063779122,6.75,7.0,7.0,7.0,20639.866666666665,19031.0,30113.3,30214.66,176.53333333333333,175.0,287.4999999999999,351.8999999999999,309598,2648,0,0.0,0.0,0.0,0.0,,,,,0.3558370316307432,329
10,1788720375.9188106,1788720405.9188106,26,6,0,11,0,0,11,26,7,19,0.36666666666666664,0.0,98.03333333333333,0,0,0,0,0,14563,0,0,100.0,0,4,22,69.54937119667346,65.11726498603821,150.3753536939621,154.53196221590042,26,0.08666666549576654,1845.123308405005,18.269999753165248,0.45139876718824085,1.5109024416061938,1.4185128485793643,1.831545451725139,1.9170429702159155,22.7,9.0,84.84999999999987,130.57000000000002,21289.884615384617,20332.5,30937.5,31437.75,210.80769230769232,188.0,390.0,430.5,553537,5481,0,0.0,0.0,0.0,0.0,,,,,0.2705505656334978,299
