timestamp,user_id,event_type,trace_id,details
1788719974.6433995,User-001,started,trace_0712,"63 requests, 18,829 initial tokens"
1788719974.6936138,User-002,started,trace_0365,"34 requests, 31,447 initial tokens"
1788719974.743816,User-003,started,trace_0714,"259 requests, 21,894 initial tokens"
1788719974.7940013,User-004,started,trace_0629,"107 requests, 18,339 initial tokens"
1788719974.844191,User-005,started,trace_0568,"11 requests, 20,289 initial tokens"
1788719974.913487,User-006,started,trace_0396,"84 requests remaining (advanced 5%), 24,666 tokens at start"
1788719974.9636354,User-007,started,trace_0398,"36 requests, 13,048 initial tokens"
1788719975.0137568,User-008,started,trace_0707,"24 requests, 19,386 initial tokens"
1788719975.0640373,User-009,started,trace_0313,"48 requests, 12,308 initial tokens"
1788719975.137848,User-010,started,trace_0330,"81 requests remaining (advanced 32%), 32,148 tokens at start"
1788719975.1880183,User-011,started,trace_0694,"16 requests, 24,236 initial tokens"
1788719975.2548277,User-012,started,trace_0292,"28 requests remaining (advanced 3%), 21,006 tokens at start"
1788719975.3169098,User-013,started,trace_0253,"159 requests remaining (advanced 1%), 20,671 tokens at start"
1788719975.3840992,User-014,started,trace_0381,"271 requests remaining (advanced 5%), 31,518 tokens at start"
1788719975.4507718,User-015,started,trace_0687,"127 requests remaining (advanced 5%), 30,759 tokens at start"
1788719975.5009263,User-016,started,trace_0704,"10 requests, 22,683 initial tokens"
1788719975.5689206,User-017,started,trace_0726,"83 requests remaining (advanced 1%), 20,343 tokens at start"
1788719975.619163,User-018,started,trace_0378,"472 requests, 28,187 initial tokens"
1788719975.6692946,User-019,started,trace_0587,"58 requests, 19,009 initial tokens"
1788719975.7196562,User-020,started,trace_0108,"23 requests, 16,543 initial tokens"
1788719975.787445,User-021,started,trace_0266,"22 requests remaining (advanced 4%), 22,166 tokens at start"
1788719975.8524296,User-022,started,trace_0418,"269 requests remaining (advanced 6%), 27,133 tokens at start"
1788719975.90262,User-023,started,trace_0562,"99 requests, 20,860 initial tokens"
1788719975.9745817,User-024,started,trace_0255,"12 requests remaining (advanced 8%), 29,270 tokens at start"
1788719976.04154,User-025,started,trace_0588,"114 requests remaining (advanced 3%), 29,697 tokens at start"
1788719976.091706,User-026,started,trace_0569,"44 requests, 18,557 initial tokens"
1788719976.1599216,User-027,started,trace_0632,"99 requests remaining (advanced 2%), 24,189 tokens at start"
1788719976.226232,User-028,started,trace_0006,"45 requests remaining (advanced 2%), 20,286 tokens at start"
1788719976.2763937,User-029,started,trace_0579,"52 requests, 18,407 initial tokens"
1788719976.3409672,User-030,started,trace_0082,"128 requests remaining (advanced 2%), 17,596 tokens at start"
1788719976.4132779,User-031,started,trace_0624,"20 requests remaining (advanced 13%), 28,819 tokens at start"
1788719976.48772,User-032,started,trace_0279,"76 requests remaining (advanced 3%), 32,647 tokens at start"
1788720105.9194999,User-014,truncated,trace_0381,"14/285 requests, 0.0% cache hit"
1788720105.9196837,User-033,started,trace_0538,"5 requests, 9,925 initial tokens"
1788720105.9199154,User-024,truncated,trace_0255,"1/13 requests, 0.0% cache hit"
1788720105.9200735,User-034,started,trace_0164,"67 requests, 17,644 initial tokens"
1788720105.920206,User-032,truncated,trace_0279,"2/78 requests, 0.0% cache hit"
1788720105.9203799,User-035,started,trace_0062,"68 requests, 14,958 initial tokens"
1788720107.3216977,User-010,truncated,trace_0330,"39/119 requests, 0.0% cache hit"
1788720107.321943,User-036,started,trace_0615,"12 requests, 22,945 initial tokens"
1788720108.5267565,User-031,truncated,trace_0624,"4/23 requests, 0.0% cache hit"
1788720108.5268824,User-037,started,trace_0489,"19 requests, 15,332 initial tokens"
1788720108.9201527,User-027,truncated,trace_0632,"3/101 requests, 0.0% cache hit"
1788720108.9203167,User-038,started,trace_0661,"212 requests, 20,420 initial tokens"
1788720108.989425,User-002,truncated,trace_0365,"0/34 requests, 0.0% cache hit"
1788720108.9896123,User-039,started,trace_0220,"36 requests, 27,289 initial tokens"
1788720111.802781,User-012,truncated,trace_0292,"2/29 requests, 0.0% cache hit"
1788720111.8029945,User-040,started,trace_0278,"50 requests, 19,498 initial tokens"
1788720115.918849,User-028,truncated,trace_0006,"2/46 requests, 0.0% cache hit"
1788720115.9190726,User-041,started,trace_0570,"73 requests, 18,574 initial tokens"
1788720252.3121371,User-005,truncated,trace_0568,"1/11 requests, 0.0% cache hit"
1788720252.3124368,User-042,started,trace_0582,"60 requests, 20,329 initial tokens"
1788720309.2833397,User-023,truncated,trace_0562,"1/99 requests, 0.0% cache hit"
1788720309.2837083,User-043,started,trace_0052,"14 requests, 15,161 initial tokens"
1788720327.1001954,User-029,truncated,trace_0579,"1/52 requests, 0.0% cache hit"
1788720327.1004565,User-044,started,trace_0272,"19 requests, 24,522 initial tokens"
1788720336.3156874,User-026,truncated,trace_0569,"1/44 requests, 0.0% cache hit"
1788720336.3159058,User-045,started,trace_0729,"47 requests, 20,139 initial tokens"
1788720348.661751,User-001,truncated,trace_0712,"1/63 requests, 0.0% cache hit"
1788720348.6619766,User-046,started,trace_0334,"90 requests, 11,940 initial tokens"
1788720354.83239,User-019,truncated,trace_0587,"1/58 requests, 0.0% cache hit"
1788720354.8326142,User-047,started,trace_0228,"22 requests, 16,823 initial tokens"
1788720397.316625,User-021,truncated,trace_0266,"3/23 requests, 98.0% cache hit"
1788720397.3169374,User-048,started,trace_0546,"4 requests, 11,349 initial tokens"
1788720426.263762,User-006,truncated,trace_0396,"6/88 requests, 88.7% cache hit"
1788720426.2639844,User-049,started,trace_0273,"59 requests, 18,380 initial tokens"
1788720434.1942775,User-004,truncated,trace_0629,"2/107 requests, 38.6% cache hit"
1788720434.1944892,User-050,started,trace_0243,"98 requests, 22,145 initial tokens"
1788720434.1948044,User-009,truncated,trace_0313,"1/48 requests, 0.0% cache hit"
1788720434.1951427,User-051,started,trace_0167,"18 requests, 13,692 initial tokens"
1788720446.5526152,User-015,truncated,trace_0687,"8/133 requests, 98.6% cache hit"
1788720446.5528343,User-052,started,trace_0594,"119 requests, 17,512 initial tokens"
1788720485.9487395,User-003,truncated,trace_0714,"2/259 requests, 42.1% cache hit"
1788720485.9489608,User-053,started,trace_0176,"95 requests, 29,914 initial tokens"
1788720490.6057067,User-041,truncated,trace_0570,"1/73 requests, 0.0% cache hit"
1788720490.6059396,User-054,started,trace_0666,"33 requests, 17,413 initial tokens"
1788720562.4261777,User-013,truncated,trace_0253,"4/160 requests, 96.6% cache hit"
1788720562.4264348,User-055,started,trace_0449,"26 requests, 14,487 initial tokens"
1788720574.884112,User-042,truncated,trace_0582,"3/60 requests, 65.8% cache hit"
1788720574.884312,User-056,started,trace_0590,"8 requests, 18,105 initial tokens"
1788720610.681606,User-054,truncated,trace_0666,"1/33 requests, 0.0% cache hit"
1788720610.6817553,User-057,started,trace_0276,"137 requests, 18,258 initial tokens"
1788720652.029405,User-011,truncated,trace_0694,"1/16 requests, 0.0% cache hit"
1788720652.0296223,User-058,started,trace_0586,"73 requests, 17,854 initial tokens"
1788720693.197682,User-022,truncated,trace_0418,"23/287 requests, 99.2% cache hit"
1788720693.1979043,User-059,started,trace_0656,"65 requests, 19,442 initial tokens"
