timestamp,user_id,event_type,trace_id,details
1788734657.3908837,User-001,started,trace_0712,"63 requests, 18,829 initial tokens"
1788734657.4413538,User-002,started,trace_0365,"34 requests, 31,447 initial tokens"
1788734657.4918895,User-003,started,trace_0714,"259 requests, 21,894 initial tokens"
1788734657.5424762,User-004,started,trace_0629,"107 requests, 18,339 initial tokens"
1788734657.5930455,User-005,started,trace_0568,"11 requests, 20,289 initial tokens"
1788734657.6661704,User-006,started,trace_0396,"84 requests remaining (advanced 5%), 24,666 tokens at start"
1788734657.7164207,User-007,started,trace_0398,"36 requests, 13,048 initial tokens"
1788734657.766666,User-008,started,trace_0707,"24 requests, 19,386 initial tokens"
1788734657.8170474,User-009,started,trace_0313,"48 requests, 12,308 initial tokens"
1788734657.8919263,User-010,started,trace_0330,"81 requests remaining (advanced 32%), 32,148 tokens at start"
1788734657.9422166,User-011,started,trace_0694,"16 requests, 24,236 initial tokens"
1788734658.0099773,User-012,started,trace_0292,"28 requests remaining (advanced 3%), 21,006 tokens at start"
1788734658.0714052,User-013,started,trace_0253,"159 requests remaining (advanced 1%), 20,671 tokens at start"
1788734658.138708,User-014,started,trace_0381,"271 requests remaining (advanced 5%), 31,518 tokens at start"
1788734658.2115648,User-015,started,trace_0687,"127 requests remaining (advanced 5%), 30,759 tokens at start"
1788734658.2618432,User-016,started,trace_0704,"10 requests, 22,683 initial tokens"
1788734658.3294692,User-017,started,trace_0726,"83 requests remaining (advanced 1%), 20,343 tokens at start"
1788734658.3801095,User-018,started,trace_0378,"472 requests, 28,187 initial tokens"
1788734658.4304206,User-019,started,trace_0587,"58 requests, 19,009 initial tokens"
1788734658.4808972,User-020,started,trace_0108,"23 requests, 16,543 initial tokens"
1788734658.5500588,User-021,started,trace_0266,"22 requests remaining (advanced 4%), 22,166 tokens at start"
1788734658.6149879,User-022,started,trace_0418,"269 requests remaining (advanced 6%), 27,133 tokens at start"
1788734658.6655428,User-023,started,trace_0562,"99 requests, 20,860 initial tokens"
1788734658.7390451,User-024,started,trace_0255,"12 requests remaining (advanced 8%), 29,270 tokens at start"
1788734658.805808,User-025,started,trace_0588,"114 requests remaining (advanced 3%), 29,697 tokens at start"
1788734658.8561187,User-026,started,trace_0569,"44 requests, 18,557 initial tokens"
1788734658.9246366,User-027,started,trace_0632,"99 requests remaining (advanced 2%), 24,189 tokens at start"
1788734658.9906347,User-028,started,trace_0006,"45 requests remaining (advanced 2%), 20,286 tokens at start"
1788734659.0408585,User-029,started,trace_0579,"52 requests, 18,407 initial tokens"
1788734659.1075413,User-030,started,trace_0082,"128 requests remaining (advanced 2%), 17,596 tokens at start"
1788734659.1785598,User-031,started,trace_0624,"20 requests remaining (advanced 13%), 28,819 tokens at start"
1788734659.2461598,User-032,started,trace_0279,"76 requests remaining (advanced 3%), 32,647 tokens at start"
1788734783.6017208,User-014,truncated,trace_0381,"14/285 requests, 0.0% cache hit"
1788734783.6019294,User-033,started,trace_0538,"5 requests, 9,925 initial tokens"
1788734783.602039,User-024,truncated,trace_0255,"1/13 requests, 0.0% cache hit"
1788734783.6021526,User-034,started,trace_0164,"67 requests, 17,644 initial tokens"
1788734783.6022341,User-032,truncated,trace_0279,"2/78 requests, 0.0% cache hit"
1788734783.602357,User-035,started,trace_0062,"68 requests, 14,958 initial tokens"
1788734785.0472803,User-010,truncated,trace_0330,"39/119 requests, 0.0% cache hit"
1788734785.0474474,User-036,started,trace_0615,"12 requests, 22,945 initial tokens"
1788734786.3212397,User-027,truncated,trace_0632,"3/101 requests, 0.0% cache hit"
1788734786.32144,User-037,started,trace_0489,"19 requests, 15,332 initial tokens"
1788734786.383661,User-031,truncated,trace_0624,"4/23 requests, 0.0% cache hit"
1788734786.3839335,User-038,started,trace_0661,"212 requests, 20,420 initial tokens"
1788734786.6130445,User-002,truncated,trace_0365,"0/34 requests, 0.0% cache hit"
1788734786.6131997,User-039,started,trace_0220,"36 requests, 27,289 initial tokens"
1788734786.7912066,User-012,truncated,trace_0292,"2/29 requests, 0.0% cache hit"
1788734786.7913852,User-040,started,trace_0278,"50 requests, 19,498 initial tokens"
1788734793.623229,User-028,truncated,trace_0006,"2/46 requests, 0.0% cache hit"
1788734793.623513,User-041,started,trace_0570,"73 requests, 18,574 initial tokens"
1788734858.4542575,User-023,truncated,trace_0562,"1/99 requests, 0.0% cache hit"
1788734858.4544904,User-042,started,trace_0582,"60 requests, 20,329 initial tokens"
1788734870.4876764,User-005,truncated,trace_0568,"1/11 requests, 0.0% cache hit"
1788734870.4878917,User-043,started,trace_0052,"14 requests, 15,161 initial tokens"
1788734916.479239,User-029,truncated,trace_0579,"1/52 requests, 0.0% cache hit"
1788734916.479469,User-044,started,trace_0272,"19 requests, 24,522 initial tokens"
1788734921.9125268,User-019,truncated,trace_0587,"1/58 requests, 0.0% cache hit"
1788734921.9127483,User-045,started,trace_0729,"47 requests, 20,139 initial tokens"
1788734932.7536068,User-026,truncated,trace_0569,"1/44 requests, 0.0% cache hit"
1788734932.7538247,User-046,started,trace_0334,"90 requests, 11,940 initial tokens"
1788734940.396682,User-009,truncated,trace_0313,"1/48 requests, 0.0% cache hit"
1788734940.3968847,User-047,started,trace_0228,"22 requests, 16,823 initial tokens"
1788734962.044209,User-006,truncated,trace_0396,"6/88 requests, 88.7% cache hit"
1788734962.044353,User-048,started,trace_0546,"4 requests, 11,349 initial tokens"
1788734970.4095511,User-001,truncated,trace_0712,"1/63 requests, 0.0% cache hit"
1788734970.4097772,User-049,started,trace_0273,"59 requests, 18,380 initial tokens"
1788734974.031196,User-021,truncated,trace_0266,"3/23 requests, 98.0% cache hit"
1788734974.0314083,User-050,started,trace_0243,"98 requests, 22,145 initial tokens"
1788735037.5897439,User-015,truncated,trace_0687,"8/133 requests, 98.6% cache hit"
1788735037.5899935,User-051,started,trace_0167,"18 requests, 13,692 initial tokens"
1788735075.9426262,User-003,truncated,trace_0714,"2/259 requests, 42.1% cache hit"
1788735075.942851,User-052,started,trace_0594,"119 requests, 17,512 initial tokens"
1788735079.7177272,User-011,truncated,trace_0694,"1/16 requests, 0.0% cache hit"
1788735079.7179656,User-053,started,trace_0176,"95 requests, 29,914 initial tokens"
1788735087.0846336,User-041,truncated,trace_0570,"1/73 requests, 0.0% cache hit"
1788735087.0848248,User-054,started,trace_0666,"33 requests, 17,413 initial tokens"
1788735121.660411,User-004,truncated,trace_0629,"2/107 requests, 38.6% cache hit"
1788735121.6606293,User-055,started,trace_0449,"26 requests, 14,487 initial tokens"
1788735154.7891746,User-013,truncated,trace_0253,"4/160 requests, 96.6% cache hit"
1788735154.789438,User-056,started,trace_0590,"8 requests, 18,105 initial tokens"
1788735226.0494277,User-016,truncated,trace_0704,"1/10 requests, 0.0% cache hit"
1788735226.0497434,User-057,started,trace_0276,"137 requests, 18,258 initial tokens"
1788735231.710539,User-054,truncated,trace_0666,"1/33 requests, 0.0% cache hit"
1788735231.7107594,User-058,started,trace_0586,"73 requests, 17,854 initial tokens"
1788735267.4414737,User-030,truncated,trace_0082,"5/130 requests, 78.6% cache hit"
1788735267.4416795,User-059,started,trace_0656,"65 requests, 19,442 initial tokens"
1788735272.9378064,User-018,truncated,trace_0378,"1/472 requests, 0.0% cache hit"
1788735272.937952,User-060,started,trace_0527,"51 requests, 15,903 initial tokens"
1788735276.0524104,User-044,truncated,trace_0272,"2/19 requests, 47.2% cache hit"
1788735276.0526178,User-061,started,trace_0046,"68 requests, 21,879 initial tokens"
1788735285.6814823,User-042,truncated,trace_0582,"3/60 requests, 65.8% cache hit"
1788735285.6816866,User-062,started,trace_0321,"153 requests, 26,239 initial tokens"
1788735348.9477243,User-022,truncated,trace_0418,"23/287 requests, 99.2% cache hit"
1788735348.9479275,User-063,started,trace_0610,"73 requests, 18,380 initial tokens"
1788735368.1929386,User-020,truncated,trace_0108,"4/23 requests, 67.0% cache hit"
1788735368.1931636,User-064,started,trace_0441,"143 requests, 19,584 initial tokens"
