period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788734783.6010814,1788734813.6010814,32,0,0,0,0,0,0,32,32,0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,26,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.08998403133122745,569
2,1788734813.6010814,1788734843.6010814,32,0,0,1,0,0,1,32,1,31,0.03333333333333333,0.0,30.8,0.0,0.0,0.0,0.0,0.0,12304,0,0.0,100.0,0,22,10,14.00673532485962,14.00673532485962,14.00673532485962,14.00673532485962,1,0.01666666567325598,249.66665178537457,1.8833332210779257,0.0,3.9187375693804176,3.9187375693804176,3.9187375693804176,3.9187375693804176,0.0,0.0,0.0,0.0,14980.0,14980.0,14980.0,14980.0,113.0,113.0,113.0,113.0,14980,113,0,0.0,0.0,0.0,0.0,,,,,0.14162577366451812,539
3,1788734843.6010814,1788734873.6010814,30,2,0,4,0,0,4,30,2,28,0.13333333333333333,0.0,40.666666666666664,0.0,0.0,0.0,0.0,0.0,12857,0,0.0,100.0,0,19,11,26.237303304672242,26.9015896320343,36.78865671157837,37.73244314193725,5,0.055555553347976204,1071.666624082461,9.211110745094455,0.0,3.7043125093796676,3.67051868900483,3.8871099759075034,3.912412050685835,0.0,0.0,0.0,0.0,19290.0,20311.0,21709.2,21874.64,165.8,175.0,217.0,223.4,96450,829,0,0.0,0.0,0.0,0.0,,,,,0.15426666511253828,509
4,1788734873.6010814,1788734903.6010814,28,4,1,3,0,0,3,28,1,27,0.1,698.1333333333333,47.733333333333334,92.60317850112915,92.60317850112915,92.60317850112915,92.60317850112915,0.990625,12985,0,117.81359887123108,87.7277501175801,192,16,12,30.2101771235466,23.570833444595337,73.48100243806836,88.77874328851698,8,0.06666666467984524,1178.049964891375,14.308332906911783,0.14608294930875576,3.957192255309015,3.8396685856981323,4.706505490845434,4.9396477548374085,6.0,6.0,6.0,6.0,17670.75,19336.0,21575.8,21847.96,214.625,180.0,384.25,391.25,141366,1717,0,0.0,0.0,0.0,0.0,,,,,0.17754362244005917,479
5,1788734903.6010814,1788734933.6010814,29,3,0,9,0,0,9,29,10,19,0.3,0.0,36.1,0.0,0.0,0.0,0.0,0.0,14113,0,0.0,100.0,0,22,7,50.84590845949509,43.181907415390015,102.9053162574768,108.83947580337524,17,0.11333333063125617,2238.6199466271414,26.28666603994371,0.30937073835963375,3.9334889207399377,3.898209593847804,4.809039847691209,4.960154626206564,7.75,7.0,10.399999999999999,10.879999999999999,19752.529411764706,19032.0,30281.6,30990.72,231.94117647058823,191.0,402.99999999999994,435.0,335793,3943,0,0.0,0.0,0.0,0.0,,,,,0.12176401338104503,449
6,1788734933.6010814,1788734963.6010814,30,2,0,2,0,0,2,30,3,27,0.06666666666666667,0.0,37.233333333333334,0.0,0.0,0.0,0.0,0.0,14566,0,0.0,100.0,0,20,10,59.09360204244915,61.85458159446716,119.49129486083979,136.9651596069336,19,0.10555555345835513,2097.49995832642,23.911110636040025,0.3316548011807606,3.961336129445145,3.898209593847804,5.030384581633852,5.264033659382693,9.2,7.0,14.2,14.84,19871.052631578947,19032.0,30170.8,30968.56,226.52631578947367,191.0,397.9999999999999,434.0,377550,4304,0,0.0,0.0,0.0,0.0,,,,,0.16934948072686584,419
7,1788734963.6010814,1788734993.6010814,31,1,0,2,0,0,2,31,3,28,0.06666666666666667,0.0,41.53333333333333,0.0,0.0,0.0,0.0,0.0,15212,0,0.0,100.0,0,18,13,65.94000762984867,66.33106303215027,134.80342626571655,140.02758588790894,21,0.09999999829701017,2071.295202821291,22.99999960831234,0.4146082739809062,3.9881973587495985,3.9187375693804176,4.997933320835402,5.257543407223003,10.285714285714286,11.0,15.0,15.0,20712.95238095238,19408.0,31168.0,31455.2,230.0,217.0,393.0,433.00000000000006,434972,4830,0,0.0,0.0,0.0,0.0,,,,,0.18803398878696398,389
8,1788734993.6010814,1788735023.6010814,30,2,0,2,0,0,2,30,1,29,0.06666666666666667,0.0,58.666666666666664,0.0,0.0,0.0,0.0,0.0,15218,0,0.0,100.0,0,14,16,68.6623594449914,66.33106303215027,140.68060584068297,143.7889506816864,23,0.09583333190530541,1987.0666370570664,24.041666308417923,0.3772752344180916,3.9638756424267614,3.898209593847804,4.974321636692378,5.251053155063313,10.285714285714286,11.0,15.0,15.0,20734.608695652172,19408.0,31057.199999999997,31448.02,250.8695652173913,219.0,437.99999999999994,632.5400000000003,476896,5770,0,0.0,0.0,0.0,0.0,,,,,0.21817048010909978,359
9,1788735023.6010814,1788735053.6010814,31,1,0,6,0,0,6,31,7,24,0.2,0.0,64.0,0.0,0.0,0.0,0.0,0.0,15460,0,0.0,100.0,0,17,14,83.20381746620967,86.64373350143433,162.00182075500484,172.91542541503907,29,0.10740740598474512,2163.98515652217,26.692592239036486,0.39156761605741197,4.0656896823366075,3.9187375693804176,5.192640885626102,6.065889842375184,13.2,10.0,31.499999999999968,42.300000000000004,20147.44827586207,19408.0,30724.8,31426.48,248.51724137931035,219.0,422.9999999999999,617.9599999999997,584276,7207,0,0.0,0.0,0.0,0.0,,,,,0.21121769841362348,329
10,1788735053.6010814,1788735083.6010814,28,4,1,9,0,0,9,28,6,22,0.3,972.1666666666666,48.8,130.55336022377014,130.55336022377014,130.55336022377014,130.55336022377014,0.6285714285714286,16471,0,149.4753303527832,84.42965308825174,10816,17,11,97.26699923841576,108.03123438358307,175.63213382959364,185.28455964803697,38,0.12666666515668235,2658.8633016372128,32.90999960768223,0.4156981502700933,4.057523437244031,3.9192132777517514,5.1297318294077145,5.972959353180778,21.6,11.0,74.0999999999999,128.41999999999996,20991.026315789473,20331.0,30304.399999999998,31394.170000000002,259.8157894736842,233.5,478.04999999999995,617.5500000000004,797659,9873,0,0.0,0.0,0.0,0.0,,,,,0.15101465154499782,299
