start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788382818289.563,0.000,10368.620,178.810,29322.441,1,18853,107,28,1,0.00,trace_0712,User-001,5.59
1788382818428.180,0.139,16705.754,142.173,48552.445,1,21916,225,73,1,0.00,trace_0714,User-003,7.03
1788382818475.582,0.186,22177.198,145.297,48911.894,1,18361,185,70,1,0.00,trace_0629,User-004,6.88
1788382818525.477,0.236,27840.368,154.147,47879.509,1,20311,131,50,1,0.00,trace_0568,User-005,6.49
1788382818557.497,0.268,4055.259,110.581,52600.131,1,13070,440,141,1,0.00,trace_0398,User-007,9.04
1788382818605.746,0.316,33422.548,55.182,54391.783,1,19408,381,129,1,0.00,trace_0707,User-008,18.12
1788382818914.795,0.625,36752.204,47.223,54083.042,1,12330,368,124,1,0.00,trace_0313,User-009,21.18
1788382819366.293,1.077,36754.762,51.971,50527.162,6,31168,266,79,1,88.71,trace_0396,User-006,19.24
1788382854835.228,36.546,9604.075,19.521,17861.427,1,26812,424,107,1,0.00,trace_0330,User-010,51.23
1788382875206.879,56.917,342.726,12.093,1721.282,2,13738,115,31,1,94.86,trace_0398,User-007,82.70
1788382877072.701,58.783,3261.398,51.978,17919.112,2,30152,283,82,1,72.77,trace_0714,User-003,19.24
1788382879786.859,61.497,2458.675,53.924,13944.469,2,30762,214,63,1,87.08,trace_0330,User-010,18.54
1788382880061.001,61.771,2183.535,44.305,15829.564,2,19859,309,94,1,97.73,trace_0707,User-008,22.57
1788382880584.131,62.295,9007.874,35.915,33609.834,1,24258,686,207,1,0.00,trace_0694,User-011,27.84
1788382881050.127,62.761,8540.879,20.597,12680.882,3,13998,202,53,1,98.17,trace_0398,User-007,48.55
1788382897842.066,79.553,282.597,18.616,2628.213,4,14304,127,38,1,98.20,trace_0398,User-007,53.72
1788382900844.502,82.555,401.903,80.980,13196.818,3,31146,159,44,1,98.77,trace_0330,User-010,12.35
1788382901228.837,82.939,5089.981,74.591,13220.388,1,17368,110,40,1,0.00,trace_0292,User-012,13.41
1788382904527.305,86.238,2461.059,63.801,9351.562,5,14502,109,31,1,98.67,trace_0398,User-007,15.67
1788382904950.521,86.661,2040.863,28.646,12553.871,3,20355,368,91,1,97.48,trace_0707,User-008,34.91
1788382905301.041,87.011,6810.507,24.264,12366.970,1,19079,230,86,1,0.00,trace_0253,User-013,41.21
1788382917926.482,99.637,292.189,14.536,2763.354,6,14951,171,53,1,96.98,trace_0398,User-007,68.79
1788382925516.510,107.227,1373.770,41.705,25729.732,2,21037,585,168,1,82.62,trace_0292,User-012,23.98
1788382925614.816,107.325,1500.107,60.475,21154.585,4,20888,326,94,1,97.54,trace_0707,User-008,16.54
1788382927554.270,109.265,4685.882,162.555,15251.983,2,29165,66,21,1,62.86,trace_0629,User-004,6.15
1788382927814.341,109.525,4423.283,44.145,18814.438,7,15333,327,76,1,97.89,trace_0398,User-007,22.65
1788382928731.468,110.442,4121.121,36.894,22235.977,2,20705,492,145,1,92.24,trace_0253,User-013,27.10
1788382929236.888,110.947,8651.810,38.022,19449.960,1,19127,285,100,1,0.00,trace_0381,User-014,26.30
1788382933246.439,114.957,9175.606,23.521,13856.279,1,16209,200,68,1,0.00,trace_0687,User-015,42.52
1788382951215.813,132.926,265.892,16.111,3649.134,2,16531,211,62,1,98.05,trace_0687,User-015,62.07
1788382951691.212,133.402,396.588,12.976,3614.571,8,15878,249,62,1,96.34,trace_0398,User-007,77.07
1788382955828.032,137.538,337.370,41.337,16872.092,5,21395,401,108,1,97.60,trace_0707,User-008,24.19
1788382958052.553,139.763,460.491,58.573,14576.601,3,21301,242,69,1,96.99,trace_0253,User-013,17.07
1788382959468.829,141.179,3602.999,65.107,11676.286,9,25030,125,25,1,63.24,trace_0398,User-007,15.36
1788382960766.504,142.477,2400.196,50.775,26010.753,2,20010,466,141,1,95.51,trace_0381,User-014,19.69
1788382963494.229,145.205,7251.746,33.619,46552.198,1,22705,1170,317,1,0.00,trace_0704,User-016,29.75
1788382966987.319,148.698,3757.872,43.279,17737.140,3,17408,324,98,1,94.83,trace_0687,User-015,23.11
1788382974378.592,156.089,6777.853,58.897,18557.156,1,20008,201,73,1,0.00,trace_0726,User-017,16.98
1788382977301.796,159.012,4771.571,42.430,15633.613,10,29581,257,72,1,84.57,trace_0398,User-007,23.57
1788382981806.087,163.517,635.741,44.120,17489.445,6,22052,383,109,1,97.08,trace_0707,User-008,22.67
1788382987066.977,168.777,8998.547,22.825,31001.471,1,28209,965,287,1,0.00,trace_0378,User-018,43.81
1788382994997.121,176.708,1234.877,28.568,5577.235,2,20374,153,51,1,98.42,trace_0726,User-017,35.00
1788382997721.575,179.432,629.122,28.763,5288.702,4,22166,163,57,1,96.23,trace_0253,User-013,34.77
1788382998030.095,179.741,656.505,21.232,6198.165,11,30069,262,71,1,98.50,trace_0398,User-007,47.10
1788383002646.359,184.357,361.620,19.415,2807.849,3,20594,127,34,1,99.06,trace_0726,User-017,51.51
1788383008445.683,190.156,489.625,22.743,8950.164,7,22718,373,118,1,97.17,trace_0707,User-008,43.97
1788383008544.303,190.255,534.029,23.039,3091.332,4,20789,112,36,1,99.38,trace_0726,User-017,43.41
1788383014718.542,196.429,310.795,20.039,2955.966,5,20962,133,38,1,99.38,trace_0726,User-017,49.90
1788383020743.603,202.454,262.073,65.905,7379.819,6,21164,109,33,1,99.39,trace_0726,User-017,15.17
1788383021245.231,202.956,5812.806,15.368,8717.308,1,19031,190,50,1,0.00,trace_0587,User-019,65.07
1788383021555.901,203.266,5500.433,16.299,7439.975,8,23381,120,32,1,97.25,trace_0707,User-008,61.35
1788383032184.004,213.894,244.506,15.296,2003.559,7,21337,116,33,1,99.39,trace_0726,User-017,65.38
1788383036023.019,217.733,4780.996,25.175,10269.164,1,16565,219,86,1,0.00,trace_0108,User-020,39.72
1788383037342.438,219.053,3460.477,18.637,5342.808,8,21618,102,33,1,98.50,trace_0726,User-017,53.66
1788383044862.403,226.573,1055.277,22.868,4897.030,4,19848,169,52,1,87.70,trace_0687,User-015,43.73
1788383045771.539,227.482,358.122,22.594,4651.015,9,21815,191,61,1,99.11,trace_0726,User-017,44.26
1788383046852.770,228.563,824.597,14.595,3510.130,3,21696,185,44,1,92.31,trace_0381,User-014,68.52
1788383051355.640,233.066,1260.736,22.256,4932.893,2,19881,166,61,1,83.23,trace_0108,User-020,44.93
1788383053465.474,235.176,335.994,15.741,2130.489,4,21946,115,31,1,99.12,trace_0381,User-014,63.53
1788383055484.366,237.195,350.036,13.122,5283.726,10,22076,377,88,1,99.12,trace_0726,User-017,76.21
1788383062350.337,244.061,1368.673,86.951,23975.881,3,23362,261,74,1,85.16,trace_0108,User-020,11.50
1788383064381.622,246.092,578.640,99.873,22350.868,12,30802,219,59,1,97.70,trace_0398,User-007,10.01
