period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788737232.6790173,1788737262.6790173,127,1,0,0,0,0,0,127,127,0,0.0,0.0,8.133333333333333,0.0,0.0,0.0,0.0,0.0,51861,0,0.0,100.0,0,121,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,,,,,0.0839345867378457,569
2,1788737262.6790173,1788737292.6790173,127,1,1,3,0,0,3,127,3,124,0.1,469.2,33.733333333333334,40.06908392906189,40.06908392906189,40.06908392906189,40.06908392906189,0.967741935483871,52013,0,55.32648587226868,98.55920609707634,448,118,9,28.319023768107098,24.332554817199707,38.49543101787567,39.754353346824644,3,0.04999999721845007,647.3666306530125,4.383333089484123,0.9765100671140939,5.289089067252373,5.330441267997318,6.12299515166962,6.193444385773825,6.0,5.0,7.699999999999999,7.9399999999999995,12947.333333333334,14076.0,14087.7,14088.74,87.66666666666667,78.0,114.0,117.2,38842,263,2,0.0,0.0,0.0,0.0,,,,,0.13266816640052215,539
3,1788737292.6790173,1788737322.6790173,125,3,0,4,0,0,4,125,2,123,0.13333333333333333,0.0,42.5,0.0,0.0,0.0,0.0,0.0,52021,0,0.0,100.0,0,115,10,29.176222222191946,30.36312508583069,38.957927060127254,39.846852555274964,7,0.07777777489320742,1114.8332919871382,11.288888470214106,0.7691931540342298,4.689487188632684,4.325769239459924,5.946872066409108,6.158219768721723,21.5,10.0,63.25,74.25000000000001,14333.57142857143,14076.0,19191.199999999997,20359.039999999997,145.14285714285714,132.0,236.2,244.83999999999997,100335,1016,2,0.0,0.0,0.0,0.0,,,,,0.14337416805566883,509
4,1788737322.6790173,1788737352.6790173,124,4,0,6,0,0,6,124,5,119,0.2,0.0,35.53333333333333,0.0,0.0,0.0,0.0,0.0,52567,0,0.0,100.0,0,114,10,31.769724974265465,30.36312508583069,58.22765979766845,61.07124778747558,13,0.10833333031998749,1679.2166199584153,22.466666041745096,0.4344103838718586,4.354588872050732,4.178840876831286,5.68268743851834,6.105382843143569,21.5,10.0,63.25,74.25000000000001,15500.461538461539,14089.0,21157.0,21764.199999999997,207.3846153846154,185.0,397.9999999999999,433.99999999999994,201506,2696,2,0.0,0.0,0.0,0.0,,,,,0.13906146189083024,479
5,1788737352.6790173,1788737382.6790173,126,2,0,0,0,0,0,126,2,124,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,53110,0,0.0,100.0,0,112,14,31.769724974265465,30.36312508583069,58.22765979766845,61.07124778747558,13,0.08666666473812532,1343.3733034400523,17.973332933383528,0.4344103838718586,4.354588872050732,4.178840876831286,5.68268743851834,6.105382843143569,21.5,10.0,63.25,74.25000000000001,15500.461538461539,14089.0,21157.0,21764.199999999997,207.3846153846154,185.0,397.9999999999999,433.99999999999994,201506,2696,2,0.0,0.0,0.0,0.0,,,,,0.1997365752450666,449
6,1788737382.6790173,1788737412.6790173,127,1,0,8,0,0,8,127,9,118,0.26666666666666666,0.0,45.766666666666666,0.0,0.0,0.0,0.0,0.0,55125,0,0.0,100.0,0,116,11,59.349415359042936,50.65636444091797,139.22305607795715,143.39090943336487,21,0.11666666450323886,1945.0721861534507,23.98333288859439,0.2649932614555256,4.098398088338677,4.065114175749064,5.330441267997318,6.034933609039365,21.5,10.0,63.25,74.25000000000001,16672.04761904762,17435.0,20882.0,21709.2,205.57142857142858,185.0,381.0,430.6,350113,4317,2,0.0,0.0,0.0,0.0,,,,,0.16913384541862386,419
7,1788737412.6790173,1788737442.6790173,124,4,0,5,0,0,5,124,2,122,0.16666666666666666,0.0,54.2,0.0,0.0,0.0,0.0,0.0,55276,0,0.0,100.0,0,113,11,74.39724614070012,64.42265975475311,148.3166611790657,158.58159458637238,26,0.12380952184162446,2204.599964958827,26.390475771010873,0.20441845354126056,4.0477427086423265,4.015762419030892,5.152183587527784,5.990902837724237,21.5,10.0,63.25,74.25000000000001,17806.384615384617,18320.5,23887.0,28588.0,213.15384615384616,188.0,377.75,427.5,462966,5542,2,0.0,0.0,0.0,0.0,,,,,0.165258237851573,389
8,1788737442.6790173,1788737472.6790173,125,3,0,4,0,0,4,125,5,120,0.13333333333333333,0.0,47.2,0.0,0.0,0.0,0.0,0.0,56607,0,0.0,100.0,0,113,12,87.05287573337554,88.36641311645508,169.41506066322324,180.6350506091118,30,0.12499999826153121,2242.504135478479,26.691666295445632,0.1773993458892523,4.026067037150757,4.0065595669615295,5.009577443152154,5.9556782206721355,21.5,10.0,63.25,74.25000000000001,17940.033333333333,18320.5,23361.399999999994,28372.320000000003,213.53333333333333,188.0,375.15,425.02000000000004,538201,6406,2,0.0,0.0,0.0,0.0,,,,,0.1795834158964018,359
9,1788737472.6790173,1788737502.6790173,124,4,0,6,0,0,6,124,5,119,0.2,0.0,46.266666666666666,0.0,0.0,0.0,0.0,0.0,57869,0,0.0,100.0,0,113,11,102.39509146081076,99.53787577152252,200.31852293014526,219.10054918527604,36,0.13333333168500738,2444.0592290447116,30.440740364418765,0.14614884325931432,4.039600776566474,4.015762419030892,4.795668226588716,5.90284129509398,21.5,10.0,63.25,74.25000000000001,18330.444444444445,18459.0,24329.5,28048.799999999992,228.30555555555554,201.0,396.5,598.9999999999997,659896,8219,2,0.0,0.0,0.0,0.0,,,,,0.16813143263436414,329
10,1788737502.6790173,1788737532.6790173,127,1,0,2,0,0,2,127,5,122,0.06666666666666667,0.0,48.9,0.0,0.0,0.0,0.0,0.0,59036,0,0.0,100.0,0,113,14,109.06773018209557,104.4881204366684,221.69558812379836,229.93976361751558,38,0.12666666525734796,2331.1966407293057,28.90333301174906,0.13824925294427842,4.056000464190714,4.031296511975385,4.724365154400901,5.885228986567932,21.5,10.0,63.25,74.25000000000001,18404.184210526317,18534.0,24300.899999999998,27940.960000000014,228.18421052631578,201.0,390.2999999999999,594.2000000000006,699359,8671,2,0.0,0.0,0.0,0.0,,,,,0.20438147634422388,299
