period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788723706.4235651,1788723736.4235651,32,0,0,0,0,0,0,32,32,0,0.0,0.0,11.833333333333334,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,26,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.07654410432892589,569
2,1788723736.4235651,1788723766.4235651,32,0,0,1,0,0,1,32,1,31,0.03333333333333333,0.0,34.666666666666664,0.0,0.0,0.0,0.0,0.0,12304,0,0.0,100.0,0,22,10,14.150126457214355,14.150126457214355,14.150126457214355,14.150126457214355,1,0.01666666613684762,249.66665872997734,1.8833332734637809,0.0,3.7013073147019044,3.7013073147019044,3.7013073147019044,3.7013073147019044,0.0,0.0,0.0,0.0,14980.0,14980.0,14980.0,14980.0,113.0,113.0,113.0,113.0,14980,113,0,0.0,0.0,0.0,0.0,,,,,0.12486868320956346,539
3,1788723766.4235651,1788723796.4235651,29,3,0,5,0,0,5,29,2,27,0.16666666666666666,0.0,46.6,0.0,0.0,0.0,0.0,0.0,12484,0,0.0,100.0,0,19,10,23.407470226287842,23.241101622581482,36.40009331703186,37.66118836402893,6,0.06666666525381586,1153.0555311191235,13.83333304016679,0.0,4.232436282522929,4.473548797588439,4.97074285289283,5.0570782824863985,0.0,0.0,0.0,0.0,17295.833333333332,17463.0,21514.75,21835.75,207.5,193.0,351.0,384.6,103775,1245,0,0.0,0.0,0.0,0.0,,,,,0.13000060375535838,509
4,1788723796.4235651,1788723826.4235651,28,4,0,4,0,0,4,28,3,25,0.13333333333333333,0.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,12814,0,0.0,100.0,0,19,9,31.47049412727356,23.241101622581482,80.78922590017318,84.92657381772995,10,0.08333333200878569,1405.8166443218129,19.783333018885724,0.12215799614643545,4.412755204360198,4.479948908314441,5.094240990682663,5.104438056659453,6.0,6.0,6.0,6.0,16869.8,17463.0,21478.6,21828.52,237.4,196.0,420.49999999999994,438.5,168698,2374,0,0.0,0.0,0.0,0.0,,,,,0.1374267946628026,479
5,1788723826.4235651,1788723856.4235651,31,1,0,5,0,0,5,31,8,23,0.16666666666666666,0.0,31.433333333333334,0.0,0.0,0.0,0.0,0.0,14125,0,0.0,100.0,0,23,8,44.955444463094075,37.9764621257782,91.56698813438413,102.03166583061217,15,0.09999999872843426,1843.3266432275564,23.19999970499675,0.18258426966292135,4.254063520733358,4.457589155261217,5.0871596948654485,5.103021797496011,6.5,6.5,6.95,6.99,18433.266666666666,18579.0,24356.19999999999,28911.239999999994,232.0,191.0,407.99999999999994,436.0,276499,3480,0,0.0,0.0,0.0,0.0,,,,,0.12684900078488193,449
6,1788723856.4235651,1788723886.4235651,30,2,1,4,0,0,4,30,3,27,0.13333333333333333,628.3666666666667,34.03333333333333,153.3857102394104,153.3857102394104,153.3857102394104,153.3857102394104,0.0,14566,0,179.05954480171204,81.347964083155,18816,21,9,61.27861827298214,63.061559200286865,132.46268477439875,149.20110514640808,19,0.10555555443704866,2068.1666447515845,23.505555306481728,0.3295174357168017,4.431353767279757,4.470389376713221,5.377733365516013,7.327104870525069,10.0,7.0,15.0,15.0,19593.157894736843,19031.0,28311.199999999997,29702.24,222.68421052631578,191.0,397.9999999999999,434.0,372270,4231,0,0.0,0.0,0.0,0.0,,,,,0.13381633761999634,419
7,1788723886.4235651,1788723916.4235651,29,3,0,3,0,0,3,29,2,27,0.1,0.0,39.36666666666667,0.0,0.0,0.0,0.0,0.0,14866,0,0.0,100.0,0,18,11,67.15766595710407,65.96430706977844,139.9998582839966,150.6836818742752,22,0.10476190381039298,2186.7809325192684,26.152380714849013,0.392145621327218,4.440848669549123,4.479948908314441,5.105571063990207,7.245881057816356,10.285714285714286,11.0,15.0,15.0,20873.81818181818,19859.5,31113.05,31451.82,249.63636363636363,209.0,440.49999999999994,634.9699999999998,459224,5492,0,0.0,0.0,0.0,0.0,,,,,0.15651753909315946,389
8,1788723916.4235651,1788723946.4235651,30,2,0,1,0,0,1,30,2,28,0.03333333333333333,0.0,55.833333333333336,0.0,0.0,0.0,0.0,0.0,15218,0,0.0,100.0,0,16,14,71.0604868868123,68.86705493927002,152.09903006553648,156.14444317817689,23,0.09583333257171843,1987.0416508750784,23.924999809861184,0.3772752344180916,4.425601930913408,4.470389376713221,5.104154804826765,7.218806453580124,10.285714285714286,11.0,15.0,15.0,20734.347826086956,19408.0,31057.1,31448.24,249.65217391304347,217.0,437.99999999999994,632.5400000000003,476890,5742,0,0.0,0.0,0.0,0.0,,,,,0.18848034776308642,359
9,1788723946.4235651,1788723976.4235651,28,4,1,7,0,0,7,28,5,23,0.23333333333333334,704.6,73.43333333333334,127.32414841651917,127.32414841651917,127.32414841651917,127.32414841651917,0.9937888198757764,15767,0,148.83505630493164,84.49634830156963,128,16,12,89.42940853436788,90.5511714220047,167.53235232830042,180.38170538425447,30,0.11111111032619399,2257.8777618275553,27.644444249157065,0.4076782449725777,4.389382255194136,4.446877533961944,5.136239289674894,7.044707988092212,13.545454545454545,11.0,30.0,42.000000000000014,20320.9,20096.0,30665.449999999997,31423.18,248.8,209.0,474.89999999999986,632.3500000000001,609627,7464,0,0.0,0.0,0.0,0.0,,,,,0.1672160840427459,329
10,1788723976.4235651,1788724006.4235651,27,5,0,7,0,0,7,27,6,21,0.23333333333333334,0.0,48.53333333333333,0.0,0.0,0.0,0.0,0.0,16539,0,0.0,100.0,0,17,10,100.42854670576148,111.29703378677368,183.7699265003204,193.31064080238343,37,0.12333333254920112,2589.609983535703,34.87666644492679,0.39069454942470816,4.405960562740917,4.344184003542875,5.193330114832483,6.918592052402723,22.571428571428573,11.5,78.94999999999996,129.38999999999993,20996.837837837837,20351.0,30355.399999999994,31398.12,282.7837837837838,242.0,537.9999999999992,975.2800000000002,776883,10463,0,0.0,0.0,0.0,0.0,,,,,0.1325001509388396,299
