user_id,request_idx,trace_id,timestamp,request_type,input_tokens,output_tokens_expected,output_tokens_actual,cache_hit_blocks,cache_miss_blocks,ttft,ttlt,itl,delay_expected,delay_actual,success,error_message,request_start_time,prefill_complete_time,request_complete_time,token_timestamps,tokens_per_chunk
User-001,0,trace_0712,1788388505.9702327,streaming,18851,119,119,0,294,5.630313873291016,35.20702028274536,0.2506500543174097,0.0,0,True,,1788388470.7631238,1788388476.3934376,1788388505.970144,"[1788388476.3934376, 1788388476.9408054, 1788388477.5461273, 1788388478.184077, 1788388478.8386483, 1788388479.5276048, 1788388480.0667043, 1788388480.6603339, 1788388481.2857845, 1788388481.934513, 1788388482.61141, 1788388483.3175864, 1788388484.0504777, 1788388484.8081837, 1788388485.5699072, 1788388486.1065903, 1788388486.7059124, 1788388487.3320246, 1788388487.98349, 1788388488.6617386, 1788388489.3711689, 1788388490.1034284, 1788388490.74429, 1788388491.3013048, 1788388491.9123082, 1788388492.5503032, 1788388493.2116024, 1788388493.9037879, 1788388494.6182845, 1788388495.3623388, 1788388496.0802083, 1788388496.628357, 1788388497.2296133, 1788388497.8577926, 1788388498.5100067, 1788388499.1925519, 1788388499.89772, 1788388500.6302977, 1788388501.3604403, 1788388501.9038177, 1788388502.5025704, 1788388503.129547, 1788388503.7786582, 1788388504.4874394, 1788388505.3428915, 1788388505.6294749, 1788388505.663856, 1788388505.7412279, 1788388505.8155444, 1788388505.8898978, 1788388505.968813]","[1, 2, 4, 1, 3, 2, 3, 1, 2, 1, 1, 3, 3, 1, 2, 2, 9, 1, 5, 1, 3, 1, 2, 2, 1, 3, 2, 2, 1, 1, 3, 1, 2, 1, 4, 1, 8, 1, 1, 7, 2, 6, 1, 1, 2, 1, 4, 1, 2, 1, 3]"
User-005,0,trace_0568,1788388508.9153218,streaming,20311,131,131,0,317,25.08676767349243,37.92334055900574,0.09874286835010235,0.0,0,True,,1788388470.9918244,1788388496.078592,1788388508.915165,"[1788388496.078592, 1788388496.6265242, 1788388497.227962, 1788388497.856131, 1788388498.508379, 1788388499.1909099, 1788388499.8960164, 1788388500.62867, 1788388501.3589654, 1788388501.9022548, 1788388502.501033, 1788388503.1279883, 1788388503.777075, 1788388504.4850101, 1788388505.3407624, 1788388505.6273975, 1788388505.6617525, 1788388505.739178, 1788388505.8134282, 1788388505.8878467, 1788388505.9666514, 1788388506.0389016, 1788388506.1105797, 1788388506.182777, 1788388506.2536254, 1788388506.3255162, 1788388506.397874, 1788388506.4688575, 1788388506.5409374, 1788388506.6121209, 1788388506.6845922, 1788388506.7550776, 1788388506.827337, 1788388506.898513, 1788388506.9706604, 1788388507.042271, 1788388507.1135793, 1788388507.1852462, 1788388507.2565713, 1788388507.3282928, 1788388507.3992786, 1788388507.4715812, 1788388507.542301, 1788388507.61459, 1788388507.6858184, 1788388507.757826, 1788388507.8302913, 1788388507.9013133, 1788388507.973883, 1788388508.0457106, 1788388508.1167495, 1788388508.1886778, 1788388508.261398, 1788388508.332378, 1788388508.4045954, 1788388508.477049, 1788388508.5504045, 1788388508.6196785, 1788388508.6922054, 1788388508.7633796, 1788388508.8355513, 1788388508.9120903]","[1, 1, 1, 2, 3, 1, 5, 1, 2, 1, 3, 4, 3, 1, 5, 4, 1, 2, 3, 3, 1, 4, 2, 2, 1, 1, 2, 1, 3, 3, 2, 1, 1, 1, 1, 6, 1, 3, 2, 1, 2, 2, 2, 2, 2, 4, 1, 2, 1, 1, 1, 5, 4, 1, 3, 1, 1, 2, 2, 2, 1, 3]"
User-004,0,trace_0629,1788388508.91562,streaming,18361,185,185,0,286,19.8002712726593,37.97273278236389,0.09876337777013364,0.0,0,True,,1788388470.9427066,1788388490.7429779,1788388508.9154394,"[1788388490.7429779, 1788388491.3001308, 1788388491.9110935, 1788388492.549083, 1788388493.2103775, 1788388493.9025378, 1788388494.6171093, 1788388495.361145, 1788388496.0791838, 1788388496.6271205, 1788388497.22853, 1788388497.8567128, 1788388498.5089595, 1788388499.1914928, 1788388499.8966331, 1788388500.629245, 1788388501.3594513, 1788388501.9027886, 1788388502.501547, 1788388503.1285114, 1788388503.7776103, 1788388504.4855795, 1788388505.3413115, 1788388505.6279583, 1788388505.662253, 1788388505.7397094, 1788388505.8139722, 1788388505.8883815, 1788388505.9671926, 1788388506.039994, 1788388506.1116521, 1788388506.183823, 1788388506.254654, 1788388506.3265743, 1788388506.3989525, 1788388506.4698856, 1788388506.542006, 1788388506.6131768, 1788388506.6856568, 1788388506.7562242, 1788388506.8284996, 1788388506.8997197, 1788388506.9769423, 1788388507.04276, 1788388507.1147149, 1788388507.1864064, 1788388507.257701, 1788388507.3294384, 1788388507.4003906, 1788388507.4727542, 1788388507.5435002, 1788388507.6157854, 1788388507.686989, 1788388507.7590196, 1788388507.8315046, 1788388507.9024603, 1788388507.9750645, 1788388508.0468602, 1788388508.1179059, 1788388508.189857, 1788388508.2625668, 1788388508.3335338, 1788388508.405644, 1788388508.4782205, 1788388508.5514617, 1788388508.6208508, 1788388508.6933825, 1788388508.764554, 1788388508.8367078, 1788388508.9134192]","[1, 1, 3, 3, 1, 3, 2, 3, 3, 4, 3, 4, 3, 3, 5, 2, 2, 1, 1, 1, 1, 3, 1, 1, 4, 1, 3, 2, 1, 2, 1, 1, 1, 3, 1, 2, 3, 2, 7, 1, 8, 2, 4, 5, 3, 1, 6, 1, 4, 2, 6, 1, 3, 3, 1, 9, 3, 1, 2, 3, 1, 7, 4, 2, 1, 2, 1, 3, 1, 5]"
User-003,0,trace_0714,1788388510.0174582,streaming,21916,225,225,0,342,14.672590732574463,39.119200229644775,0.10913664954049247,0.0,0,True,,1788388470.8981898,1788388485.5707805,1788388510.01739,"[1788388485.5707805, 1788388486.1071877, 1788388486.7065365, 1788388487.3325768, 1788388487.9841006, 1788388488.6622975, 1788388489.3717523, 1788388490.103993, 1788388490.7448132, 1788388491.3019817, 1788388491.9128213, 1788388492.5508728, 1788388493.2121296, 1788388493.9043164, 1788388494.6188383, 1788388495.3628948, 1788388496.0797074, 1788388496.6278439, 1788388497.2290568, 1788388497.857293, 1788388498.5094905, 1788388499.1920276, 1788388499.897182, 1788388500.6297793, 1788388501.3599386, 1788388501.9032886, 1788388502.502055, 1788388503.1290298, 1788388503.7781389, 1788388504.486082, 1788388505.341833, 1788388505.6284556, 1788388505.6628673, 1788388505.7402377, 1788388505.8144894, 1788388505.8888915, 1788388505.967703, 1788388506.0394695, 1788388506.1111403, 1788388506.1833107, 1788388506.254145, 1788388506.3260372, 1788388506.3984008, 1788388506.4693773, 1788388506.5414796, 1788388506.612645, 1788388506.6851144, 1788388506.7556987, 1788388506.8279724, 1788388506.8991783, 1788388506.9763427, 1788388507.042513, 1788388507.1142132, 1788388507.1858923, 1788388507.2571971, 1788388507.3289168, 1788388507.399897, 1788388507.4722126, 1788388507.5429654, 1788388507.615255, 1788388507.6864545, 1788388507.7584643, 1788388507.8309734, 1788388507.9019372, 1788388507.9744992, 1788388508.0463183, 1788388508.1173809, 1788388508.1893346, 1788388508.262046, 1788388508.333011, 1788388508.4051292, 1788388508.4776876, 1788388508.550957, 1788388508.6202998, 1788388508.6928685, 1788388508.7640278, 1788388508.836191, 1788388508.912889, 1788388508.9783227, 1788388509.0480907, 1788388509.116777, 1788388509.1859121, 1788388509.2547972, 1788388509.3236144, 1788388509.3926563, 1788388509.4611244, 1788388509.530955, 1788388509.5995653, 1788388509.6690748, 1788388509.7381213, 1788388509.8073635, 1788388509.875544, 1788388509.9444618, 1788388510.0156612]","[1, 1, 3, 4, 4, 2, 2, 1, 3, 4, 3, 1, 4, 1, 3, 1, 2, 3, 5, 2, 1, 2, 3, 1, 3, 2, 1, 1, 1, 4, 3, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 3, 2, 1, 2, 3, 7, 2, 2, 8, 3, 2, 1, 1, 1, 2, 1, 6, 4, 3, 1, 3, 1, 1, 3, 1, 3, 3, 2, 1, 2, 3, 2, 7, 2, 2, 1, 1, 1, 6, 2, 1, 1, 5, 1, 1, 2, 2, 4, 2, 8, 5, 1, 3]"
User-006,5,trace_0396,1788388512.3441014,streaming,31170,266,266,385,49,33.80612635612488,40.51984405517578,0.025334783770003408,11.0,0,True,,1788388471.8241446,1788388505.630271,1788388512.3439887,"[1788388505.630271, 1788388505.664363, 1788388505.7417371, 1788388505.8160725, 1788388505.8904061, 1788388505.9696476, 1788388506.0410547, 1788388506.1126606, 1788388506.1848657, 1788388506.2557044, 1788388506.3276236, 1788388506.3998606, 1788388506.4709492, 1788388506.54298, 1788388506.614208, 1788388506.686692, 1788388506.7572377, 1788388506.8295364, 1788388506.9007697, 1788388506.978017, 1788388507.0432441, 1788388507.1157863, 1788388507.1874454, 1788388507.2587814, 1788388507.3304667, 1788388507.4014134, 1788388507.4738204, 1788388507.5443673, 1788388507.6168036, 1788388507.6880107, 1788388507.7600656, 1788388507.8325315, 1788388507.9035597, 1788388507.976125, 1788388508.0479033, 1788388508.118964, 1788388508.190937, 1788388508.2636335, 1788388508.3345811, 1788388508.4066653, 1788388508.4793115, 1788388508.5524757, 1788388508.621898, 1788388508.6943853, 1788388508.7656174, 1788388508.8377101, 1788388508.9147267, 1788388508.979501, 1788388509.0493002, 1788388509.1179087, 1788388509.1870615, 1788388509.2559264, 1788388509.32478, 1788388509.3938038, 1788388509.4622705, 1788388509.532111, 1788388509.6007032, 1788388509.6702678, 1788388509.7392933, 1788388509.8085425, 1788388509.8766873, 1788388509.9455936, 1788388510.017012, 1788388510.0807388, 1788388510.1485362, 1788388510.2180433, 1788388510.2856355, 1788388510.3546202, 1788388510.4224021, 1788388510.491509, 1788388510.5592046, 1788388510.6284573, 1788388510.6961675, 1788388510.765329, 1788388510.8324676, 1788388510.901759, 1788388510.9693525, 1788388511.0385606, 1788388511.1061342, 1788388511.1763682, 1788388511.2430933, 1788388511.3121915, 1788388511.3800507, 1788388511.4490104, 1788388511.5168781, 1788388511.5860188, 1788388511.6537225, 1788388511.7226756, 1788388511.790419, 1788388511.85977, 1788388511.9279382, 1788388511.9969523, 1788388512.0644994, 1788388512.1336665, 1788388512.2016034, 1788388512.2710948, 1788388512.3415554]","[1, 7, 9, 5, 1, 1, 1, 1, 3, 2, 6, 2, 1, 3, 1, 3, 6, 2, 5, 2, 3, 3, 2, 5, 4, 1, 3, 1, 2, 7, 3, 8, 3, 4, 2, 2, 2, 1, 1, 2, 1, 3, 2, 1, 2, 4, 2, 2, 5, 9, 2, 3, 1, 1, 1, 4, 2, 4, 2, 6, 2, 2, 6, 1, 2, 4, 2, 2, 2, 2, 2, 7, 2, 1, 1, 5, 2, 3, 1, 1, 3, 1, 1, 3, 2, 1, 3, 2, 1, 5, 5, 2, 1, 3, 1, 2, 2]"
User-007,0,trace_0398,1788388512.5884273,streaming,13070,443,443,0,203,8.503726482391357,41.565075397491455,0.0747994319346156,0.0,0,True,,1788388471.0233028,1788388479.5270293,1788388512.5883782,"[1788388479.5270293, 1788388480.066102, 1788388480.659714, 1788388481.2851963, 1788388481.9339125, 1788388482.6107936, 1788388483.3169906, 1788388484.049886, 1788388484.807567, 1788388485.5691175, 1788388486.105973, 1788388486.705093, 1788388487.3313062, 1788388487.9828775, 1788388488.6611323, 1788388489.3705146, 1788388490.102824, 1788388490.743696, 1788388491.3007226, 1788388491.9117074, 1788388492.5496807, 1788388493.211001, 1788388493.9031966, 1788388494.6176975, 1788388495.3617456, 1788388496.0775905, 1788388496.625941, 1788388497.2273772, 1788388497.8555415, 1788388498.5077975, 1788388499.1902695, 1788388499.8954105, 1788388500.628052, 1788388501.3583004, 1788388501.9016445, 1788388502.5001965, 1788388503.1273649, 1788388503.776473, 1788388504.484472, 1788388505.3401494, 1788388505.6267657, 1788388505.6612098, 1788388505.7385142, 1788388505.8128116, 1788388505.8872309, 1788388505.966026, 1788388506.0381951, 1788388506.1099424, 1788388506.1821268, 1788388506.2530184, 1788388506.324896, 1788388506.397263, 1788388506.4682424, 1788388506.5403337, 1788388506.6114936, 1788388506.6839921, 1788388506.7545176, 1788388506.8267963, 1788388506.8979516, 1788388506.970087, 1788388507.0419815, 1788388507.1130345, 1788388507.184685, 1788388507.2560153, 1788388507.3277519, 1788388507.3987086, 1788388507.4710233, 1788388507.5417485, 1788388507.6140563, 1788388507.6852348, 1788388507.7572577, 1788388507.8297553, 1788388507.9007573, 1788388507.9733486, 1788388508.045162, 1788388508.1162038, 1788388508.1881447, 1788388508.2608538, 1788388508.3318393, 1788388508.4040647, 1788388508.4764726, 1788388508.5498645, 1788388508.6191318, 1788388508.69163, 1788388508.762809, 1788388508.8349953, 1788388508.911409, 1788388508.977767, 1788388509.047546, 1788388509.1162171, 1788388509.1853685, 1788388509.2541869, 1788388509.3230357, 1788388509.3921115, 1788388509.4605815, 1788388509.530387, 1788388509.5990136, 1788388509.668526, 1788388509.7375727, 1788388509.8067765, 1788388509.8749795, 1788388509.9439282, 1788388510.015012, 1788388510.081869, 1788388510.1497035, 1788388510.2192783, 1788388510.2867937, 1788388510.3558185, 1788388510.423693, 1788388510.4926665, 1788388510.5603354, 1788388510.6296737, 1788388510.6973534, 1788388510.766494, 1788388510.8336344, 1788388510.902969, 1788388510.9705145, 1788388511.0397382, 1788388511.1074004, 1788388511.1777482, 1788388511.2442505, 1788388511.3133104, 1788388511.381212, 1788388511.450193, 1788388511.518168, 1788388511.5871613, 1788388511.654934, 1788388511.723906, 1788388511.7915926, 1788388511.8609474, 1788388511.9291725, 1788388511.998107, 1788388512.065689, 1788388512.1348572, 1788388512.2028186, 1788388512.2722907, 1788388512.3430245, 1788388512.408601, 1788388512.4670937, 1788388512.5259984, 1788388512.5871766]","[1, 1, 5, 2, 1, 2, 2, 1, 4, 4, 3, 5, 2, 1, 1, 2, 1, 3, 2, 3, 6, 4, 2, 4, 4, 6, 2, 1, 1, 1, 1, 1, 2, 2, 1, 4, 6, 1, 2, 1, 1, 4, 2, 1, 2, 3, 9, 5, 2, 1, 2, 1, 1, 1, 7, 1, 1, 1, 8, 6, 1, 1, 1, 4, 3, 1, 5, 2, 3, 8, 4, 1, 2, 1, 3, 2, 1, 1, 1, 1, 9, 2, 2, 9, 6, 3, 2, 5, 3, 4, 2, 9, 7, 1, 1, 1, 2, 1, 1, 9, 2, 1, 2, 1, 9, 5, 4, 5, 4, 6, 5, 2, 5, 9, 3, 2, 2, 1, 2, 1, 1, 1, 9, 2, 2, 9, 9, 8, 3, 5, 3, 9, 8, 2, 2, 2, 1, 2, 9, 2, 1]"
User-008,0,trace_0707,1788388515.1429315,streaming,19408,381,381,0,302,30.28306221961975,44.06820201873779,0.036276683681889584,0.0,0,True,,1788388471.0746427,1788388501.3577049,1788388515.1428447,"[1788388501.3577049, 1788388501.90091, 1788388502.4995923, 1788388503.1267157, 1788388503.775872, 1788388504.4838886, 1788388505.339517, 1788388505.625994, 1788388505.6606226, 1788388505.737887, 1788388505.8121705, 1788388505.8865807, 1788388505.9653678, 1788388506.0375757, 1788388506.1093338, 1788388506.181531, 1788388506.252414, 1788388506.3242853, 1788388506.3965936, 1788388506.4676244, 1788388506.5396795, 1788388506.610848, 1788388506.683396, 1788388506.7539284, 1788388506.8261676, 1788388506.897333, 1788388506.9694855, 1788388507.0416183, 1788388507.1123998, 1788388507.1840696, 1788388507.2554173, 1788388507.327171, 1788388507.398103, 1788388507.4704018, 1788388507.541138, 1788388507.613445, 1788388507.6846178, 1788388507.7566288, 1788388507.8291526, 1788388507.90016, 1788388507.972721, 1788388508.0445487, 1788388508.1155584, 1788388508.187541, 1788388508.260237, 1788388508.3312259, 1788388508.4033182, 1788388508.4758599, 1788388508.549263, 1788388508.6184785, 1788388508.6910427, 1788388508.7621727, 1788388508.8343723, 1788388508.910802, 1788388508.9771614, 1788388509.0469565, 1788388509.1155748, 1788388509.1847801, 1788388509.253562, 1788388509.3224075, 1788388509.3915005, 1788388509.459996, 1788388509.5297673, 1788388509.598408, 1788388509.667935, 1788388509.7369592, 1788388509.806164, 1788388509.8743246, 1788388509.943145, 1788388510.0143726, 1788388510.0813422, 1788388510.1491642, 1788388510.2186675, 1788388510.286232, 1788388510.355287, 1788388510.423159, 1788388510.4921308, 1788388510.559807, 1788388510.6291072, 1788388510.69677, 1788388510.765936, 1788388510.8330948, 1788388510.9023857, 1788388510.96998, 1788388511.0392108, 1788388511.1067266, 1788388511.17708, 1788388511.2437015, 1788388511.3127801, 1788388511.380644, 1788388511.449628, 1788388511.5175047, 1788388511.5866153, 1788388511.6543555, 1788388511.723341, 1788388511.791055, 1788388511.8604076, 1788388511.9285767, 1788388511.9975636, 1788388512.0651398, 1788388512.1342838, 1788388512.2022142, 1788388512.2717054, 1788388512.3424368, 1788388512.4079802, 1788388512.4664528, 1788388512.5253773, 1788388512.5865042, 1788388512.6361625, 1788388512.6880252, 1788388512.7399788, 1788388512.7918193, 1788388512.8438926, 1788388512.8955536, 1788388512.9477677, 1788388512.9995751, 1788388513.0515828, 1788388513.1807432, 1788388513.1810222, 1788388513.2075293, 1788388513.2654219, 1788388513.3162413, 1788388513.367665, 1788388513.9259574, 1788388514.5187738, 1788388515.1414745]","[1, 2, 4, 1, 3, 1, 1, 2, 2, 3, 3, 3, 4, 2, 2, 1, 2, 1, 5, 1, 1, 2, 1, 3, 1, 4, 1, 2, 5, 4, 1, 1, 2, 1, 2, 3, 2, 2, 1, 1, 2, 1, 8, 1, 3, 4, 5, 3, 1, 4, 1, 1, 1, 2, 5, 1, 4, 1, 5, 5, 2, 2, 7, 3, 1, 6, 1, 5, 9, 2, 1, 2, 4, 2, 1, 1, 1, 1, 8, 9, 6, 3, 4, 2, 1, 5, 3, 4, 2, 2, 9, 4, 1, 1, 3, 1, 1, 9, 1, 2, 1, 5, 9, 7, 6, 1, 3, 8, 5, 2, 6, 9, 2, 2, 1, 1, 4, 2, 1, 2, 9, 1, 4, 2, 8, 6]"
User-009,0,trace_0313,1788388517.892561,streaming,12330,368,365,0,192,33.10739350318909,46.512911558151245,0.036828346304841095,0.0,0,True,,1788388471.3795538,1788388504.4869473,1788388517.8924654,"[1788388504.4869473, 1788388505.3423495, 1788388505.6289608, 1788388505.6633508, 1788388505.7407315, 1788388505.8150218, 1788388505.8893902, 1788388505.9682152, 1788388506.0405066, 1788388506.1121552, 1788388506.1843274, 1788388506.2551947, 1788388506.3271263, 1788388506.4704022, 1788388506.613702, 1788388506.6861937, 1788388506.7567306, 1788388506.829026, 1788388506.900221, 1788388506.9774847, 1788388507.0430062, 1788388507.115262, 1788388507.1869242, 1788388507.258225, 1788388507.3299515, 1788388507.4009006, 1788388507.4732566, 1788388507.5439732, 1788388507.6162944, 1788388507.6874993, 1788388507.7595417, 1788388507.8320005, 1788388507.9030318, 1788388507.9756021, 1788388508.0473764, 1788388508.1184173, 1788388508.190374, 1788388508.263115, 1788388508.334061, 1788388508.4061558, 1788388508.4787672, 1788388508.5519602, 1788388508.6213622, 1788388508.693872, 1788388508.7650816, 1788388508.837208, 1788388508.9141898, 1788388508.9789677, 1788388509.0487514, 1788388509.1173747, 1788388509.1864984, 1788388509.2553997, 1788388509.3242316, 1788388509.393263, 1788388509.4617167, 1788388509.5315776, 1788388509.6001666, 1788388509.6696892, 1788388509.7387588, 1788388509.8080006, 1788388509.8761632, 1788388509.945051, 1788388510.0164528, 1788388510.0824459, 1788388510.1503222, 1788388510.2198615, 1788388510.287383, 1788388510.3564115, 1788388510.424232, 1788388510.493257, 1788388510.5609276, 1788388510.6302478, 1788388510.6979496, 1788388510.7671375, 1788388510.834228, 1788388510.9035642, 1788388510.9711282, 1788388511.040313, 1788388511.1079493, 1788388511.1782796, 1788388511.2448251, 1788388511.3138826, 1788388511.3818214, 1788388511.4546785, 1788388511.518721, 1788388511.5877967, 1788388511.6555753, 1788388511.7245178, 1788388511.7921722, 1788388511.8615391, 1788388511.9297528, 1788388511.9987981, 1788388512.0663044, 1788388512.1354496, 1788388512.2034085, 1788388512.2728796, 1788388512.3436828, 1788388512.409183, 1788388512.4676707, 1788388512.5265534, 1788388512.5880957, 1788388512.636773, 1788388512.6886244, 1788388512.7406008, 1788388512.792464, 1788388512.8445191, 1788388512.896177, 1788388512.9483626, 1788388513.0001922, 1788388513.0522282, 1788388513.181295, 1788388513.1814766, 1788388513.208145, 1788388513.2660773, 1788388513.316817, 1788388513.3684351, 1788388513.926777, 1788388514.519424, 1788388515.1424859, 1788388515.7853658, 1788388516.4593585, 1788388517.1605797, 1788388517.8917146]","[1, 1, 4, 2, 3, 2, 3, 1, 5, 3, 6, 1, 2, 1, 1, 1, 1, 2, 4, 2, 3, 2, 1, 2, 1, 1, 4, 2, 1, 3, 1, 1, 3, 2, 3, 3, 3, 2, 4, 3, 9, 1, 6, 2, 5, 1, 6, 2, 1, 4, 2, 1, 4, 2, 4, 4, 3, 9, 2, 7, 1, 3, 6, 1, 2, 1, 1, 1, 5, 1, 4, 6, 4, 9, 4, 2, 7, 5, 2, 4, 3, 1, 3, 2, 3, 2, 2, 3, 4, 1, 1, 9, 6, 1, 2, 3, 1, 9, 9, 6, 1, 2, 2, 2, 2, 1, 3, 1, 2, 1, 2, 1, 3, 3, 1, 9, 3, 2, 1, 3, 9, 3, 2]"
User-007,1,trace_0398,1788388533.0560753,streaming,13739,115,115,203,11,4.523010492324829,16.365667581558228,0.10388295692309998,45.0,0,True,,1788388516.6903539,1788388521.2133644,1788388533.0560215,"[1788388521.2133644, 1788388522.0016093, 1788388522.8397837, 1788388523.7009358, 1788388524.2700202, 1788388524.7797112, 1788388525.3725884, 1788388525.994508, 1788388526.6381445, 1788388527.309549, 1788388528.0081491, 1788388528.7344344, 1788388529.4876642, 1788388530.2654853, 1788388531.0723503, 1788388531.174578, 1788388531.2111318, 1788388531.2785246, 1788388531.3470101, 1788388531.4155564, 1788388531.4860458, 1788388531.55167, 1788388531.62024, 1788388531.6882772, 1788388531.756583, 1788388531.8298788, 1788388531.8927557, 1788388531.9612334, 1788388532.0289288, 1788388532.097703, 1788388532.1655598, 1788388532.2338479, 1788388532.3023858, 1788388532.3701375, 1788388532.438775, 1788388532.5064044, 1788388532.5743368, 1788388532.642852, 1788388532.7107825, 1788388532.779062, 1788388532.8469746, 1788388532.9149244, 1788388532.9834092, 1788388533.053046]","[1, 2, 2, 4, 2, 2, 2, 6, 1, 2, 1, 2, 2, 3, 4, 3, 2, 1, 1, 2, 2, 2, 2, 5, 3, 1, 3, 2, 1, 5, 3, 1, 5, 5, 9, 3, 6, 1, 1, 2, 4, 1, 2, 1]"
User-003,1,trace_0714,1788388536.3590496,streaming,30152,283,283,342,128,4.096728801727295,16.18390917778015,0.04286234175905268,16.0,0,True,,1788388520.1750443,1788388524.271773,1788388536.3589535,"[1788388524.271773, 1788388524.780954, 1788388525.3737254, 1788388525.9956985, 1788388526.6392865, 1788388527.3106945, 1788388528.0092747, 1788388528.7355716, 1788388529.4888556, 1788388530.2666042, 1788388531.0735006, 1788388531.1766407, 1788388531.2129793, 1788388531.2806168, 1788388531.3487067, 1788388531.4173276, 1788388531.4880037, 1788388531.5534284, 1788388531.6219945, 1788388531.6900432, 1788388531.7583215, 1788388531.8316464, 1788388531.8944864, 1788388531.9629538, 1788388532.0306542, 1788388532.099495, 1788388532.1673255, 1788388532.2356458, 1788388532.3042216, 1788388532.3719423, 1788388532.4405804, 1788388532.5081909, 1788388532.576184, 1788388532.6446497, 1788388532.712553, 1788388532.7808688, 1788388532.8488212, 1788388532.916664, 1788388532.9851427, 1788388533.0551853, 1788388533.1205504, 1788388533.186985, 1788388533.2551541, 1788388533.3213828, 1788388533.3895192, 1788388533.4559577, 1788388533.5243814, 1788388533.5906534, 1788388533.6593933, 1788388533.7255785, 1788388533.79365, 1788388533.8602126, 1788388533.9282665, 1788388533.9951286, 1788388534.063047, 1788388534.12956, 1788388534.1978283, 1788388534.26438, 1788388534.3383718, 1788388534.4004543, 1788388534.466547, 1788388534.5332792, 1788388534.6022344, 1788388534.6681771, 1788388534.736519, 1788388534.8029907, 1788388534.871264, 1788388534.9379704, 1788388535.0061114, 1788388535.0727088, 1788388535.1409285, 1788388535.2078705, 1788388535.2760832, 1788388535.342405, 1788388535.410525, 1788388535.4768975, 1788388535.5449162, 1788388535.611962, 1788388535.6801672, 1788388535.7464435, 1788388535.8146317, 1788388535.8824904, 1788388535.9487765, 1788388536.0156844, 1788388536.0846336, 1788388536.1508646, 1788388536.2195055, 1788388536.2858064, 1788388536.3575897]","[1, 9, 5, 3, 2, 2, 2, 2, 4, 7, 4, 2, 3, 4, 4, 2, 1, 9, 5, 2, 1, 3, 5, 2, 2, 1, 1, 6, 7, 3, 4, 7, 1, 3, 1, 3, 4, 3, 1, 4, 2, 6, 2, 4, 7, 3, 4, 3, 1, 3, 1, 1, 4, 8, 6, 2, 2, 4, 2, 3, 2, 2, 1, 1, 4, 3, 4, 1, 1, 8, 2, 1, 1, 1, 5, 3, 2, 1, 4, 1, 1, 4, 3, 3, 2, 8, 4, 5, 2]"
