period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788388470.7117455,1788388500.7117455,8,0,0,0,0,0,0,8,8,0,0.0,0.0,9.466666666666667,0.0,0.0,0.0,0.0,0.0,2370,0,0.0,100.0,0,3,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.08763121862163392,569
2,1788388500.7117455,1788388530.7117455,5,3,3,8,0,0,8,5,5,0,0.26666666666666666,2096.9333333333334,65.3,32.398860692977905,33.10739350318909,33.736253070831296,33.79215169906616,0.41487068965517243,3312,0,131.10095763206482,45.374600986639656,34752,1,4,21.361281514167786,22.443519473075867,33.56156985759735,33.75721505641937,8,0.13333332485622884,2590.2831686475647,35.2499977588655,0.16244725738396623,17.620549774790934,11.74819957676803,35.304496255800835,38.63803869954206,11.0,11.0,11.0,11.0,19427.125,19129.5,27931.099999999995,30522.219999999998,264.375,245.5,421.29999999999995,438.65999999999997,155417,2115,0,0.2726896111536395,0.0,0.9587241614632155,0.9716431151870486,,,,,0.08382192886985218,539
3,1788388530.7117455,1788388560.7117455,2,6,5,10,5,5,5,2,2,0,0.3333333333333333,3992.4,95.66666666666667,3.697337031364441,3.425181746482849,7.332901358604431,7.858484530448914,0.4555198285101822,3961,0,82.56610298156738,65.5974570910136,65024,0,2,11.757264839278328,6.777211427688599,33.21220343112945,33.687341771125794,18,0.19999999152289533,4063.8998277494716,53.06666441740823,0.36869134053479724,21.409793012797298,19.977868429002168,45.13534316662543,47.27868612239606,16.857142857142858,16.0,36.29999999999998,43.259999999999984,20319.5,19242.5,30823.2,31100.64,265.3333333333333,219.5,479.44999999999965,644.6899999999996,365751,4776,0,0.38906275261060735,0.0,0.9788430433369127,0.9813696017023457,,,,,0.034903860782455,509
4,1788388560.7117455,1788388590.7117455,1,7,6,9,7,7,2,1,1,0,0.3,5107.2,84.66666666666667,2.2960339954921176,2.1194159984588623,4.794791769981384,4.982150950431824,0.8838574423480083,4536,0,86.06481575965881,64.13966010014217,17728,0,1,8.49674211608039,4.523010492324829,32.26009411811828,33.62445581436157,27,0.22499999284744285,4615.183186620611,61.50833137803614,0.5506181478889667,26.738238098405528,24.953600156990987,60.174932747962394,84.6130183163896,24.875,15.0,69.25,127.44999999999996,20511.925925925927,19859.0,31030.1,31163.5,273.3703703703704,225.0,557.6999999999999,659.7399999999999,553822,7381,0,0.4930291244276901,0.6282332799880903,0.981258135892106,0.9853094518677854,,,,,0.011790658755514993,479
5,1788388590.7117455,1788388620.7117455,5,2,4,7,6,6,1,5,5,0,0.23333333333333334,3878.1,65.66666666666667,3.887498458226522,3.8763047456741333,7.253193974494934,7.330001282691955,0.7639579878385848,5724,0,57.83233284950256,72.46079388118926,27328,3,2,7.594027322881362,4.49899160861969,31.271578168869013,33.575544514656066,34,0.2266666609022354,4595.27988313599,60.626665124850845,0.5713884467746466,30.503680842202613,26.73206412346832,60.840241610519,82.8024052580232,21.904761904761905,15.0,45.0,122.60000000000007,20273.29411764706,19633.5,30896.05,31161.75,267.47058823529414,233.5,525.8499999999998,652.6700000000002,689292,9094,0,0.5005255567966249,0.6765469928727929,0.9799577014393096,0.9850047482622779,,,,,0.05300237568608179,449
6,1788388620.7117455,1788388650.7117455,4,4,5,8,5,5,3,4,3,1,0.26666666666666666,5388.566666666667,112.53333333333333,4.376098053795951,5.228596925735474,7.511388325691222,7.931239609718322,0.8282306163021869,6216,0,93.12634873390198,61.197354694207505,27648,0,4,7.035140565463474,4.776000618934631,30.023247492313363,33.5196458864212,42,0.2333333283883555,4838.661008566517,62.59999867333309,0.6280722534794196,31.00524026140497,26.73206412346832,58.168146717365666,80.73313319131852,20.25,15.0,44.65,115.81000000000004,20737.119047619046,20160.5,30731.499999999996,31159.75,268.2857142857143,245.5,492.5999999999999,644.5899999999996,870959,11268,0,0.5585783916318524,0.8229701464156683,0.9825645208368312,0.9866844167066715,,,,,0.053891795105852625,419
7,1788388650.7117455,1788388680.7117455,1,7,3,10,6,6,4,1,1,0,0.3333333333333333,4221.733333333334,65.2,1.2305480241775513,0.3655056953430176,4.193513214588165,5.1052729249000555,0.8392857142857143,6789,0,26.86904287338257,88.80456546942392,20160,0,1,6.221990663271684,4.464812278747559,27.425100219249703,33.44977260112763,52,0.24761904312099198,5199.199905555363,70.20476062947662,0.6370829642751697,34.058169662918154,28.09504465727293,67.85594355993702,93.67439414004308,17.82857142857143,13.0,44.3,109.01999999999967,20996.76923076923,20645.0,30426.499999999996,31157.25,283.5192307692308,233.5,630.4499999999996,1069.5300000000004,1091832,14743,0,0.5806240326266814,0.8834586926772835,0.9880174802208865,0.9897122201711904,,,,,0.010807616238926121,389
8,1788388680.7117455,1788388710.7117455,2,6,4,9,8,8,1,2,2,0,0.3,5741.066666666667,54.13333333333333,0.6973533928394318,0.5261375904083252,1.2876299023628235,1.3296218514442444,0.9310861423220974,7079,0,39.894654512405396,83.37722728649774,11776,1,1,5.467352871034966,3.277636766433716,25.08676767349243,33.3868866443634,61,0.2541666626267964,5335.954081853961,68.8666655720605,0.6683280471227911,36.727680357324,33.33528267689328,70.76934472284917,93.24528853878239,56.348837209302324,12.0,132.29999999999987,952.4199999999983,20993.918032786885,20791.0,30152.0,31155.0,270.95081967213116,214.0,585.0,1051.7999999999997,1280629,16528,0,0.6358728525513554,0.8973758109809238,0.9883823609692283,0.9896237218706887,,,,,0.05076127280600129,359
9,1788388710.7117455,1788388740.7117455,3,5,4,5,3,3,2,3,3,0,0.16666666666666666,3052.766666666667,47.06666666666667,4.929552793502808,4.787998080253601,7.446757245063781,7.7506328439712515,0.4943899018232819,8412,0,76.54870295524597,68.10470710198085,46144,0,3,5.359594601573366,3.6871827840805054,23.76514357328415,33.35195000171661,66,0.24444444099080911,5196.362889546106,63.92592502274796,0.6637111223411586,34.83545546138614,28.9226146901442,69.81146402398659,93.006896538082,55.71739130434783,12.0,133.5,922.4499999999971,21257.848484848484,20884.0,30609.5,31153.75,261.5151515151515,206.5,562.25,1041.949999999999,1403018,17260,0,0.6012536268226012,0.8717207675246073,0.9881636097903839,0.9895745561481877,,,,,0.0371449636625355,329
10,1788388740.7117455,1788388770.7117455,2,6,6,9,6,6,3,2,2,0,0.3,4232.733333333334,100.86666666666666,2.9074702660242715,2.300410747528076,5.748866021633148,5.889208972454071,0.5874620829120324,9245,0,105.90520930290222,55.87282945712408,52224,0,2,5.1551710160573325,3.9224562644958496,21.386220192909224,33.2890640449524,75,0.24999999682108565,5309.389932487616,69.4499991168976,0.6423891944354578,33.499907732554185,27.395679576039154,68.08727876603393,92.57779093682139,51.68627450980392,12.0,125.0,872.5,21237.56,20882.0,30335.0,31151.5,277.8,214.0,683.9,1024.220000000001,1592817,20835,0,0.6066290570433415,0.8696443664261101,0.9884474022358191,0.9895057241366864,,,,,0.047361584102798115,299
