start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788721189838.670,0.000,239975.230,703.466,322984.267,1,18851,119,119,1,0.00,trace_0712,User-001,1.42
1788721189984.765,0.146,245654.956,699.021,402235.683,1,21916,225,225,1,0.00,trace_0714,User-003,1.43
1788721190030.656,0.192,250975.466,701.171,379991.003,1,18360,185,185,1,0.00,trace_0629,User-004,1.43
1788721190081.208,0.243,256452.239,699.254,347355.224,1,20311,131,131,1,0.00,trace_0568,User-005,1.43
1788721190117.243,0.279,16859.955,713.248,329976.032,1,13070,440,440,1,0.00,trace_0398,User-007,1.40
1788721190165.208,0.327,261799.834,706.217,530162.370,1,19408,381,381,1,0.00,trace_0707,User-008,1.42
1788721190195.708,0.357,19904.468,709.971,280463.695,1,12330,368,368,1,0.00,trace_0313,User-009,1.41
1788721190443.444,0.605,24418.000,708.042,202844.502,1,19031,253,253,1,0.00,trace_0587,User-019,1.41
1788721190485.479,0.647,28908.453,706.386,182900.560,1,16565,219,219,1,0.00,trace_0108,User-020,1.42
1788721190537.475,0.699,34378.051,714.173,156501.677,1,20882,172,172,1,0.00,trace_0562,User-023,1.40
1788721190583.623,0.745,39605.780,707.222,173977.991,1,18579,191,191,1,0.00,trace_0569,User-026,1.41
1788721190628.198,0.790,44278.130,706.899,170813.082,1,18429,180,180,1,0.00,trace_0579,User-029,1.41
1788721190730.539,0.892,54844.891,718.014,288199.519,1,18596,326,326,1,0.00,trace_0570,User-041,1.39
1788721190768.694,0.930,6762.011,708.418,238414.558,1,15183,328,328,1,0.00,trace_0052,User-043,1.41
1788721190831.604,0.993,61250.096,718.245,286779.158,1,24544,315,315,1,0.00,trace_0272,User-044,1.39
1788721190913.555,1.075,295263.577,701.971,498835.177,1,29936,291,291,1,0.00,trace_0176,User-053,1.42
1788721190958.301,1.120,65851.742,712.243,153457.632,1,17435,124,124,1,0.00,trace_0666,User-054,1.40
1788721191003.402,1.165,71072.728,707.240,141796.704,1,18280,101,101,1,0.00,trace_0276,User-057,1.41
1788721191047.821,1.209,75726.645,724.059,205333.129,1,17876,180,180,1,0.00,trace_0586,User-058,1.38
1788721191100.635,1.262,81082.227,724.208,268652.023,1,19464,260,260,1,0.00,trace_0656,User-059,1.38
1788721191155.144,1.316,87256.752,721.993,170285.941,1,21901,116,116,1,0.00,trace_0046,User-061,1.39
1788721191189.457,1.351,9578.466,666.491,60898.266,4,14087,78,78,1,98.16,trace_0546,User-048,1.50
1788721191215.675,1.377,12591.170,672.046,91220.495,3,10674,118,118,1,98.15,trace_0538,User-033,1.49
1788721191257.433,1.419,91836.458,730.882,200007.067,4,17635,149,149,1,96.65,trace_0062,User-035,1.37
1788721191310.358,1.472,97453.826,731.616,189637.462,3,20935,127,127,1,99.06,trace_0726,User-017,1.37
1788721191358.527,1.520,103577.621,735.023,157969.291,3,21314,75,75,1,96.67,trace_0582,User-042,1.36
1788721191405.309,1.567,109082.777,735.783,247409.891,3,20692,189,189,1,73.42,trace_0449,User-055,1.36
1788721191470.448,1.632,117781.272,743.022,175737.003,24,28230,79,79,1,99.53,trace_0527,User-060,1.35
1788721191534.606,1.696,125081.122,737.041,178148.091,7,26429,73,73,1,99.51,trace_0594,User-052,1.36
1788721191604.323,1.766,134044.641,737.878,221852.116,6,30058,120,120,1,99.36,trace_0588,User-025,1.36
1788721191669.531,1.831,142746.255,728.701,268082.783,20,28119,173,173,1,99.06,trace_0418,User-022,1.37
1788721191747.720,1.909,152660.466,738.945,231727.571,7,32378,108,108,1,99.60,trace_0729,User-045,1.35
1788721191810.658,1.972,160818.141,736.010,237363.188,9,27350,105,105,1,95.96,trace_0441,User-064,1.36
1788721191861.505,2.023,167020.083,712.105,523072.451,4,21832,501,501,1,84.05,trace_0082,User-030,1.40
1788721191930.384,2.092,175272.220,720.823,286999.837,3,28640,156,156,1,90.84,trace_0243,User-050,1.39
1788721191978.219,2.140,181397.934,725.365,261188.119,5,20548,111,111,1,96.52,trace_0610,User-063,1.38
1788721192047.048,2.208,190524.045,710.403,376649.660,3,30011,263,263,1,71.46,trace_0661,User-038,1.41
1788721192177.410,2.339,208413.052,706.083,395525.082,6,31169,266,266,1,88.71,trace_0396,User-006,1.42
1788721192235.130,2.396,215653.413,701.704,367221.539,3,25895,217,217,1,98.02,trace_0266,User-021,1.43
1788721192285.712,2.447,221977.854,705.355,391968.526,3,22909,242,242,1,96.99,trace_0253,User-013,1.42
1788721192429.089,2.590,231859.186,702.876,448344.883,8,31527,309,309,1,98.56,trace_0687,User-015,1.42
1788721192479.612,2.641,298322.824,700.180,473367.926,1,16892,251,251,1,0.00,trace_0054,User-065,1.43
1788721192533.743,2.695,304458.297,699.681,426902.456,1,21193,176,176,1,0.00,trace_0681,User-066,1.43
1788721192577.386,2.739,309084.064,701.106,390412.388,1,17368,117,117,1,0.00,trace_0312,User-067,1.43
1788721192606.698,2.768,276155.985,705.684,449754.255,1,11897,247,247,1,0.00,trace_0307,User-068,1.42
1788721192656.336,2.818,315392.484,704.292,514002.765,5,23068,283,283,1,91.20,trace_0164,User-034,1.42
1788721192781.133,2.942,320038.991,706.339,505099.745,1,18368,263,263,1,0.00,trace_0672,User-069,1.42
1788721192822.876,2.984,324738.839,702.965,470955.486,1,16517,209,209,1,0.00,trace_0477,User-070,1.42
1788721192883.738,3.045,331808.613,711.877,555337.939,1,23858,315,315,1,0.00,trace_0673,User-071,1.40
1788721192934.860,3.096,335707.137,712.249,556504.396,1,15435,311,311,1,0.00,trace_0015,User-072,1.40
1788721194790.681,4.952,345693.842,712.812,559537.410,1,21460,301,301,1,0.00,trace_0203,User-073,1.40
1788721195447.880,5.609,355979.317,709.526,480855.903,1,17686,177,177,1,0.00,trace_0559,User-075,1.41
1788721195557.236,5.719,360672.360,713.585,544063.692,1,18489,258,258,1,0.00,trace_0634,User-076,1.40
1788721218185.318,28.347,347995.166,709.105,552217.300,8,31853,289,289,1,92.91,trace_0489,User-037,1.41
1788721224172.776,34.334,345836.826,708.709,494665.631,3,13162,211,211,1,97.32,trace_0220,User-039,1.41
1788721234718.784,44.880,339402.221,705.145,431776.154,3,15785,132,132,1,50.30,trace_0334,User-046,1.42
1788721252236.712,62.398,334881.453,716.016,495985.160,1,16793,226,226,1,0.00,trace_0202,User-077,1.40
1788721288497.961,98.659,301841.393,706.143,375280.236,4,11147,105,105,1,95.27,trace_0538,User-033,1.42
1788721352609.967,162.771,251279.630,712.053,345270.683,1,21632,133,133,1,0.00,trace_0366,User-078,1.40
1788721353206.114,163.367,255556.526,707.917,330595.735,1,19105,107,107,1,0.00,trace_0269,User-079,1.41
1788721371369.102,181.530,246213.614,709.354,324951.882,25,28379,112,112,1,99.54,trace_0527,User-060,1.41
1788721371650.329,181.812,251429.849,715.224,441679.374,1,19001,267,267,1,0.00,trace_0725,User-080,1.40
1788721373547.374,183.709,255151.159,715.479,454054.229,1,21239,279,279,1,0.00,trace_0572,User-081,1.40
1788721374765.849,184.927,262055.473,716.818,420472.227,8,27396,222,222,1,96.43,trace_0594,User-052,1.40
1788721378464.516,188.626,264504.095,715.598,382577.726,2,19879,166,166,1,83.23,trace_0108,User-020,1.40
1788721384031.351,194.193,270939.287,713.074,350090.498,4,21124,112,112,1,99.38,trace_0726,User-017,1.40
1788721399460.205,209.622,260356.225,715.339,331890.167,1,18762,101,101,1,0.00,trace_0263,User-083,1.40
1788721402470.657,212.632,262795.369,717.434,442153.927,2,18857,251,251,1,94.56,trace_0586,User-058,1.39
1788721416565.554,226.727,257921.004,703.781,307889.455,7,30240,72,72,1,99.57,trace_0588,User-025,1.42
1788721421629.841,231.791,256038.151,719.458,383382.206,1,11642,178,178,1,0.00,trace_0461,User-084,1.39
1788721441279.366,251.441,256596.048,717.822,369294.165,2,20257,158,158,1,74.68,trace_0052,User-043,1.39
1788721462840.978,273.002,250275.637,715.132,368272.370,21,28297,166,166,1,99.53,trace_0418,User-022,1.40
1788721464915.166,275.076,251382.929,719.836,372315.433,1,11642,169,169,1,0.00,trace_0482,User-086,1.39
1788721472220.851,282.382,250346.129,719.775,341757.548,6,20996,128,128,1,97.83,trace_0610,User-063,1.39
