start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788726191639.629,0.000,388163.096,207.691,412670.601,1,18851,119,35,1,0.00,trace_0712,User-001,4.81
1788726191782.248,0.143,394723.357,204.420,440513.546,1,21916,225,64,1,0.00,trace_0714,User-003,4.89
1788726191828.818,0.189,399684.388,241.423,444106.219,1,18361,185,62,1,0.00,trace_0629,User-004,4.14
1788726191878.551,0.239,406058.760,297.578,444743.920,1,20311,131,54,1,0.00,trace_0568,User-005,3.36
1788726191910.160,0.271,42246.858,217.259,138275.217,1,13070,443,136,1,0.00,trace_0398,User-007,4.60
1788726191957.624,0.318,411131.997,194.621,485087.943,1,19408,381,103,1,0.00,trace_0707,User-008,5.14
1788726191989.569,0.350,45477.710,205.044,120729.018,1,12330,368,107,1,0.00,trace_0313,User-009,4.88
1788726192052.680,0.413,418564.735,213.277,564019.516,1,24258,683,196,1,0.00,trace_0694,User-011,4.69
1788726192233.794,0.594,431529.486,237.848,491467.068,1,19031,253,84,1,0.00,trace_0587,User-019,4.20
1788726192274.384,0.635,435813.824,234.712,486981.099,1,16565,219,72,1,0.00,trace_0108,User-020,4.26
1788726192325.463,0.686,442355.370,277.875,490705.681,1,20882,175,68,1,0.00,trace_0562,User-023,3.60
1788726192370.216,0.731,447357.142,243.225,493569.873,1,18579,191,65,1,0.00,trace_0569,User-026,4.11
1788726192415.173,0.776,452922.907,226.825,493524.546,1,18430,180,57,1,0.00,trace_0579,User-029,4.41
1788726192461.703,0.822,66584.718,183.675,254483.829,1,19520,1024,260,1,0.00,trace_0278,User-040,5.44
1788726192506.013,0.866,72145.844,246.290,152189.934,1,18596,326,112,1,0.00,trace_0570,User-041,4.06
1788726192542.386,0.903,10515.417,226.233,84493.562,1,15183,328,108,1,0.00,trace_0052,User-043,4.42
1788726192603.928,0.964,79527.642,214.977,147030.542,1,24544,315,95,1,0.00,trace_0272,User-044,4.65
1788726192683.371,1.044,524845.340,247.350,596576.702,1,29936,291,92,1,0.00,trace_0176,User-053,4.04
1788726192725.728,1.086,84308.365,236.338,113377.951,1,17434,124,42,1,0.00,trace_0666,User-054,4.23
1788726192769.589,1.130,89958.953,287.233,118682.214,1,18280,101,41,1,0.00,trace_0276,User-057,3.48
1788726192812.438,1.173,94856.322,285.812,146016.611,1,17877,180,72,1,0.00,trace_0586,User-058,3.50
1788726192860.086,1.220,100518.976,226.227,159111.705,1,19464,260,82,1,0.00,trace_0656,User-059,4.42
1788726192912.903,1.273,107074.193,224.917,132939.687,1,21900,116,37,1,0.00,trace_0046,User-061,4.45
1788726192953.259,1.314,111903.894,237.152,171192.016,1,16893,251,83,1,0.00,trace_0054,User-065,4.22
1788726193004.934,1.365,118440.180,251.231,162405.564,1,21193,176,62,1,0.00,trace_0681,User-066,3.98
1788726193034.307,1.395,12677.093,210.198,64385.832,1,11896,247,77,1,0.00,trace_0307,User-068,4.76
1788726193094.589,1.455,125866.687,244.227,200111.831,1,23858,305,101,1,0.00,trace_0673,User-071,4.09
1788726193136.956,1.497,130769.608,228.632,171008.762,1,17686,177,57,1,0.00,trace_0559,User-075,4.37
1788726193181.520,1.542,136386.225,207.967,189833.833,1,18489,258,75,1,0.00,trace_0634,User-076,4.81
1788726193226.670,1.587,141497.227,265.769,212191.679,1,19001,267,99,1,0.00,trace_0725,User-080,3.76
1788726193279.263,1.640,147976.529,253.681,250717.431,1,21285,406,143,1,0.00,trace_0739,User-082,3.94
1788726193353.934,1.714,533703.143,248.072,643847.301,1,29853,445,145,1,0.00,trace_0074,User-088,4.03
1788726193399.107,1.759,153603.374,205.325,190972.584,1,18879,183,53,1,0.00,trace_0671,User-089,4.87
1788726193440.556,1.801,158528.183,195.930,179296.782,1,17210,107,30,1,0.00,trace_0285,User-091,5.10
1788726193489.533,1.850,164313.649,220.751,204710.997,1,19857,184,57,1,0.00,trace_0584,User-093,4.53
1788726193536.315,1.897,170011.649,251.478,237156.355,1,19606,268,94,1,0.00,trace_0386,User-095,3.98
1788726193586.042,1.946,176458.901,217.071,259162.874,1,20676,382,115,1,0.00,trace_0658,User-096,4.61
1788726193638.925,1.999,183038.754,248.921,259955.419,1,22136,310,107,1,0.00,trace_0515,User-099,4.02
1788726193687.681,2.048,188723.867,209.155,239966.878,1,19586,246,72,1,0.00,trace_0600,User-100,4.78
1788726193759.712,2.120,542037.899,268.519,608630.625,1,28564,249,85,1,0.00,trace_0374,User-102,3.72
1788726193808.679,2.169,194461.569,222.224,266462.232,1,20249,325,100,1,0.00,trace_0695,User-108,4.50
1788726193858.565,2.219,200217.064,215.239,358202.807,1,20528,735,211,1,0.00,trace_0275,User-112,4.65
1788726193984.342,2.345,205821.409,265.764,273857.101,1,18778,257,94,1,0.00,trace_0653,User-117,3.76
1788726194026.106,2.386,210809.458,236.925,261037.538,1,17668,213,70,1,0.00,trace_0737,User-119,4.22
1788726194073.723,2.434,216466.823,307.006,272034.913,1,18968,182,77,1,0.00,trace_0710,User-120,3.26
1788726194143.611,2.504,561293.281,206.857,608249.923,1,27667,228,60,1,0.00,trace_0356,User-123,4.83
1788726194198.147,2.559,223023.515,208.778,346620.180,1,22381,593,165,1,0.00,trace_0596,User-126,4.79
1788726194244.814,2.605,228705.399,300.674,289742.237,1,19319,204,83,1,0.00,trace_0731,User-127,3.33
1788726194269.481,2.630,14625.193,181.782,35893.745,3,10676,118,32,1,98.15,trace_0538,User-033,5.50
1788726194304.283,2.665,17994.267,248.153,37102.028,4,14087,78,29,1,98.16,trace_0546,User-048,4.03
1788726194340.648,2.701,24324.548,221.492,60206.206,3,20650,163,54,1,95.34,trace_0477,User-070,4.51
1788726194385.758,2.746,235050.586,235.997,279417.970,3,20692,189,61,1,73.42,trace_0449,User-055,4.24
1788726194452.715,2.813,570885.062,211.005,626801.416,6,31171,266,74,1,88.71,trace_0396,User-006,4.74
1788726194503.702,2.864,241488.296,199.500,266625.322,3,20946,127,35,1,99.06,trace_0726,User-017,5.01
1788726194566.429,2.927,580132.891,239.443,621317.093,20,28117,173,54,1,99.06,trace_0418,User-022,4.18
1788726194632.566,2.993,589650.137,230.731,617107.086,6,30059,120,36,1,99.36,trace_0588,User-025,4.33
1788726194658.542,3.019,27351.508,182.133,65599.346,3,13161,211,57,1,97.32,trace_0220,User-039,5.49
1788726194707.017,3.067,248038.929,163.680,287485.719,3,22909,242,54,1,96.99,trace_0253,User-013,6.11
1788726194815.774,3.176,252948.004,221.290,285698.919,4,17633,149,45,1,96.65,trace_0062,User-035,4.52
1788726194932.207,3.293,259533.723,222.221,370644.024,4,21833,501,146,1,84.05,trace_0082,User-030,4.50
1788726194978.856,3.339,266148.770,222.393,282605.823,3,21314,75,23,1,96.67,trace_0582,User-042,4.50
1788726195037.697,3.398,274463.359,263.137,331301.053,3,25895,217,76,1,98.02,trace_0266,User-021,3.80
1788726195233.854,3.594,281124.981,249.952,351611.320,5,23068,283,93,1,91.20,trace_0164,User-034,4.00
1788726195735.318,4.096,57598.304,208.531,80536.730,5,20548,111,33,1,96.52,trace_0610,User-063,4.80
1788726195873.342,4.234,289053.978,242.170,314239.688,9,27352,105,35,1,95.96,trace_0441,User-064,4.13
