period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788731094.5580547,1788731124.5580547,32,0,0,0,0,0,0,32,32,0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,27,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.08172015669968424,569
2,1788731124.5580547,1788731154.5580547,32,0,0,0,0,0,0,32,0,32,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,22,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.15046634733434794,539
3,1788731154.5580547,1788731184.5580547,31,1,0,1,0,0,1,31,0,31,0.03333333333333333,0.0,32.7,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,17,14,25.570029973983765,25.570029973983765,25.570029973983765,25.570029973983765,1,0.011111110875635976,225.66666188416667,1.455555524708313,0.0,2.408647897293283,2.408647897293283,2.408647897293283,2.408647897293283,0.0,0.0,0.0,0.0,20310.0,20310.0,20310.0,20310.0,131.0,131.0,131.0,131.0,20310,131,0,0.0,0.0,0.0,0.0,,,,,0.20415331441270645,509
4,1788731184.5580547,1788731214.5580547,30,2,0,2,0,0,2,30,1,29,0.06666666666666667,0.0,33.86666666666667,0.0,0.0,0.0,0.0,0.0,12599,0,0.0,100.0,0,15,15,20.19957160949707,19.929260969161987,25.005953073501587,25.45721459388733,3,0.024999999602635707,504.883325308429,4.508333261675306,0.0,2.4271967541487887,2.408647897293283,2.543722296929654,2.555728910230665,0.0,0.0,0.0,0.0,20195.333333333332,20310.0,21754.5,21882.9,180.33333333333334,185.0,221.0,224.2,60586,541,0,0.0,0.0,0.0,0.0,,,,,0.23003518638313147,479
5,1788731214.5580547,1788731244.5580547,29,3,0,6,0,0,6,29,5,24,0.2,0.0,34.5,0.0,0.0,0.0,0.0,0.0,12794,0,0.0,100.0,0,16,13,39.51988252003988,25.570029973983765,83.67490301132202,86.87024557113648,9,0.05999999923706056,1162.773318547906,13.26666649797228,0.28792912513842744,2.5825849572509196,2.525856652756316,3.2129910198762763,3.2793761033908124,6.5,6.5,6.95,6.99,19379.555555555555,20310.0,26795.399999999998,29398.28,221.11111111111111,185.0,411.2,434.24,174416,1990,0,0.0,0.0,0.0,0.0,,,,,0.21374200890191808,449
6,1788731244.5580547,1788731274.5580547,30,2,0,4,0,0,4,30,5,25,0.13333333333333333,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,13898,0,0.0,100.0,0,16,14,49.2238209430988,55.11168575286865,91.07132596969603,95.15401968002318,13,0.07222222145692803,1436.5055403337951,15.48333316926603,0.30007483162883514,2.486761558757264,2.4508869479211186,3.1715003426796913,3.2710779679514954,6.666666666666667,7.0,7.0,7.0,19890.076923076922,19030.0,28890.399999999998,29817.28,214.3846153846154,185.0,396.7999999999999,431.3599999999999,258571,2787,0,0.0,0.0,0.0,0.0,,,,,0.22509438501107437,419
7,1788731274.5580547,1788731304.5580547,31,1,0,4,0,0,4,31,5,26,0.13333333333333333,0.0,35.96666666666667,0.0,0.0,0.0,0.0,0.0,14552,0,0.0,100.0,0,16,15,63.52301683145411,60.857656955718994,148.45355405807496,152.30888441085816,17,0.08095238021712185,1633.2380804040265,17.457142698586395,0.30121396054628224,2.516037614110465,2.4508869479211186,3.2175388319820226,3.2802856658119617,7.75,7.0,10.399999999999999,10.879999999999999,20175.29411764706,19030.0,30273.2,30990.64,215.64705882352942,185.0,392.79999999999995,430.56,342980,3666,0,0.0,0.0,0.0,0.0,,,,,0.23479027145739928,389
8,1788731304.5580547,1788731334.5580547,30,2,0,3,0,0,3,30,2,28,0.1,0.0,36.43333333333333,0.0,0.0,0.0,0.0,0.0,15185,0,0.0,100.0,0,14,16,73.09717477560044,68.84036898612976,147.54996100664138,152.12816580057142,20,0.08333333267105951,1763.783319316043,18.474999853173895,0.4245810055865922,2.516376875467931,2.463820115832543,3.2028325428031312,3.2773444079761833,10.285714285714286,11.0,15.0,15.0,21165.4,19859.0,31187.8,31458.36,221.7,204.0,383.95000000000005,428.7899999999999,423308,4434,0,0.0,0.0,0.0,0.0,,,,,0.24112706110814053,359
9,1788731334.5580547,1788731364.5580547,30,2,0,2,0,0,2,30,2,28,0.06666666666666667,0.0,45.46666666666667,0.0,0.0,0.0,0.0,0.0,15204,0,0.0,100.0,0,12,18,78.55850217559122,74.49801516532898,152.97151931524277,164.6500901508331,22,0.08148148090587559,1711.485173094819,17.777777652191038,0.43402925720778296,2.550944842766491,2.487347828065565,3.1924598735039846,3.275383569418998,9.75,9.0,15.0,15.0,21004.590909090908,19859.0,31113.95,31451.239999999998,218.1818181818182,204.0,380.34999999999997,427.60999999999996,462101,4800,0,0.0,0.0,0.0,0.0,,,,,0.28268887285164257,329
10,1788731364.5580547,1788731394.5580547,31,1,0,4,0,0,4,31,5,26,0.13333333333333333,0.0,44.6,0.0,0.0,0.0,0.0,0.0,15426,0,0.0,100.0,0,12,19,83.05787016795232,91.92188715934753,151.76672857999802,164.07402062416077,26,0.08666666611565484,1851.9666548921798,17.353333223003812,0.47216009417304294,2.5487637543029695,2.463820115832543,3.2714618923046266,3.36672648043608,24.727272727272727,11.0,93.5,132.30000000000004,21368.846153846152,20330.5,30936.0,31437.0,200.23076923076923,182.5,377.75,425.25,555590,5206,0,0.0,0.0,0.0,0.0,,,,,0.28794252516829766,299
11,1788731394.5580547,1788731424.5580547,27,5,0,6,0,0,6,27,2,25,0.2,0.0,48.03333333333333,0.0,0.0,0.0,0.0,0.0,15487,0,0.0,100.0,0,8,19,89.43871496617794,99.04062247276306,159.75349917411802,175.49451120853425,32,0.09696969640922722,2056.687866900543,22.848484716424164,0.47093415598187605,2.557815602256599,2.487347828065565,3.2420493139468425,3.3610661519427496,22.428571428571427,11.5,78.94999999999996,129.38999999999993,21209.59375,20330.5,30655.2,31415.64,235.625,204.0,467.44999999999993,628.6500000000002,678707,7540,0,0.0,0.0,0.0,0.0,,,,,0.27169047948458114,269
12,1788731424.5580547,1788731454.5580547,24,8,0,8,0,0,8,24,5,19,0.26666666666666666,0.0,47.2,0.0,0.0,0.0,0.0,0.0,16275,0,0.0,100.0,0,8,16,99.70131030678749,101.7810572385788,184.9972390413284,196.32953546524047,40,0.11111111052242327,2316.5583210597656,25.92777764040747,0.41577958672510956,2.517721869706752,2.463820115832543,3.202832542803131,3.353519047284975,21.466666666666665,11.0,74.0999999999999,128.41999999999996,20849.025,20235.0,30280.799999999996,31387.16,233.35,204.0,443.04999999999984,613.8499999999999,833961,9334,0,0.0,0.0,0.0,0.0,,,,,0.23112829506206534,239
13,1788731454.5580547,1788731484.5580547,29,3,0,4,0,0,4,29,9,20,0.13333333333333333,0.0,43.06666666666667,0.0,0.0,0.0,0.0,0.0,17261,0,0.0,100.0,0,13,16,100.79908625104211,101.7810572385788,183.74830605983735,196.1002256965637,44,0.11282051226874859,2344.325629560394,26.674358843904354,0.4030852735323525,2.523793472145987,2.487347828065565,3.1815187276916204,3.349745494956088,22.0,11.5,69.25,127.44999999999996,20779.25,20235.0,30221.4,31372.920000000002,236.4318181818182,204.0,468.90000000000003,606.45,914287,10403,0,0.0,0.0,0.0,0.0,,,,,0.24505826381436346,209
14,1788731484.5580547,1788731514.5580547,30,2,0,9,0,0,9,30,10,20,0.3,0.0,37.333333333333336,0.0,0.0,0.0,0.0,0.0,18284,0,0.0,100.0,0,18,12,98.329039627651,100.90823125839233,181.23866329193115,195.584278717041,53,0.1261904756174066,2622.461892852502,29.311904628790426,0.459895894948539,2.5810394713687463,2.521708579047215,3.3337078975583174,3.8730662188790377,18.434782608695652,11.0,43.49999999999998,120.66000000000011,20781.77358490566,20310.0,30289.6,31340.879999999997,232.28301886792454,199.0,453.59999999999997,589.7999999999994,1101434,12311,0,0.0,0.0,0.0,0.0,,,,,0.18580105422043403,179
15,1788731514.5580547,1788731544.5580547,31,1,0,3,0,0,3,31,4,27,0.1,0.0,37.9,0.0,0.0,0.0,0.0,0.0,18312,0,0.0,100.0,0,16,15,96.00739195517131,99.73272335529327,180.4021157026291,195.41229639053347,56,0.12444444391698013,2540.1111003447168,28.257777658005704,0.4757719308258661,2.59784669294221,2.5284294538995944,3.319557076324991,3.8581599697742974,116.15384615384616,11.0,117.75,1967.5,20411.60714285714,20020.0,30268.75,31330.2,227.07142857142858,195.0,448.5,584.2500000000006,1143050,12716,0,0.0,0.0,0.0,0.0,,,,,0.22648538761733472,149
16,1788731544.5580547,1788731574.5580547,30,2,0,5,0,0,5,30,4,26,0.16666666666666666,0.0,43.2,0.0,0.0,0.0,0.0,0.0,18697,0,0.0,100.0,0,15,15,93.2077920358689,96.17469310760498,179.00786972045898,195.1256591796875,61,0.12708333282834955,2615.0229062754993,28.033333221938875,0.5047515189281819,2.603062332329813,2.531002255042872,3.2959723742694464,3.8333162212663905,101.93333333333334,11.0,98.34999999999972,1870.1400000000021,20577.22950819672,20160.0,30234.0,31312.399999999998,220.59016393442624,185.0,440.0,574.9999999999998,1255211,13456,0,0.0,0.0,0.0,0.0,,,,,0.2213675948742302,119
17,1788731574.5580547,1788731604.5580547,30,2,0,5,0,0,5,30,5,25,0.16666666666666666,0.0,40.93333333333333,0.0,0.0,0.0,0.0,0.0,18869,0,0.0,100.0,0,16,14,90.90158754406553,87.0276073217392,177.98667401075363,194.8390219688415,66,0.12941176422189538,2660.27057828615,28.13137244381111,0.5241478636581853,2.619954638798415,2.557144375030445,3.2714618923046266,3.808472472758483,91.08823529411765,11.0,78.94999999999979,1772.7800000000043,20556.636363636364,20283.5,30213.0,31294.6,217.37878787878788,182.5,427.75,565.749999999999,1356738,14347,0,0.0,0.0,0.0,0.0,,,,,0.2139676105790983,89
