period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788387659.8618476,1788387689.8618476,0,1,2,2,2,2,0,0,0,0,0.06666666666666667,1358.9,11.466666666666667,5.768904685974121,5.768904685974121,6.027226305007934,6.050188226699829,0.0,636,0,18.45652961730957,38.4782346089681,40704,0,0,5.768904685974121,5.768904685974121,6.027226305007934,6.050188226699829,2,0.06666666401757144,1358.8999460021676,11.46666621102229,0.0,48.24577964024103,48.24577964024103,56.24030202211074,56.95092623383249,0.0,0.0,0.0,0.0,20383.5,20383.5,21762.75,21885.35,172.0,172.0,219.7,223.94,40767,344,0,0.0,0.0,0.0,0.0,,,,,0.0,569
2,1788387689.8618476,1788387719.8618476,1,0,1,1,1,1,0,1,1,0,0.03333333333333333,1005.0666666666667,9.433333333333334,2.985947608947754,2.985947608947754,2.985947608947754,2.985947608947754,0.7276595744680852,1050,0,7.9452784061431885,73.51573864618936,8192,1,0,4.841252326965332,5.4818806648254395,5.998523902893067,6.044447746276855,3,0.049999999006589274,1181.9833098494348,10.449999792377158,0.3092224231464738,51.11802329185188,56.86251059507356,57.10197511759399,57.12326085292914,16.0,16.0,16.0,16.0,23639.666666666668,21916.0,29328.399999999998,29987.28,209.0,225.0,277.2,281.84,70919,627,0,0.18121517643937385,0.0,0.6161315998938708,0.7031148845847703,,,,,0.02822736369062251,539
3,1788387719.8618476,1788387749.8618476,0,1,1,1,0,0,1,0,0,0,0.03333333333333333,612.0333333333333,6.166666666666667,4.946197032928467,4.946197032928467,4.946197032928467,4.946197032928467,0.0,1050,0,7.87824559211731,73.73918135960898,18304,0,0,4.867488503456116,5.214038848876953,5.969821500778198,6.038707265853882,4,0.044444443855756605,991.9999868604874,9.02222210271859,0.24568965517241378,54.0272071585051,56.99554644091825,61.91083228770948,62.5859734643137,16.0,16.0,16.0,16.0,22320.0,20383.5,28916.6,29904.92,203.0,205.0,274.29999999999995,281.26,89280,812,0,0.18121517643937385,0.0,0.6161315998938708,0.7031148845847703,,,,,0.0,509
4,1788387749.8618476,1788387779.8618476,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050,0,0.0,100.0,0,0,0,4.867488503456116,5.214038848876953,5.969821500778198,6.038707265853882,4,0.03333333300219642,743.9999926090242,6.766666599445873,0.24568965517241378,54.0272071585051,56.99554644091825,61.91083228770948,62.5859734643137,16.0,16.0,16.0,16.0,22320.0,20383.5,28916.6,29904.92,203.0,205.0,274.29999999999995,281.26,89280,812,0,0.18121517643937385,0.0,0.6161315998938708,0.7031148845847703,,,,,0.0,479
5,1788387779.8618476,1788387809.8618476,0,1,1,1,1,1,0,0,0,0,0.03333333333333333,972.1333333333333,2.2,3.7604315280914307,3.7604315280914307,3.7604315280914307,3.7604315280914307,0.6285714285714286,1219,0,5.211352348327637,82.62882550557454,10816,0,0,4.646077108383179,4.946197032928467,5.9411190986633295,6.032966785430908,5,0.0333333330684238,789.6266603912778,5.85333328681522,0.34001082837033025,52.18159304383413,56.86251059507356,61.62952346412439,62.52971169959669,79.0,79.0,135.7,140.74,23688.8,21916.0,29954.4,30112.48,175.6,185.0,271.4,280.68,118444,878,0,0.2704967605452723,0.0,0.7054131839997695,0.7209712014059502,,,,,0.0,449
6,1788387809.8618476,1788387839.8618476,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1536,0,0.0,100.0,0,0,1,4.646077108383179,4.946197032928467,5.9411190986633295,6.032966785430908,5,0.027777777593812825,658.0222178643132,4.877777745473532,0.34001082837033025,52.18159304383413,56.86251059507356,61.62952346412439,62.52971169959669,79.0,79.0,135.7,140.74,23688.8,21916.0,29954.4,30112.48,175.6,185.0,271.4,280.68,118444,878,0,0.2254139671210602,0.0,0.700551303560338,0.7199988253180639,,,,,0.03186696157942159,419
7,1788387839.8618476,1788387869.8618476,0,1,1,2,1,1,1,0,0,0,0.06666666666666667,422.03333333333336,16.866666666666667,3.2664260864257812,3.2664260864257812,3.2664260864257812,3.2664260864257812,0.0,1733,0,9.410009860992432,68.63330046335857,12608,0,0,4.580045700073242,4.946197032928467,5.908202576637268,6.026383481025696,7,0.03333333314411224,721.028567335557,6.6380952004132086,0.265988987717069,54.16279606125868,56.86251059507356,62.67960143620018,62.73972729401184,79.0,79.0,135.7,140.74,21630.85714285714,20311.0,29855.6,30092.72,199.14285714285714,185.0,354.3999999999999,378.87999999999994,151416,1394,0,0.1932119718180516,0.0,0.6956894231209064,0.7190264492301776,,,,,0.0,389
8,1788387869.8618476,1788387899.8618476,0,1,1,3,3,3,0,0,0,0,0.1,1825.9666666666667,23.166666666666668,1.0147090752919514,0.5705547332763672,1.9979469776153562,2.1248262882232667,0.8405627198124267,1869,0,13.452939510345459,55.15686829884847,8704,0,0,3.510444712638855,3.513428807258606,5.8343395113945,6.011610867977143,10,0.0416666664597061,859.1458290659099,8.704166623432604,0.41848164281269445,57.96134848913626,57.534469724150966,71.55475981279352,73.6282313812608,38.4,12.0,116.79999999999998,136.96,20619.5,20203.0,29707.399999999998,30063.08,208.9,213.0,339.0999999999999,375.82,206195,2089,0,0.38965798338810975,0.3138115484844329,0.9429907804701322,0.9471451967798954,,,,,0.0,359
9,1788387899.8618476,1788387929.8618476,0,1,1,2,2,2,0,0,0,0,0.06666666666666667,1753.1666666666667,16.3,1.2721623182296753,1.2721623182296753,1.272602093219757,1.2726411843299865,0.8766788766788767,1970,0,10.704211950302124,64.31929349899292,6464,0,0,3.1373976469039917,3.1261868476867676,5.785097467899322,6.001762459278107,12,0.04444444424821516,958.4814772496335,9.548148105991558,0.5115298785023555,59.14027707647526,57.534469724150966,77.33998758248752,80.46241170695055,30.857142857142858,12.0,104.1999999999999,134.43999999999994,21565.833333333332,20849.0,29608.6,30043.32,214.83333333333334,224.0,328.8999999999999,373.7800000000001,258790,2578,0,0.4704243134330954,0.6434457858569136,0.9418367759396424,0.9469143958737974,,,,,0.0,329
10,1788387929.8618476,1788387959.8618476,1,0,0,0,0,0,0,1,1,0,0.0,0.0,5.966666666666667,0.0,0.0,0.0,0.0,0.0,1998,0,0.0,100.0,0,0,1,3.1373976469039917,3.1261868476867676,5.785097467899322,6.001762459278107,12,0.03999999984105428,862.6333299055365,8.593333299186495,0.5115298785023555,59.14027707647526,57.534469724150966,77.33998758248752,80.46241170695055,30.857142857142858,12.0,104.1999999999999,134.43999999999994,21565.833333333332,20849.0,29608.6,30043.32,214.83333333333334,224.0,328.8999999999999,373.7800000000001,258790,2578,0,0.5062509210740848,0.6592684747449614,0.9412597736743975,0.9467989954207485,,,,,0.015617502837950159,299
