start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788733640345.737,0.000,52509.890,391.061,140107.584,1,21916,225,121,1,0.00,trace_0714,User-003,2.56
1788733640395.293,0.050,57483.731,411.852,133264.416,1,18361,185,106,1,0.00,trace_0629,User-004,2.43
1788733640445.836,0.100,63252.479,480.236,125683.135,1,20311,131,88,1,0.00,trace_0568,User-005,2.08
1788733640478.230,0.132,10799.208,346.541,159811.877,1,13070,431,203,1,0.00,trace_0398,User-007,2.89
1788733640531.009,0.185,68899.043,368.597,207123.039,1,19408,376,187,1,0.00,trace_0707,User-008,2.71
1788733640562.563,0.217,13979.936,308.305,127127.925,1,12330,368,161,1,0.00,trace_0313,User-009,3.24
1788733640629.141,0.283,76202.847,449.103,379796.422,1,24258,677,404,1,0.00,trace_0694,User-011,2.23
1788733640687.210,0.341,83406.779,420.946,574229.382,1,22705,1167,646,1,0.00,trace_0704,User-016,2.38
1788733640810.832,0.465,88995.449,430.951,197595.014,1,19031,253,150,1,0.00,trace_0587,User-019,2.32
1788733640856.302,0.511,93183.943,303.897,159433.434,1,16565,219,92,1,0.00,trace_0108,User-020,3.29
1788733640907.403,0.562,99666.934,451.798,176020.862,1,20882,170,103,1,0.00,trace_0562,User-023,2.21
1788733640952.759,0.607,105254.087,389.150,179192.659,1,18579,191,102,1,0.00,trace_0569,User-026,2.57
1788733640997.517,0.652,110307.881,494.887,197407.990,1,18429,177,118,1,0.00,trace_0579,User-029,2.02
1788733641049.595,0.704,116623.431,374.237,502462.066,1,19520,1032,510,1,0.00,trace_0278,User-040,2.67
1788733641094.362,0.749,121669.366,372.963,242882.251,1,18596,326,166,1,0.00,trace_0570,User-041,2.68
1788733641132.487,0.787,17462.945,367.286,137565.522,1,15183,328,169,1,0.00,trace_0052,User-043,2.72
1788733641195.398,0.850,129708.034,434.517,264842.688,1,24544,312,183,1,0.00,trace_0272,User-044,2.30
1788733641281.621,0.936,139168.144,439.119,264756.063,1,29936,287,169,1,0.00,trace_0176,User-053,2.28
1788733641324.753,0.979,144145.506,489.438,202878.052,1,17435,121,80,1,0.00,trace_0666,User-054,2.04
1788733641368.804,1.023,149762.210,456.875,195449.727,1,18280,101,64,1,0.00,trace_0276,User-057,2.19
1788733641412.735,1.067,154684.804,386.366,223844.262,1,17876,180,95,1,0.00,trace_0586,User-058,2.59
1788733641464.561,1.119,160416.183,363.003,254434.048,1,19465,260,129,1,0.00,trace_0656,User-059,2.75
1788733641518.910,1.173,167130.596,346.007,206921.355,1,21901,116,56,1,0.00,trace_0046,User-061,2.89
1788733641560.017,1.214,171993.390,603.912,301834.538,1,16892,216,152,1,0.00,trace_0054,User-065,1.66
1788733641613.417,1.268,178524.831,489.465,262223.270,1,21193,172,112,1,0.00,trace_0681,User-066,2.04
1788733641642.430,1.297,20197.439,389.571,116031.813,1,11896,247,136,1,0.00,trace_0307,User-068,2.57
1788733641708.064,1.362,186014.435,338.389,292268.425,1,23858,315,144,1,0.00,trace_0673,User-071,2.96
1788733641751.684,1.406,191570.079,466.248,272230.926,1,17686,174,107,1,0.00,trace_0559,User-075,2.14
1788733641796.753,1.451,196605.489,475.214,317309.803,1,18489,255,161,1,0.00,trace_0634,User-076,2.10
1788733641843.909,1.498,202357.443,335.405,290233.560,1,19001,263,117,1,0.00,trace_0725,User-080,2.98
