period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788727402.40413,1788727432.40413,32,0,0,0,0,0,0,32,32,0,0.0,0.0,7.233333333333333,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,26,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.08711436248210724,569
2,1788727432.40413,1788727462.40413,32,0,0,0,0,0,0,32,0,32,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,12282,0,0.0,100.0,0,21,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.1545457835550348,539
3,1788727462.40413,1788727492.40413,32,0,0,1,0,0,1,32,1,31,0.03333333333333333,0.0,29.266666666666666,0.0,0.0,0.0,0.0,0.0,12304,0,0.0,100.0,0,17,15,14.113389015197754,14.113389015197754,14.113389015197754,14.113389015197754,1,0.011111110934504759,166.4444417988813,1.2555555355990378,0.0,2.222521164482465,2.222521164482465,2.222521164482465,2.222521164482465,0.0,0.0,0.0,0.0,14980.0,14980.0,14980.0,14980.0,113.0,113.0,113.0,113.0,14980,113,0,0.0,0.0,0.0,0.0,,,,,0.2129219533684511,509
4,1788727492.40413,1788727522.40413,31,1,0,2,0,0,2,31,1,30,0.06666666666666667,0.0,36.63333333333333,0.0,0.0,0.0,0.0,0.0,12621,0,0.0,100.0,0,14,17,27.60680826505025,31.516828298568726,36.622869563102725,37.07673989772797,3,0.02499999970197678,447.09999467015274,3.5749999573826794,0.0,2.219308526251922,2.222521164482465,2.2422818418259403,2.2440383464786935,0.0,0.0,0.0,0.0,17884.0,18361.0,20116.0,20272.0,143.0,131.0,179.6,183.92,53652,429,0,0.0,0.0,0.0,0.0,,,,,0.24601680013677718,479
5,1788727522.40413,1788727552.40413,29,3,0,3,0,0,3,29,1,28,0.1,0.0,38.8,0.0,0.0,0.0,0.0,0.0,12749,0,0.0,100.0,0,12,17,49.910817583402,34.3535178899765,97.35476630926132,99.239410674572,6,0.03999999961853028,843.8266586193085,6.00666660938263,0.3971486761710794,2.2920973208178994,2.243604801388059,2.4874729577515375,2.536680837545809,6.5,6.5,6.95,6.99,21095.666666666668,20627.5,28025.5,29654.7,150.16666666666666,129.0,215.0,223.0,126574,901,0,0.0,0.0,0.0,0.0,,,,,0.2558869740909494,449
6,1788727552.40413,1788727582.40413,27,5,0,8,0,0,8,27,6,21,0.26666666666666666,0.0,36.13333333333333,0.0,0.0,0.0,0.0,0.0,13217,0,0.0,100.0,0,14,13,50.09225593294416,49.64204180240631,93.58547757863998,98.48555292844772,14,0.07777777715965555,1441.027766325518,16.59444431256365,0.19470793809286072,2.250466274393904,2.2275437743678266,2.554531325325563,2.5627748375318955,6.5,6.5,6.95,6.99,18527.5,18504.0,24767.1,29003.019999999993,213.35714285714286,188.0,376.75,389.75,259385,2987,0,0.0,0.0,0.0,0.0,,,,,0.2220845298220523,419
7,1788727582.40413,1788727612.40413,29,3,0,3,0,0,3,29,5,24,0.1,0.0,33.36666666666667,0.0,0.0,0.0,0.0,0.0,14113,0,0.0,100.0,0,14,15,57.31937004538143,62.093876123428345,118.86253767013547,150.85226484298704,17,0.08095238040093662,1521.061894400493,17.723809403075652,0.24401622718052737,2.2744128630795326,2.242732130134236,2.5521533891121977,2.5622992502892226,6.666666666666667,7.0,7.0,7.0,18789.58823529412,18579.0,28506.8,29750.96,218.94117647058823,185.0,402.99999999999994,435.0,319423,3722,0,0.0,0.0,0.0,0.0,,,,,0.24715869028320125,389
8,1788727612.40413,1788727642.40413,31,1,0,2,0,0,2,31,4,27,0.06666666666666667,0.0,36.63333333333333,0.0,0.0,0.0,0.0,0.0,14573,0,0.0,100.0,0,14,17,59.64940040989926,62.093876123428345,120.43680264949789,151.16711783885958,19,0.07916666619479656,1507.2541576827318,18.104166558757424,0.27408339324227177,2.271041923254286,2.242732130134236,2.5505680983032875,2.5619821921274406,8.75,7.0,13.799999999999997,14.759999999999998,19039.0,18850.0,28312.399999999994,29712.08,228.68421052631578,191.0,397.9999999999999,434.0,361741,4345,0,0.0,0.0,0.0,0.0,,,,,0.28177605724675936,359
9,1788727642.40413,1788727672.40413,30,2,0,3,0,0,3,30,2,28,0.1,0.0,40.333333333333336,0.0,0.0,0.0,0.0,0.0,14873,0,0.0,100.0,0,11,19,70.37763538143851,70.09079372882843,150.93505982160568,157.34409475326538,22,0.08148148104977707,1667.8888800520956,19.025925825122943,0.4001169932728868,2.296973458755792,2.2593965969342573,2.5580893894305206,2.563519638786441,10.285714285714286,11.0,15.0,15.0,20469.545454545456,19219.5,31114.6,31451.239999999998,233.5,218.0,392.4,432.49999999999994,450330,5137,0,0.0,0.0,0.0,0.0,,,,,0.2935631090860761,329
10,1788727672.40413,1788727702.40413,31,1,0,5,0,0,5,31,6,25,0.16666666666666666,0.0,43.06666666666667,0.0,0.0,0.0,0.0,0.0,15443,0,0.0,100.0,0,12,19,77.32457160066676,83.09399843215942,156.69883680343628,161.4165314102173,27,0.08999999957084656,1896.3166576243243,19.313333241240183,0.43896253602305474,2.3040575541864743,2.244477472641882,2.562955605873425,2.577632929945332,22.7,9.0,84.84999999999987,130.57000000000002,21070.185185185186,20311.0,30893.1,31433.44,214.59259259259258,191.0,389.4,429.99999999999994,568895,5794,0,0.0,0.0,0.0,0.0,,,,,0.2829366669037805,299
