start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788388470763.124,0.000,5630.314,250.650,35207.020,1,18851,119,51,1,0.00,trace_0712,User-001,3.99
1788388470898.190,0.135,14672.591,109.137,39119.200,1,21916,225,94,1,0.00,trace_0714,User-003,9.16
1788388470942.707,0.180,19800.271,98.763,37972.733,1,18361,185,70,1,0.00,trace_0629,User-004,10.13
1788388470991.824,0.229,25086.768,98.743,37923.341,1,20311,131,62,1,0.00,trace_0568,User-005,10.13
1788388471023.303,0.260,8503.726,74.799,41565.075,1,13070,443,141,1,0.00,trace_0398,User-007,13.37
1788388471074.643,0.312,30283.062,36.277,44068.202,1,19408,381,126,1,0.00,trace_0707,User-008,27.57
1788388471379.554,0.616,33107.394,36.828,46512.912,1,12330,365,123,1,0.00,trace_0313,User-009,27.15
1788388471824.145,1.061,33806.126,25.335,40519.844,6,31170,266,97,1,88.71,trace_0396,User-006,39.47
1788388513177.838,42.415,7924.109,60.150,33367.360,1,26812,424,198,1,0.00,trace_0330,User-010,16.63
1788388516690.354,45.927,4523.010,103.883,16365.668,2,13739,115,44,1,94.86,trace_0398,User-007,9.63
1788388520175.044,49.412,4096.729,42.862,16183.909,2,30152,283,89,1,72.77,trace_0714,User-003,23.33
1788388522258.323,51.495,2012.645,41.794,14885.277,2,19859,309,101,1,97.73,trace_0707,User-008,23.93
1788388523186.275,52.423,7989.880,38.007,34024.489,1,24258,686,238,1,0.00,trace_0694,User-011,26.31
1788388537103.154,66.340,302.156,22.390,4802.571,3,14000,202,70,1,98.17,trace_0398,User-007,44.66
1788388542558.274,71.795,5127.539,96.028,14922.385,1,17368,103,55,1,0.00,trace_0292,User-012,10.41
1788388545962.182,75.199,1722.824,63.611,9737.784,4,14307,127,33,1,98.20,trace_0398,User-007,15.72
