start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788385547044.484,0.000,11895.830,256.415,42152.754,1,18851,119,76,1,0.00,trace_0712,User-001,3.90
1788385547177.556,0.133,18204.110,132.202,47817.446,1,21916,225,139,1,0.00,trace_0714,User-003,7.56
1788385547224.692,0.180,23655.137,122.412,46178.865,1,18360,185,111,1,0.00,trace_0629,User-004,8.17
1788385547275.133,0.231,29299.764,122.048,45165.939,1,20311,131,91,1,0.00,trace_0568,User-005,8.19
1788385547306.636,0.262,5596.843,153.535,72998.733,1,13070,440,265,1,0.00,trace_0398,User-007,6.51
1788385547353.271,0.309,34832.715,102.484,72649.204,1,19408,370,213,1,0.00,trace_0707,User-008,9.76
1788385547673.041,0.629,38109.632,89.818,71072.780,1,12330,368,202,1,0.00,trace_0313,User-009,11.13
1788385548108.052,1.064,38159.548,63.672,55032.658,6,31170,266,139,1,88.71,trace_0396,User-006,15.71
1788385596402.969,49.358,8416.919,76.865,40930.976,1,26812,424,271,1,0.00,trace_0330,User-010,13.01
1788385605127.328,58.083,3737.214,66.651,22532.733,2,30152,283,164,1,72.77,trace_0714,User-003,15.00
1788385606625.879,59.581,9141.504,69.788,56946.521,1,24258,686,430,1,0.00,trace_0694,User-011,14.33
1788385624378.850,77.334,469.481,40.587,5096.351,2,13738,115,61,1,94.86,trace_0398,User-007,24.64
1788385627114.198,80.070,405.338,76.449,23951.752,2,19854,309,175,1,97.73,trace_0707,User-008,13.08
1788385633546.807,86.502,346.043,91.201,18677.502,3,13999,202,100,1,98.17,trace_0398,User-007,10.96
1788385633860.519,86.816,5124.380,107.923,16888.019,1,17368,110,71,1,0.00,trace_0292,User-012,9.27
1788385638557.184,91.513,5861.812,65.919,20957.234,1,19077,230,130,1,0.00,trace_0253,User-013,15.17
1788385644506.266,97.462,1807.860,61.975,15008.436,2,30762,214,124,1,87.08,trace_0330,User-010,16.14
1788385653507.802,106.463,4138.547,40.785,6789.600,2,29164,66,35,1,62.86,trace_0629,User-004,24.52
1788385656286.509,109.242,1481.354,46.070,7286.136,4,14307,127,64,1,98.20,trace_0398,User-007,21.71
1788385660171.833,113.127,430.168,38.681,14626.069,3,20350,368,182,1,97.48,trace_0707,User-008,25.85
1788385661862.836,114.818,1438.793,43.288,26718.983,2,21038,585,292,1,82.62,trace_0292,User-012,23.10
1788385666672.748,119.628,453.772,42.204,7121.953,3,31148,159,80,1,98.77,trace_0330,User-010,23.69
1788385667648.166,120.604,335.963,45.864,5289.228,5,14507,109,58,1,98.67,trace_0398,User-007,21.80
1788385670582.023,123.538,782.884,65.568,32976.839,2,20703,492,309,1,92.24,trace_0253,User-013,15.25
1788385677059.243,130.015,340.486,67.742,11856.592,6,14956,171,98,1,96.98,trace_0398,User-007,14.76
1788385678986.964,131.942,5807.905,55.020,21433.573,1,19127,285,172,1,0.00,trace_0381,User-014,18.18
1788385682910.459,135.866,1885.186,49.718,18043.435,4,20883,326,180,1,97.54,trace_0707,User-008,20.11
1788385688964.368,141.920,4644.738,73.053,19182.241,1,16209,200,119,1,0.00,trace_0687,User-015,13.69
1788385696008.476,148.964,356.311,73.910,24450.883,7,15337,327,174,1,97.89,trace_0398,User-007,13.53
1788385700793.297,153.749,7352.340,65.382,83456.684,1,22705,1165,687,1,0.00,trace_0704,User-016,15.29
1788385704523.145,157.479,9492.925,46.591,18811.077,1,20008,201,129,1,0.00,trace_0726,User-017,21.46
1788385710107.175,163.063,3911.241,48.507,23313.945,5,21390,401,155,1,97.60,trace_0707,User-008,20.62
1788385710713.044,163.669,3303.972,43.986,13904.525,3,21300,242,140,1,96.99,trace_0253,User-013,22.73
1788385712202.805,165.158,1816.914,34.693,9102.481,2,16529,211,100,1,98.05,trace_0687,User-015,28.82
1788385712513.710,165.469,1800.911,57.854,28703.168,2,20010,466,252,1,95.51,trace_0381,User-014,17.28
1788385723821.782,176.777,9362.160,77.004,69270.965,1,28209,779,629,1,0.00,trace_0378,User-018,12.99
1788385725474.062,178.430,7708.646,39.174,13663.056,2,20372,153,76,1,98.42,trace_0726,User-017,25.53
1788385725564.115,178.520,7616.663,40.569,17677.738,8,15885,249,126,1,96.34,trace_0398,User-007,24.65
1788385733405.678,186.361,523.428,35.687,12050.438,3,17406,324,148,1,94.83,trace_0687,User-015,28.02
1788385741211.925,194.167,384.480,36.538,4988.217,3,20599,127,59,1,99.06,trace_0726,User-017,27.37
1788385742488.325,195.444,546.157,46.003,18119.381,6,22048,383,192,1,97.08,trace_0707,User-008,21.74
1788385747366.923,200.322,3362.932,40.762,8417.428,9,25038,125,62,1,63.24,trace_0398,User-007,24.53
1788385749273.770,202.229,1898.504,41.553,6510.904,4,20785,112,61,1,99.38,trace_0726,User-017,24.07
1788385749770.607,202.726,1399.973,40.875,8021.679,4,22165,163,88,1,96.23,trace_0253,User-013,24.46
1788385758853.833,211.809,355.139,53.373,7400.432,5,20959,133,75,1,99.38,trace_0726,User-017,18.74
1788385761892.450,214.848,1967.957,39.809,12159.100,10,29588,257,133,1,84.57,trace_0398,User-007,25.12
1788385769330.062,222.286,322.195,40.003,4642.505,6,21157,109,54,1,99.39,trace_0726,User-017,25.00
1788385769739.183,222.695,515.027,54.924,20946.684,7,22716,373,200,1,97.17,trace_0707,User-008,18.21
1788385776022.953,228.978,5921.707,45.400,17362.530,1,19031,253,150,1,0.00,trace_0587,User-019,22.03
1788385778035.789,230.991,3907.921,43.249,8881.610,7,21334,116,65,1,99.39,trace_0726,User-017,23.12
1788385779155.655,232.111,2791.529,40.249,13296.552,11,30076,262,136,1,98.50,trace_0398,User-007,24.85
1788385790008.939,242.964,380.311,38.517,4270.535,8,21614,102,53,1,98.50,trace_0726,User-017,25.96
1788385794746.581,247.702,436.299,43.074,5562.113,8,23376,120,71,1,97.25,trace_0707,User-008,23.22
1788385797359.856,250.315,787.900,61.317,12438.155,9,21810,191,97,1,99.11,trace_0726,User-017,16.31
1788385799569.829,252.525,5042.836,41.053,13992.399,1,16565,219,131,1,0.00,trace_0108,User-020,24.36
1788385801367.943,254.323,3599.566,38.398,10664.807,3,21699,185,99,1,92.31,trace_0381,User-014,26.04
1788385805583.450,258.539,1078.987,29.838,6091.722,4,19847,169,78,1,87.70,trace_0687,User-015,33.51
1788385814863.241,267.819,301.339,32.175,12399.114,10,22078,377,189,1,99.12,trace_0726,User-017,31.08
1788385815160.399,268.116,320.926,41.111,5007.584,4,21951,115,63,1,99.12,trace_0381,User-014,24.32
1788385818692.060,271.648,1306.306,30.573,6350.878,2,19880,166,86,1,83.23,trace_0108,User-020,32.71
1788385828793.958,281.749,4562.185,83.757,64699.930,5,29441,719,408,1,59.61,trace_0687,User-015,11.94
1788385831158.465,284.114,3324.588,73.355,22396.841,3,23361,261,142,1,85.16,trace_0108,User-020,13.63
1788385833464.700,286.420,6553.261,82.954,15097.509,1,18986,104,70,1,0.00,trace_0266,User-021,12.05
1788385838291.497,291.247,1728.020,34.199,5695.142,5,22251,117,54,1,98.55,trace_0381,User-014,29.24
1788385844432.437,297.388,3930.751,80.381,35761.513,1,12965,397,227,1,0.00,trace_0418,User-022,12.44
1788385847066.332,300.022,1297.624,67.956,47643.571,6,22778,683,346,1,97.74,trace_0381,User-014,14.72
1788385852568.284,305.524,619.426,96.965,21757.886,12,30808,219,92,1,97.70,trace_0398,User-007,10.31
1788385853413.507,306.369,6738.945,94.126,23116.908,1,20882,175,105,1,0.00,trace_0562,User-023,10.62
1788385856620.904,309.576,4394.719,89.099,48498.744,2,22198,496,304,1,85.55,trace_0266,User-021,11.22
1788385858644.764,311.600,4917.920,80.915,15436.924,4,29470,131,70,1,79.30,trace_0108,User-020,12.36
1788385860540.553,313.496,8542.323,62.998,31725.484,1,20409,369,227,1,0.00,trace_0255,User-024,15.87
1788385882776.374,335.732,6222.856,85.540,23672.955,1,20769,205,126,1,0.00,trace_0588,User-025,11.69
1788385893315.295,346.271,375.778,81.154,13441.561,2,13367,162,71,1,97.12,trace_0418,User-022,12.32
1788385895265.185,348.221,5403.144,55.323,15914.424,1,18579,191,98,1,0.00,trace_0569,User-026,18.08
1788385899409.256,352.365,4902.937,48.272,22184.396,2,29302,359,204,1,69.58,trace_0255,User-024,20.72
1788385899604.316,352.560,4709.266,47.186,18912.166,6,30225,302,165,1,97.47,trace_0687,User-015,21.19
1788385911241.747,364.197,459.935,42.051,9542.908,3,22699,217,95,1,98.02,trace_0266,User-021,23.78
1788385915587.875,368.543,2407.291,85.943,25182.117,2,26889,266,146,1,77.33,trace_0588,User-025,11.64
1788385918398.960,371.354,399.352,35.929,8375.561,13,31109,223,106,1,98.96,trace_0398,User-007,27.83
1788385923852.461,376.808,339.860,93.026,35689.802,3,13590,381,200,1,98.58,trace_0418,User-022,10.75
1788385924597.683,377.553,416.364,93.653,39844.440,7,30592,422,252,1,98.96,trace_0687,User-015,10.68
1788385927436.627,380.392,6581.201,90.596,33850.643,1,20692,302,170,1,0.00,trace_0632,User-027,11.04
1788385928031.318,380.987,10785.193,113.352,28127.980,1,17003,154,98,1,0.00,trace_0006,User-028,8.82
1788385931752.651,384.708,12032.259,70.468,24645.956,1,18429,180,94,1,0.00,trace_0579,User-029,14.19
1788385937978.996,390.935,10820.409,53.475,18734.640,1,16276,149,91,1,0.00,trace_0082,User-030,18.70
1788385944855.301,397.811,4306.977,39.692,9109.727,3,29371,122,61,1,91.48,trace_0588,User-025,25.19
1788385954830.365,407.786,791.190,54.245,87365.945,7,24046,1597,910,1,94.91,trace_0381,User-014,18.43
1788385959097.517,412.053,443.093,41.839,6635.203,4,29593,149,79,1,99.35,trace_0588,User-025,23.90
1788385962844.335,415.800,418.116,73.657,17948.584,2,16728,239,129,1,97.31,trace_0082,User-030,13.58
1788385963645.950,416.601,410.323,89.932,13270.625,4,14192,144,73,1,95.91,trace_0418,User-022,11.12
1788385966604.750,419.560,7514.937,54.366,17463.954,1,22732,184,113,1,0.00,trace_0624,User-031,18.39
1788385967302.064,420.258,7737.600,38.965,28934.825,2,20317,545,266,1,83.86,trace_0006,User-028,25.66
