start_time_ms,relative_time_sec,ttft_ms,tpot_ms,latency_ms,input_num_turns,input_num_tokens,output_num_tokens,output_num_chunks,output_num_first_chunk_tokens,approx_cached_percent,conversation_id,client_id,interactivity_tok_per_sec
1788387659975.939,0.000,5481.881,25.405,8479.621,1,18851,119,53,1,0.00,trace_0712,User-001,39.36
1788387675746.474,15.771,6055.929,17.504,9976.908,1,21916,225,82,1,0.00,trace_0714,User-003,57.13
1788387702954.391,42.978,2985.948,17.586,7945.278,2,30152,283,90,1,72.77,trace_0714,User-003,56.86
1788387716975.386,56.999,4946.197,15.935,7878.246,1,18361,185,66,1,0.00,trace_0629,User-004,62.75
1788387784930.967,124.955,3760.432,22.322,5211.352,2,29164,66,28,1,62.86,trace_0629,User-004,44.80
1788387834217.316,174.241,5563.508,17.945,7896.294,1,20311,131,51,1,0.00,trace_0568,User-005,55.73
1788387856171.513,196.196,3266.426,15.999,9410.010,1,12661,385,154,1,0.00,trace_0396,User-006,62.50
1788387871628.374,211.652,317.026,14.623,3241.561,2,13297,201,73,1,95.17,trace_0396,User-006,68.39
1788387880928.619,220.953,2156.546,13.487,5757.520,3,20095,268,78,1,66.13,trace_0396,User-006,74.15
1788387891742.041,231.766,570.555,17.259,4453.858,4,21387,226,82,1,93.99,trace_0396,User-006,57.94
1788387904257.633,244.282,1271.674,12.309,4004.216,5,24724,223,55,1,86.49,trace_0396,User-006,81.24
1788387914336.953,254.361,1272.651,20.481,6699.996,6,27871,266,102,1,88.71,trace_0396,User-006,48.83
1788387956115.385,296.139,820.044,16.020,29543.591,7,29704,1794,509,1,93.94,trace_0396,User-006,62.42
1788387993734.994,333.759,844.259,16.878,2582.684,8,31572,104,32,1,94.09,trace_0396,User-006,59.25
1788388056393.746,396.418,296.031,16.524,4113.101,9,31776,232,68,1,99.39,trace_0396,User-006,60.52
1788388064580.342,404.604,371.165,15.900,2994.606,10,32151,166,47,1,98.60,trace_0396,User-006,62.89
1788388072628.706,412.653,3364.121,15.720,10265.274,1,13070,440,169,1,0.00,trace_0398,User-007,63.61
1788388086936.460,426.961,324.393,14.271,1951.273,2,13739,115,41,1,94.86,trace_0398,User-007,70.07
1788388092926.089,432.950,215.245,14.342,3097.993,3,13999,202,71,1,98.17,trace_0398,User-007,69.73
1788388100079.122,440.103,228.622,11.706,1703.545,4,14307,127,37,1,98.20,trace_0398,User-007,85.43
1788388105825.269,445.849,210.856,13.828,1704.333,5,14497,109,37,1,98.67,trace_0398,User-007,72.31
1788388111579.331,451.603,276.896,11.056,2156.363,6,14947,171,46,1,96.98,trace_0398,User-007,90.45
1788388120789.027,460.813,265.802,7.008,2550.382,7,15329,327,55,1,97.89,trace_0398,User-007,142.70
1788388128383.766,468.408,298.986,15.747,4204.183,8,15878,249,92,1,96.34,trace_0398,User-007,63.51
1788388136652.336,476.676,3025.738,13.440,4692.312,9,25031,125,34,1,63.24,trace_0398,User-007,74.40
1788388147420.723,487.445,1743.326,17.893,6323.969,10,29583,257,84,1,84.57,trace_0398,User-007,55.89
1788388158812.979,498.837,379.603,14.248,4098.372,11,30071,262,68,1,98.50,trace_0398,User-007,70.18
1788388222983.299,563.007,479.979,19.082,4639.766,12,30802,219,75,1,97.70,trace_0398,User-007,52.41
