period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788722560.6825824,1788722590.6825824,128,0,0,0,0,0,0,128,128,0,0.0,0.0,3.0,0,0,0,0,0,51865,0,0,100.0,0,123,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,,,,,0.06423854312587551,569
2,1788722590.6825824,1788722620.6825824,128,0,0,0,0,0,0,128,0,128,0.0,0.0,9.866666666666667,0,0,0,0,0,51865,0,0,100.0,0,118,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,,,,,0.1182238755017716,539
3,1788722620.6825824,1788722650.6825824,128,0,0,1,0,0,1,128,1,127,0.03333333333333333,0.0,14.366666666666667,0,0,0,0,0,52005,0,0,100.0,0,116,12,8.067110776901245,8.067110776901245,8.067110776901245,8.067110776901245,1,0.011111110551857682,156.5111032334673,0.8666666230448992,0.9815668202764977,1.457562421973295,1.457562421973295,1.457562421973295,1.457562421973295,5.0,5.0,5.0,5.0,14086.0,14086.0,14086.0,14086.0,78.0,78.0,78.0,78.0,14086,78,2,0.0,0.0,0.0,0.0,,,,,0.16292128218107338,509
4,1788722650.6825824,1788722680.6825824,128,0,0,1,0,0,1,128,1,127,0.03333333333333333,0.0,17.9,0,0,0,0,0,52013,0,0,100.0,0,113,15,9.299675822257996,9.299675822257996,10.408984363079071,10.507589566707612,2,0.01666666603750655,206.34165887734986,1.633333271675642,0.9815303430079155,1.4319399856340762,1.4319399856340762,1.4550001783393731,1.4570499732465105,6.5,6.5,7.85,7.97,12380.5,12380.5,13915.45,14051.89,98.0,98.0,116.0,117.6,24761,196,2,0.0,0.0,0.0,0.0,,,,,0.20711250279579507,479
5,1788722680.6825824,1788722710.6825824,127,1,0,4,0,0,4,127,3,124,0.13333333333333333,0.0,26.5,0,0,0,0,0,52023,0,0,100.0,0,107,20,31.64576272169749,26.808017253875732,65.28754484653473,70.45390465259553,6,0.03999999879201257,784.9399762950586,4.539999862893427,0.9785360484314805,1.4124879009263047,1.4072655829976588,1.4462524472758826,1.4553004270338126,8.166666666666666,7.5,11.75,11.95,19623.5,20798.5,27878.25,29627.65,113.5,119.0,154.0,161.20000000000002,117741,681,2,0.0,0.0,0.0,0.0,,,,,0.23273964378627177,449
6,1788722710.6825824,1788722740.6825824,127,1,0,6,0,0,6,127,6,121,0.2,0.0,26.666666666666668,0,0,0,0,0,52370,0,0,100.0,0,108,19,57.729705472787224,51.22997760772705,116.55330281257629,119.4498766040802,12,0.06666666498890633,1469.9277407849802,7.388888702937119,0.984017703466929,1.4375576833871297,1.4229642558914013,1.4993478644659766,1.501447179742051,7.583333333333333,7.0,11.45,11.89,22048.916666666668,21132.0,31101.35,32114.670000000002,110.83333333333333,113.0,167.5,171.9,264587,1330,2,0.0,0.0,0.0,0.0,,,,,0.21564703527999152,419
7,1788722740.6825824,1788722770.6825824,126,2,0,2,0,0,2,126,1,125,0.06666666666666667,0.0,30.333333333333332,0,0,0,0,0,52376,0,0,100.0,0,103,23,54.9704270362854,48.92633545398712,115.89499058723449,119.31821415901183,14,0.06666666522858639,1415.1190170932255,8.409523628120253,0.9268826619964974,1.4363805043402689,1.4262149990106834,1.4988707473577778,1.501351756320411,7.923076923076923,7.0,12.0,12.0,21226.785714285714,20819.0,30871.05,32068.609999999997,126.14285714285714,119.0,209.29999999999998,239.45999999999995,297175,1766,2,0.0,0.0,0.0,0.0,,,,,0.2575192174128006,389
8,1788722770.6825824,1788722800.6825824,125,3,0,2,0,0,2,125,1,124,0.06666666666666667,0.0,36.03333333333333,0,0,0,0,0,52421,0,0,100.0,0,99,26,65.77850103378296,54.24261748790741,140.44900918006897,142.81543278694153,16,0.06666666540834641,1369.9999741415188,8.45833317368395,0.8442561205273069,1.4385728903639994,1.429317430059104,1.4983936302495793,1.5012563328987714,12.857142857142858,7.5,34.74999999999998,68.54999999999995,20550.0,20671.5,30640.75,32022.55,126.875,123.5,203.5,238.29999999999998,328800,2030,2,0.0,0.0,0.0,0.0,,,,,0.2993560842387786,359
9,1788722800.6825824,1788722830.6825824,123,5,0,5,0,0,5,123,3,120,0.16666666666666666,0.0,39.7,0,0,0,0,0,52802,0,0,100.0,0,96,27,75.26101081711906,65.6478111743927,143.40703868865967,181.83592185974123,21,0.07777777647285307,1554.2036776278903,11.444444252434094,0.766883586406363,1.4344820961847975,1.4410357668607687,1.4972008374790824,1.501017774344672,13.3125,8.0,35.75,68.74999999999999,19982.619047619046,18280.0,31167.0,32127.8,147.14285714285714,132.0,266.0,289.20000000000005,419635,3090,2,0.0,0.0,0.0,0.0,,,,,0.30877349939375387,329
10,1788722830.6825824,1788722860.6825824,126,2,0,6,0,0,6,126,9,117,0.2,0.0,37.43333333333333,0,0,0,0,0,54587,0,0,100.0,0,100,26,94.27357157954464,91.24212265014648,190.0236540555954,203.6106162023544,27,0.08999999864101411,1829.049972381632,13.869999790565176,0.6457469460943629,1.4359520885032313,1.4466511252951326,1.4933429609597675,1.5007315040797529,15.470588235294118,8.0,55.39999999999998,72.67999999999999,20322.777777777777,18579.0,31647.899999999998,32234.36,154.11111111111111,132.0,282.09999999999997,293.44,548715,4161,2,0.0,0.0,0.0,0.0,,,,,0.2964955443854548,299
