period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,in_flight_prefilling,in_flight_decoding,cumulative_ttft_avg,cumulative_ttft_p50,cumulative_ttft_p95,cumulative_ttft_p99,cumulative_requests_completed,cumulative_requests_per_second,cumulative_input_tokens_per_second,cumulative_output_tokens_per_second,cumulative_cache_hit_rate,cumulative_interactivity_avg,cumulative_interactivity_p50,cumulative_interactivity_p95,cumulative_interactivity_p99,cumulative_inter_turn_avg,cumulative_inter_turn_p50,cumulative_inter_turn_p95,cumulative_inter_turn_p99,cumulative_isl_avg,cumulative_isl_p50,cumulative_isl_p95,cumulative_isl_p99,cumulative_osl_avg,cumulative_osl_p50,cumulative_osl_p95,cumulative_osl_p99,cumulative_total_input_tokens,cumulative_total_output_tokens,conversations_finished,server_gpu_cache_hit_rate_avg,server_gpu_cache_hit_rate_p50,server_gpu_cache_hit_rate_p95,server_gpu_cache_hit_rate_p99,server_cpu_cache_hit_rate_avg,server_cpu_cache_hit_rate_p50,server_cpu_cache_hit_rate_p95,server_cpu_cache_hit_rate_p99,server_kv_cache_usage_current,time_remaining_s
1,1788380976.4279134,1788381006.4279134,16,0,0,0,0,0,0,16,16,0,0.0,0.0,4.033333333333333,0.0,0.0,0.0,0.0,0.0,6058,0,0.0,100.0,0,10,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.07167830109830609,569
2,1788381006.4279134,1788381036.4279134,16,0,0,0,0,0,0,16,0,16,0.0,0.0,11.833333333333334,0.0,0.0,0.0,0.0,0.0,6058,0,0.0,100.0,0,4,12,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06518139321320236,0.0,0.35849766267261296,0.6452957928107036,,,,,0.15754158377379368,539
3,1788381036.4279134,1788381066.4279134,13,3,1,5,0,0,5,13,2,11,0.16666666666666666,666.9333333333333,105.23333333333333,61.99589467048645,61.99589467048645,61.99589467048645,61.99589467048645,0.0,6359,0,86.39478421211243,82.00108662247658,19968,2,11,27.882801485061645,23.283510208129883,55.44670734405517,60.68605720520019,5,0.05555555349514816,1104.9666256863998,9.566666311864513,0.0,3.714513811029485,3.0139397419296112,7.226410139133469,8.002957520681823,0.0,0.0,0.0,0.0,19889.4,20008.0,21595.0,21851.8,172.2,185.0,220.2,224.04,99447,861,0,0.047799688356348395,0.0,0.215098597603567,0.6166159797968939,,,,,0.14759443901635094,509
4,1788381066.4279134,1788381096.4279134,9,7,2,10,0,0,10,9,6,3,0.3333333333333333,1312.0,69.33333333333333,5.002346634864807,5.002346634864807,5.499980413913727,5.5442145276069645,0.5089722675367048,7082,0,56.11744499206543,88.30886562665303,19264,1,8,34.9012024084727,29.249958038330078,73.98367066383362,74.87740487098694,15,0.12499999652306248,2540.141596011356,30.033332497941146,0.32105375883486825,6.360698577512854,4.770593852665278,14.390253064865433,15.987516487181491,11.0,11.0,14.399999999999999,14.879999999999999,20321.133333333335,19408.0,31277.1,31477.02,240.26666666666668,225.0,399.5999999999999,434.31999999999994,304817,3604,0,0.16634616727323084,0.0,0.9623958946748549,0.9777937956032737,,,,,0.0986591955173104,479
5,1788381096.4279134,1788381126.4279134,15,1,0,3,0,0,3,15,9,6,0.1,0.0,22.566666666666666,0.0,0.0,0.0,0.0,0.0,8626,0,0.0,100.0,0,2,13,30.483785192171734,20.953364610671997,73.74427757263183,74.82952625274658,18,0.11999999732971198,2462.346611873543,27.366666057692647,0.3697999645955036,7.63313487164241,6.765551819763203,15.356583983363734,16.18078267088115,14.333333333333334,11.5,26.25,29.250000000000004,20519.555555555555,19943.5,31223.55,31466.309999999998,228.05555555555554,210.0,390.2999999999999,432.4599999999999,369352,4105,0,0.18394571460927536,0.0,0.973944320371169,0.986537629189904,,,,,0.16808908874736606,449
6,1788381126.4279134,1788381156.4279134,9,7,2,10,1,1,9,9,3,6,0.3333333333333333,1538.9333333333334,95.3,11.911606073379517,11.911606073379517,12.60614800453186,12.667885065078735,0.3972222222222222,9184,0,41.29343938827515,91.39720012744267,27776,0,9,23.493284804480417,12.038979172706604,69.47673804759978,74.66993085861206,28,0.15555555267098514,3221.8332735887293,36.23333266143447,0.3972004479283315,7.498072580491161,5.802712611033609,15.962612430067717,23.768547081882968,27.818181818181817,12.0,93.5,132.30000000000004,20711.785714285714,20159.5,30813.699999999997,31430.61,232.92857142857142,203.0,421.2999999999999,620.3900000000001,579930,6522,0,0.21487076791727888,0.0,0.9840224728132727,0.9897996600057615,,,,,0.1130089818597041,419
7,1788381156.4279134,1788381186.4279134,10,6,7,16,7,7,9,10,10,0,0.5333333333333333,5361.5,114.66666666666667,2.414032816886902,1.993792176246643,4.965246331691741,5.169376971721649,0.7021617293835068,10260,0,101.58669376373291,78.83610546588898,47616,6,4,18.99305817755786,8.648685336112976,69.2661276459694,74.41457822799683,44,0.20952380619351832,4331.518978771408,55.75714197090695,0.4576367646012663,9.565623238446863,7.384016481958064,25.097530627018617,29.64666108194351,19.476190476190474,11.0,45.0,122.60000000000007,20673.159090909092,20391.5,30049.25,31373.49,266.1136363636364,201.5,657.5000000000002,1084.0,909619,11709,0,0.32545445533866374,0.0,0.9878609021129561,0.9907610819403325,,,,,0.06774653027110389,389
8,1788381186.4279134,1788381216.4279134,8,8,5,8,0,0,8,8,6,2,0.26666666666666666,3687.766666666667,83.53333333333333,11.297159051895141,12.402861595153809,12.715823602676391,12.770256128311157,0.7642607683352736,10991,0,149.2567868232727,68.90483607848485,25920,1,7,17.273456037044525,8.648685336112976,65.84484153985973,74.28690191268922,52,0.21666666365332077,4542.604103489262,57.195832537867965,0.5121849985176401,9.417015021588082,7.4559022869511775,21.360891388245804,29.61468892787397,18.821428571428573,11.5,44.65,115.81000000000004,20965.865384615383,20499.5,29775.249999999996,31344.93,263.9807692307692,201.5,608.4499999999994,1068.0000000000005,1090225,13727,0,0.3515924797249994,0.0,0.9872570937296992,0.9907251944581734,,,,,0.07173715994302465,359
9,1788381216.4279134,1788381246.4279134,15,1,2,9,1,1,8,15,15,0,0.3,1484.7,46.56666666666667,0.3043394088745117,0.3043394088745117,0.30552473068237307,0.3056300926208496,0.9855699855699855,12882,0,10.76359486579895,97.75758440295856,640,2,13,15.581848687812931,8.16547679901123,61.99589467048645,74.14326605796813,61,0.22592592313292917,4650.296238807266,60.15925851554375,0.5374826111597713,11.362413717565367,8.197094366068912,30.550087601708857,31.374059012230052,17.529411764705884,11.5,44.349999999999994,109.99000000000017,20583.27868852459,20374.0,29594.0,31312.8,266.27868852459017,205.0,599.0,1049.9999999999998,1255580,16243,0,0.38536587342419887,0.0,0.9884409907722195,0.9912098568462249,,,,,0.16598194210644035,329
10,1788381246.4279134,1788381276.4279134,11,5,3,13,1,1,12,11,8,3,0.43333333333333335,2591.5,171.8,9.563838005065918,13.044353485107422,15.082620978355408,15.263800311088563,0.3823286540049546,12997,0,68.10628700256348,85.81119020779929,47872,1,10,14.009609170862147,7.870623707771301,58.63049409389493,73.93579204559326,74,0.24666666392220393,5081.086610133479,65.2766659403854,0.5504727180226396,11.262764865220067,8.126070233070916,30.074563077141832,31.246914036495564,16.30952380952381,11.0,43.29999999999994,102.22999999999965,20599.0,20391.5,29874.35,31266.39,264.63513513513516,211.0,563.8999999999996,1023.9999999999992,1524326,19583,0,0.42938244723263236,0.0,0.9897591027152081,0.9921394821097389,,,,,0.1205311422147406,299
11,1788381276.4279134,1788381306.4279134,15,1,3,11,3,3,8,15,12,3,0.36666666666666664,2216.266666666667,89.56666666666666,0.3912309805552165,0.300107479095459,0.5528621196746826,0.5753291988372803,0.9671314741035857,14226,0,15.61139464378357,96.74762611587843,2112,1,14,12.476503750857185,6.928175926208496,56.80121688842773,73.76023711204529,85,0.257575754970449,5358.733279131206,68.96363566608798,0.5996928589710776,12.637691909587728,10.501651383722564,29.91394843870585,31.139329826258695,63.679245283018865,11.0,44.4,1310.3199999999924,20804.49411764706,20442.0,30168.0,31604.92,267.74117647058824,217.0,588.1999999999998,1001.9999999999993,1768382,22758,0,0.4606656690245005,0.6329164502337475,0.99052012313155,0.9936081681963987,,,,,0.1767648824588871,269
12,1788381306.4279134,1788381336.4279134,11,5,4,16,3,3,13,11,9,2,0.5333333333333333,2434.6666666666665,156.83333333333334,2.9093042612075806,1.343841791152954,7.727291393280027,8.485396442413329,0.8432392273402675,14845,0,56.821492433547974,88.16218907634416,13504,0,11,11.337819722619388,6.6696062088012695,56.73266315460205,73.50488448143005,101,0.28055555295429113,5851.163834637871,72.93611043485963,0.6365355291247331,12.559809082172132,10.75786819837874,29.818511410067288,30.982843702277794,52.411764705882355,11.0,41.19999999999999,945.2199999999958,20855.633663366338,20442.0,30454.0,31527.0,259.970297029703,212.0,545.0,970.0,2106419,26257,0,0.4971994242971158,0.7178327010357843,0.9913525588648325,0.9946334626618311,,,,,0.1371999670390469,239
